objID,ra,dec,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
587725994647421257,250.0994953,46.71465794,176708767365201920,250.09951,46.714652,0.233846,1.32622E-4
587725994647421262,250.05817968,46.69706911,176708767407144960,250.05819,46.697063,0.11105,1.4664E-4
587725994647420980,250.07657183,46.67248419,176708767390367744,250.07658,46.672478,0.189082,1.40214E-4
