tile,dither,fiber,fiber_ra,fiber_dec,objID,GroupID,Separation
NE,D1,24,234.25345833333336,24.434333333333335,587739380994343281,,0.9103359630215844
NE,D1,69,234.25691666666665,24.429194444444445,587739380994343457,,1.5479892995011915
NE,D1,233,234.234875,24.40844444444444,587739380994343272,1,1.9970784546993137
NE,D2,87,234.26341666666667,24.426916666666667,587739380994343462,,0.9039078538296583
NE,D2,102,234.23274999999998,24.423361111111113,587739380994343431,2,1.9140799158305704
NE,D2,152,234.24695833333334,24.418194444444445,587739380994343548,,1.6119300579579872
NE,D2,195,234.24591666666666,24.413055555555555,587739380994343453,,1.5074327842909558
NE,D2,202,234.26120833333334,24.413083333333333,587739380994343472,,1.9354988003456122
NE,D2,231,234.26125000000002,24.40963888888889,587739380994343064,,0.8133430620733411
NE,D3,22,234.249125,24.43313888888889,587739380994343275,,0.7149956564320913
NE,D3,61,234.23933333333332,24.428055555555556,587739380994343256,,0.9906796990654662
NE,D3,77,234.24262499999998,24.426305555555558,587739380994343257,,1.5119791141082668
NE,D3,123,234.248,24.421194444444446,587739380994343547,,1.621578363701891
NE,D3,181,234.248125,24.414277777777777,587739380994343452,,0.9375765887183394
NE,D3,190,234.23604166666667,24.41247222222222,587739380994343273,,1.55735589506602
NE,D3,197,234.251375,24.412527777777775,587739380994343293,,0.4971931289334953
NW,D1,39,234.22508333333332,24.43263888888889,587739380994343858,,1.9857292582799013
NW,D1,115,234.23279166666669,24.423972222222222,587739380994343431,2,1.8075712031069588
NW,D1,246,234.23387499999998,24.408555555555555,587739380994343272,1,1.859280564253019
NW,D3,1,234.20529166666665,24.434916666666666,587739380994343525,,1.2076226478973564
NW,D3,147,234.20749999999998,24.41763888888889,587739380994343536,,1.481370115426456
SE,D1,1,234.234875,24.40908333333333,587739380994343272,1,1.942040325090414
SE,D2,165,234.24370833333336,24.389555555555557,587739380994343466,,0.29043257597843763
SE,D2,238,234.24479166666666,24.380944444444445,587739380994343471,,1.272462894806084
SE,D3,82,234.25358333333335,24.399361111111112,587739380994343470,,1.3604636951288696
SE,D3,94,234.24804166666667,24.39763888888889,587739380994343302,,1.8978415802672313
SE,D3,107,234.24479166666666,24.395888888888887,587739380994343300,,0.6304010636306191
SE,D3,220,234.23829166666667,24.38211111111111,587739380994343551,,1.2551887602022023
SW,D1,65,234.21845833333333,24.402194444444444,587739380994343889,,0.9103295261410116
SW,D1,75,234.20858333333334,24.40047222222222,587739380994343004,,0.46665591555366565
SW,D1,132,234.20641666666666,24.39361111111111,587739380994343010,,1.1301126085394164
SW,D1,133,234.2086666666667,24.393638888888887,587739380994342999,,1.376447647885333
SW,D1,141,234.22620833333335,24.393638888888887,587739380994343441,,0.3813339004436128
SW,D1,189,234.20429166666665,24.38661111111111,587739380994343541,,1.7026428972370176
SW,D1,205,234.20749999999998,24.384916666666665,587739380994343427,,1.8480578155463865
SW,D1,224,234.217375,24.383194444444445,587739380994343907,,1.778725623259932
SW,D2,184,234.22395833333331,24.387916666666666,587739380994343443,,1.7198897217001103
SW,D3,61,234.20975,24.40111111111111,587739380994342998,,0.9303617895042271
SW,D3,64,234.21629166666665,24.401055555555555,587739380994343429,,1.6618148378697628
SW,D3,180,234.21633333333332,24.38738888888889,587739380994343438,,0.9952844872350395
