,tile,dither,fiber,fiber_ra,fiber_dec,objID,GroupID,Separation,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
0,NE,D1,13.0,203.86225,41.02719444444444,5.880177211880902e+17,,1.729939993465645,22.479111,0.564296,21.739044,0.092874,20.344551,0.03971,19.8969,0.036854000000000005,19.768347,0.157271,0.22461799999999998,0.123421,,,,,
1,NE,D1,27.0,203.861,41.02544444444445,5.880177211880902e+17,,1.5798051756765443,22.215517000000002,0.45215500000000003,21.22962,0.059796,20.789724,0.058512,20.569075,0.06684,20.209547,0.23681999999999997,0.046452,0.026679,,,,,
2,NE,D1,76.0,203.83720833333336,41.018527777777784,5.880177211880902e+17,,1.9371199889272817,21.281294,0.311646,19.538773000000003,0.021391999999999998,18.254555,0.011817,17.837763,0.011257,17.530743,0.036304,0.203826,0.027093,,,,,
3,NE,D1,110.0,203.8505,41.01505555555556,5.880177211880906e+17,,0.6100446874934216,25.158457000000002,1.795741,21.136195999999998,0.055299,20.136171,0.033731,19.638385999999997,0.030197,19.312059,0.106617,0.13763,0.032924,,,,,
4,NE,D1,218.0,203.82929166666668,41.00125,5.880177211880901e+17,,1.2104872676860707,22.564211,0.547875,21.91684,0.098923,21.142359,0.072809,20.581984,0.059765,20.136435000000002,0.196588,0.446459,0.087837,,,,,
5,NE,D1,241.0,203.85179166666668,40.99955555555556,5.880177211880906e+17,1.0,1.6840852180792745,22.917265,0.747942,21.950647,0.103349,20.390508999999998,0.038202999999999994,19.798025,0.031211000000000003,19.369287,0.101156,0.353001,0.061752,,,,,
6,SE,D3,9.0,203.85170833333336,40.99916666666667,5.880177211880906e+17,1.0,1.8976110347048176,22.917265,0.747942,21.950647,0.103349,20.390508999999998,0.038202999999999994,19.798025,0.031211000000000003,19.369287,0.101156,0.353001,0.061752,,,,,
7,NE,D2,36.0,203.8450833333333,41.023194444444435,5.880177211880902e+17,,1.8632519211077019,24.729349,2.176177,20.19257,0.027297000000000002,18.745592000000002,0.012934000000000001,17.978247,0.010588,17.479401,0.024562999999999998,0.401611,0.058021,,,,,
8,NE,D2,220.0,203.83333333333331,41.000722222222215,5.8801772118809e+17,,1.8603165285856105,19.660379000000002,0.147232,17.752018,0.00968405,16.336634,0.004927595999999999,15.800401999999998,0.004482082,15.432229999999999,0.012129000000000001,0.23337199999999997,0.014797,,,,,
9,NE,D3,5.0,203.84108333333336,41.02605555555555,5.880177211880901e+17,,1.0627081248678591,25.98871,1.172467,21.505054,0.082749,20.379257,0.045357999999999996,20.045263000000002,0.047439999999999996,19.803547000000002,0.1852,0.152838,0.035809,,,,,
10,NE,D3,24.0,203.85295833333336,41.02433333333333,5.880177211880902e+17,,1.4768415233545924,22.127857000000002,0.468236,20.862379,0.048904,19.632822,0.024775,19.146471,0.023516,18.694923,0.06978999999999999,0.24984299999999998,0.059626,,,,,
