objID,ra,dec,Photoz,Photoz_err
587739380994343272,234.23438739,24.40877698,0.245642,0.014005
587739380994343273,234.2361728,24.41205643,0.232428,0.020011
587739380994343303,234.24419747,24.40133083,0.279682,0.079207
587739380994343447,234.24005343,24.40338505,0.225456,0.014063
587739380994343449,234.24546187,24.41029764,0.275404,0.114028
587739380994343595,234.2410336,24.41151941,0.117559,0.045014
587739380994343293,234.25139403,24.41239076,0.243607,0.013614
587739380994343300,234.24461812,24.39596428,0.243697,0.013131
587739380994343301,234.24607546,24.39934199,0.231292,0.014732
587739380994343302,234.24747264,24.3977357,0.260364,0.042
587739380994343425,234.21676687,24.41002604,0.235961,0.065808
587739380994343431,234.23231653,24.42371737,0.240996,0.018577
587739380994343441,234.2261276,24.39371514,0.325224,0.09766
587739380994343453,234.24597656,24.41347072,0.137072,0.077553
587739380994342998,234.20947965,24.40118968,0.223767,0.099107
587739380994342999,234.20896368,24.39390911,0.415719,0.137375
587739380994343004,234.20848855,24.40056893,0.178402,0.195753
587739380994343064,234.2614974,24.40962186,0.183429,0.055645
587739380994343256,234.23955854,24.42823909,0.164208,0.032562
587739380994343257,234.24246546,24.42669963,0.307561,0.028038
587739380994343429,234.21665114,24.4007301,0.186478,0.023205
587739380994343443,234.22357182,24.38759368,0.18904,0.030916
587739380994343452,234.24791033,24.41410568,0.226004,0.011888
587739380994343466,234.24371252,24.38947497,0.190174,0.016704
587739380994343470,234.25316838,24.3993643,0.200571,0.013644
587739380994343472,234.26177649,24.41322961,0.213961,0.022103
587739380994343547,234.24778489,24.42160007,0.199595,0.011776
587739380994343548,234.24655932,24.41793275,0.153906,0.026139
587739380994343858,234.22544363,24.43308234,0.245887,0.104171
587739380994343889,234.21869873,24.402321,0.191469,0.109377
587739380994342982,234.18581842,24.39033537,0.209763,0.013708
587739380994343010,234.20650148,24.39391538,0.223681,0.150544
587739380994343059,234.28072986,24.40748892,0.235883,0.014033
587739380994343060,234.27756336,24.4155592,0.209665,0.011996
587739380994343062,234.27092618,24.4158945,0.248477,0.020245
587739380994343066,234.26960315,24.4161855,0.236914,0.06477
587739380994343067,234.27113037,24.41667058,0.250813,0.030044
587739380994343069,234.27129621,24.41321303,0.179938,0.041449
587739380994343075,234.27694228,24.40673878,0.148449,0.134863
587739380994343082,234.27082828,24.40765859,0.078464,0.137155
587739380994343275,234.24933365,24.43319685,0.192412,0.031281
587739380994343281,234.25358793,24.43455699,0.159281,0.010662
587739380994343288,234.23090295,24.38012349,0.216439,0.020585
587739380994343410,234.21407563,24.43953993,0.177379,0.027384
587739380994343413,234.20255571,24.4067995,0.272573,0.067029
587739380994343427,234.20693938,24.38486369,0.217996,0.034043
587739380994343435,234.2401486,24.43837931,0.22556,0.019484
587739380994343438,234.21643373,24.38712798,0.213597,0.012185
587739380994343457,234.25647832,24.42935449,0.233728,0.01676
587739380994343462,234.26319189,24.42706213,0.207717,0.021336
587739380994343471,234.24443093,24.38081414,0.233953,0.011305
587739380994343475,234.25742116,24.37784677,0.190531,0.015867
587739380994343525,234.20508685,24.43463782,0.268332,0.076286
587739380994343536,234.20757424,24.41804479,0.103674,0.032866
587739380994343541,234.20479449,24.38672926,0.14664,0.017667
587739380994343551,234.23810175,24.38241384,0.224041,0.012018
587739380994343554,234.23819979,24.37130815,0.26855,0.077132
587739380994343805,234.1919838,24.41030503,0.041591,0.019917
587739380994343807,234.20262437,24.42938129,0.224872,0.073078
587739380994343907,234.21695101,24.38350266,0.413597,0.109027
587739380994343920,234.22034475,24.37939245,0.147611,0.030412
587739380994344025,234.26863203,24.39444993,0.157953,0.022217
587739380994343061,234.27948144,24.41477683,0.190682,0.035138
587739380994343063,234.28034861,24.41628851,0.211247,0.015774
587739380994343074,234.27784737,24.40580349,0.12991,0.053781
587739380994343123,234.28560923,24.39375976,-9999,-9999
587739380994343124,234.28505827,24.3924542,0.170148,0.12191
587739380994343236,234.23266122,24.44846045,0.200929,0.015733
587739380994343328,234.27599668,24.39457041,0.224297,0.011943
587739380994343336,234.28637154,24.40961982,0.234595,0.013645
587739380994343422,234.24038148,24.45489393,0.312466,0.038369
587739380994343445,234.21589169,24.36888396,0.212618,0.015921
587739380994343461,234.22677316,24.36236881,0.188867,0.011575
587739380994343550,234.26385697,24.44135203,0.19524,0.027056
587739380994343794,234.1817748,24.40828013,0.099307,0.051585
587739380994343853,234.23256119,24.4515902,0.258168,0.135002
587739380994343912,234.25313895,24.44965055,0.214275,0.034628
587739380994343956,234.22572271,24.36518069,0.047756,0.036625
587739380994343973,234.26832272,24.43377381,0.145942,0.015967
587739380994344065,234.28634089,24.40401272,0.228871,0.116217
587739380994344078,234.27639173,24.37822412,0.30406,0.04498
