,tile,dither,fiber,fiber_ra,fiber_dec,objID,GroupID,Separation,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
0,NE,D1,24.0,234.25345833333336,24.43433333333333,5.877393809943433e+17,,0.9103359630215844,24.19121,1.035317,21.660372,0.055715,20.479116,0.032553,19.988512,0.028789,19.627829000000002,0.075625,0.159281,0.010662,,,,,
1,NE,D1,69.0,234.25691666666665,24.429194444444448,5.877393809943434e+17,,1.5479892995011917,22.978779,0.539305,21.224771,0.043424000000000004,19.798601,0.021202000000000002,19.230985999999998,0.018315,18.90383,0.045825,0.23372800000000002,0.01676,,,,,
2,NE,D1,233.0,234.234875,24.40844444444444,5.877393809943433e+17,1.0,1.9970784546993137,21.062662,0.23190700000000003,18.861921,0.013886,17.352278,0.006728685,16.803646,0.006014094,16.424057,0.013604,0.245642,0.014005000000000002,6.096248981170422e+17,234.23439,24.408777,0.22636199999999998,0.00017355799999999998
3,NW,D1,246.0,234.233875,24.408555555555555,5.877393809943433e+17,1.0,1.859280564253019,21.062662,0.23190700000000003,18.861921,0.013886,17.352278,0.006728685,16.803646,0.006014094,16.424057,0.013604,0.245642,0.014005000000000002,6.096248981170422e+17,234.23439,24.408777,0.22636199999999998,0.00017355799999999998
4,SE,D1,1.0,234.234875,24.40908333333333,5.877393809943433e+17,1.0,1.942040325090414,21.062662,0.23190700000000003,18.861921,0.013886,17.352278,0.006728685,16.803646,0.006014094,16.424057,0.013604,0.245642,0.014005000000000002,6.096248981170422e+17,234.23439,24.408777,0.22636199999999998,0.00017355799999999998
5,NE,D2,87.0,234.26341666666667,24.42691666666667,5.877393809943434e+17,,0.9039078538296584,22.457825,0.407514,20.76786,0.035023,19.305397,0.017456,18.815243,0.015499,18.454748000000002,0.037295,0.207717,0.021336,,,,,
6,NE,D2,102.0,234.23275,24.423361111111113,5.877393809943434e+17,2.0,1.9140799158305704,21.984472,0.30999299999999996,20.345964000000002,0.028033,18.889355,0.014757,18.350277,0.012345,17.932394,0.027706,0.24099600000000002,0.018577,,,,,
7,NW,D1,115.0,234.23279166666669,24.42397222222223,5.877393809943434e+17,2.0,1.8075712031069588,21.984472,0.30999299999999996,20.345964000000002,0.028033,18.889355,0.014757,18.350277,0.012345,17.932394,0.027706,0.24099600000000002,0.018577,,,,,
8,NE,D2,152.0,234.2469583333333,24.418194444444445,5.877393809943436e+17,,1.6119300579579872,24.364685,1.1086770000000001,21.545504,0.051508000000000005,20.39109,0.030572000000000002,19.94323,0.028038999999999998,19.754566,0.085145,0.153906,0.026139,,,,,
9,NE,D2,195.0,234.24591666666663,24.41305555555555,5.877393809943434e+17,,1.5074327842909558,21.494657999999998,0.33555100000000004,20.70871,0.057562,20.000219,0.049482,19.794256,0.062297000000000005,19.6835,0.205387,0.137072,0.077553,,,,,
10,NE,D2,202.0,234.26120833333331,24.41308333333333,5.877393809943434e+17,,1.935498800345612,23.436785,0.6880970000000001,21.338827,0.043341000000000005,20.001078,0.023177,19.549882999999998,0.021594,19.284407,0.057180999999999996,0.213961,0.022103,,,,,
11,NE,D2,231.0,234.26125,24.40963888888889,5.87739380994343e+17,,0.8133430620733411,21.774429,0.220164,20.654427,0.030686,19.840797,0.023819999999999997,19.517785999999997,0.024596,19.100946,0.06205700000000001,0.183429,0.05564500000000001,,,,,
12,NE,D3,22.0,234.249125,24.433138888888887,5.877393809943433e+17,,0.7149956564320913,19.929384,0.075946,18.946205,0.059307000000000006,18.109947000000002,0.020602000000000002,17.70751,0.010717,17.511459,0.026583999999999997,0.192412,0.031281,,,,,
13,NE,D3,61.0,234.2393333333333,24.42805555555556,5.877393809943433e+17,,0.9906796990654662,22.465866000000002,0.30196799999999996,20.585428,0.024340999999999998,19.482985,0.015406,19.04344,0.014273,18.808403,0.037605,0.164208,0.032562,,,,,
14,NE,D3,77.0,234.242625,24.426305555555558,5.877393809943433e+17,,1.5119791141082668,23.03677,0.718151,21.531254,0.06955399999999999,19.937321,0.02833,19.298354999999997,0.02265,18.874848999999998,0.05682,0.30756100000000003,0.028038,,,,,
15,NE,D3,123.0,234.248,24.421194444444453,5.877393809943436e+17,,1.621578363701891,24.092636,1.6183299999999998,21.182865,0.056143,19.838005,0.028474,19.37579,0.026469,18.979457999999997,0.06761,0.199595,0.011776,,,,,
16,NE,D3,181.0,234.248125,24.414277777777773,5.877393809943434e+17,,0.9375765887183394,23.121737,0.73728,20.889,0.039032,19.461617999999998,0.018926,18.931038,0.016566,18.627367,0.043998,0.22600399999999998,0.011888,,,,,
17,NE,D3,190.0,234.2360416666667,24.412472222222217,5.877393809943433e+17,,1.5573558950660198,22.563059,0.449661,20.907093,0.039041,19.523121,0.019547,18.927443,0.016212,18.57234,0.041302,0.23242800000000002,0.020011,,,,,
18,NE,D3,197.0,234.251375,24.41252777777777,5.877393809943433e+17,,0.4971931289334953,21.086026999999998,0.330044,18.795510999999998,0.016765000000000002,17.271982,0.007711826,16.743481,0.006938458000000001,16.365074,0.016687999999999998,0.24360700000000002,0.013614,6.096248981254308e+17,234.2514,24.412391,0.227642,0.00018425400000000001
19,NW,D1,39.0,234.2250833333333,24.43263888888889,5.877393809943438e+17,,1.985729258279901,21.919449,0.217777,21.302404,0.045549,20.791117,0.045864999999999996,20.497826,0.048494999999999996,20.188272,0.136742,0.245887,0.104171,,,,,
20,NW,D3,1.0,234.20529166666665,24.434916666666666,5.877393809943436e+17,,1.2076226478973564,21.60634,0.271883,20.566988000000002,0.04077,19.297783,0.021082,18.816515,0.022268,18.454898999999997,0.050767,0.268332,0.076286,,,,,
21,NW,D3,147.0,234.2075,24.417638888888888,5.877393809943436e+17,,1.481370115426456,22.759415,0.479261,20.909674,0.035649,20.021259,0.026111000000000002,19.532152,0.024621,19.28591,0.068117,0.103674,0.032866,,,,,
22,SE,D2,165.0,234.24370833333336,24.389555555555557,5.877393809943434e+17,,0.29043257597843763,22.55467,0.424678,20.730423000000002,0.032172000000000006,19.435328,0.018504,18.897935999999998,0.015676,18.49159,0.036843,0.190174,0.016704,,,,,
23,SE,D2,238.0,234.24479166666663,24.380944444444445,5.877393809943434e+17,,1.272462894806084,23.362305,0.6601090000000001,21.058626,0.03539,19.573648000000002,0.017799000000000002,19.072483,0.015761,18.743189,0.0374,0.23395300000000002,0.011304999999999999,,,,,
24,SE,D3,82.0,234.25358333333332,24.399361111111112,5.877393809943434e+17,,1.3604636951288696,23.909414,1.1166,21.374397000000002,0.051894,20.029663,0.027254,19.560349,0.024624,19.215326,0.06361699999999999,0.200571,0.013644,,,,,
25,SE,D3,94.0,234.24804166666667,24.39763888888889,5.877393809943433e+17,,1.8978415802672317,22.134472,0.349556,20.724096,0.03682,19.227733999999998,0.016983,18.689602,0.01488,18.302485,0.036527,0.260364,0.042,,,,,
26,SE,D3,107.0,234.24479166666663,24.395888888888887,5.877393809943433e+17,,0.6304010636306191,21.836506,0.426701,19.183455,0.016368999999999998,17.694302,0.007917756,17.139431,0.007013017,16.785534,0.016447999999999997,0.24369699999999997,0.013131,6.096248981380137e+17,234.24462000000003,24.395965,0.224507,0.00017454299999999999
27,SE,D3,220.0,234.23829166666667,24.38211111111111,5.877393809943436e+17,,1.2551887602022025,23.453506,0.798597,21.594051,0.059570000000000005,20.182371,0.028707999999999997,19.659876,0.026529,19.320926999999998,0.066245,0.224041,0.012018000000000001,,,,,
28,SW,D1,65.0,234.21845833333333,24.402194444444447,5.87739380994344e+17,,0.9103295261410116,22.873737,0.578896,21.688997,0.072963,20.215639000000003,0.032898000000000004,19.756762,0.030293,19.508793,0.08873500000000001,0.191469,0.109377,,,,,
29,SW,D1,75.0,234.2085833333333,24.40047222222222,5.87739380994343e+17,,0.4666559155536657,21.436327,0.908818,21.846011999999998,0.448491,21.903502,0.780003,19.121,0.09057799999999999,20.06716,0.820392,0.178402,0.195753,,,,,
30,SW,D1,132.0,234.20641666666666,24.393611111111113,5.87739380994343e+17,,1.1301126085394164,20.238712,0.568761,21.832727,0.818684,20.888275,0.5733689999999999,19.298206,0.193208,24.222603,5.296647,0.223681,0.150544,,,,,
31,SW,D1,133.0,234.2086666666667,24.393638888888887,5.87739380994343e+17,,1.376447647885333,21.900026,0.507582,21.095942,0.057848000000000004,19.925356,0.033658999999999994,19.129068,0.028571,18.994293,0.07589800000000001,0.41571899999999995,0.137375,,,,,
32,SW,D1,141.0,234.22620833333332,24.393638888888887,5.877393809943434e+17,,0.3813339004436128,22.498747,0.296912,21.579285000000002,0.048885000000000005,20.175449,0.024509,19.605148,0.021072,19.25255,0.050983999999999995,0.32522399999999996,0.09766,,,,,
33,SW,D1,189.0,234.20429166666665,24.38661111111111,5.877393809943436e+17,,1.7026428972370176,23.847719,0.998675,21.546843,0.055428,20.323183,0.031027999999999997,19.79607,0.028536000000000002,19.336597,0.065497,0.14664000000000002,0.017667,,,,,
34,SW,D1,205.0,234.2075,24.384916666666665,5.877393809943434e+17,,1.8480578155463865,25.614157000000002,1.043631,20.575064,0.030466000000000003,19.220029999999998,0.0158,18.669712,0.013746000000000001,18.322069,0.034027999999999996,0.217996,0.034043000000000004,,,,,
35,SW,D1,224.0,234.217375,24.383194444444445,5.87739380994344e+17,,1.7787256232599318,22.137842000000003,0.32971,21.927599,0.093914,20.612934,0.053591,19.932766,0.037311000000000004,19.45421,0.091516,0.41359700000000005,0.109027,,,,,
36,SW,D2,184.0,234.2239583333333,24.387916666666666,5.877393809943434e+17,,1.7198897217001103,25.900751,0.8965069999999999,20.909075,0.040570999999999996,19.601522,0.022207,19.145359,0.020269,18.884375,0.05532,0.18904,0.030916000000000003,,,,,
37,SW,D3,61.0,234.20975,24.401111111111113,5.87739380994343e+17,,0.9303617895042272,21.597687,0.22981,20.604797,0.034892,19.589212,0.023208000000000003,19.293460999999997,0.024336,18.967966,0.065833,0.223767,0.099107,,,,,
38,SW,D3,64.0,234.21629166666665,24.401055555555555,5.877393809943434e+17,,1.6618148378697628,23.550825,0.802108,21.431475,0.049432,20.186913,0.028419,19.595337,0.024222,19.369251000000002,0.064884,0.186478,0.023205,,,,,
39,SW,D3,180.0,234.2163333333333,24.38738888888889,5.877393809943434e+17,,0.9952844872350396,23.2012,0.867928,20.96368,0.045293,19.567293,0.022196,19.078460999999997,0.020122,18.74214,0.052937,0.21359699999999998,0.012185,,,,,
40,,,,,,5.877393809943434e+17,,,23.327211,0.694608,20.949392,0.034263999999999996,19.522679999999998,0.017445,18.978685000000002,0.015271999999999999,18.654851999999998,0.037357999999999995,0.225456,0.014062999999999999,,,,,
41,,,,,,5.877393809943436e+17,,,21.705702,0.202802,21.049957,0.041058,20.495516000000002,0.039109,20.367155,0.047018,20.641413,0.22382399999999997,0.117559,0.045014,,,,,
42,,,,,,5.877393809943433e+17,,,22.354082000000002,0.306263,21.271683,0.043649,19.850876,0.021335,19.322781,0.01848,18.944525,0.046255000000000004,0.27968200000000004,0.079207,,,,,
43,,,,,,5.877393809943434e+17,,,21.815256,0.23819,21.007832999999998,0.042065,19.563604,0.020089,19.048632,0.017753,18.750158,0.047632,0.275404,0.11402799999999999,,,,,
44,,,,,,5.877393809943433e+17,,,23.315754000000002,0.731586,20.650457,0.028967000000000003,19.190493,0.014125,18.658945000000003,0.012436,18.34807,0.031055000000000003,0.231292,0.014731999999999999,,,,,
45,,,,,,5.877393809943434e+17,,,22.472193,0.357389,21.155023999999997,0.041457,19.791926999999998,0.021655,19.325785,0.020028999999999998,18.921116,0.047525,0.235961,0.065808,,,,,
46,,,,,,5.87739380994343e+17,,,23.983191,1.1809129999999999,21.483116,0.058159,19.926964,0.025284,19.457626,0.022928,18.989649,0.053811000000000005,0.248477,0.020245,,,,,
47,,,,,,5.87739380994343e+17,,,22.696022,0.451768,21.671513,0.065195,20.468339999999998,0.037294,19.985863000000002,0.033152,19.693289,0.095907,0.23691399999999999,0.06477000000000001,,,,,
48,,,,,,5.87739380994343e+17,,,23.22537,0.953192,21.730124,0.092829,20.322939,0.044409,19.725788,0.036410000000000005,19.413301,0.10090299999999999,0.250813,0.030044,,,,,
49,,,,,,5.87739380994343e+17,,,23.80965,1.613361,21.744792999999998,0.117344,20.885031,0.078672,20.104851,0.055751999999999996,19.252224,0.099639,0.17993800000000001,0.041449,,,,,
50,,,,,,5.87739380994343e+17,,,23.169426,1.711832,21.785598999999998,0.17875,21.03862,0.147778,20.100808999999998,0.091305,20.391045000000002,0.44726099999999996,0.148449,0.134863,,,,,
51,,,,,,5.87739380994343e+17,,,13.727607999999998,0.00365859,11.6701,0.0005980213,11.300248,0.0006203406,11.204245,0.0006519496,13.383875,0.006278832,0.07846399999999999,0.137155,,,,,
52,,,,,,5.877393809943433e+17,,,21.982758,0.308872,20.274784,0.026345999999999998,18.93445,0.013899000000000002,18.387157000000002,0.012137,18.055011999999998,0.030246,0.216439,0.020585,,,,,
53,,,,,,5.877393809943434e+17,,,22.288798999999997,0.342502,20.835581,0.035509,19.831429999999997,0.023809,19.317895999999998,0.021089,19.076148999999997,0.061252999999999995,0.177379,0.027384,,,,,
54,,,,,,5.877393809943434e+17,,,22.699492000000003,0.419446,21.623576999999997,0.057922,20.255136,0.030951,19.746073000000003,0.027369,19.368996,0.065708,0.272573,0.06702899999999999,,,,,
55,,,,,,5.877393809943434e+17,,,22.357872,0.44457299999999994,20.653774,0.036264,19.279673000000003,0.024656,18.700928,0.016854,18.322495,0.039237,0.22555999999999998,0.019484,,,,,
56,,,,,,5.877393809943434e+17,,,23.668173,0.944607,21.038345,0.038383999999999995,19.74404,0.021997,19.277607,0.020444999999999998,18.985664,0.051251,0.190531,0.015867,,,,,
57,,,,,,5.877393809943436e+17,,,22.846247,0.46472600000000003,21.715515,0.060666,20.337721,0.030175,19.874411,0.027492000000000003,19.473057,0.06943099999999999,0.26855,0.077132,,,,,
58,,,,,,5.877393809943438e+17,,,21.195826,0.182028,20.333546,0.031824,19.9398,0.034626,19.724664999999998,0.041249,19.353872,0.106243,0.041591,0.019916999999999997,,,,,
59,,,,,,5.877393809943438e+17,,,21.791616,0.29956,21.809322,0.10532000000000001,21.256102,0.104779,21.146282,0.134432,21.095312,0.48349200000000003,0.224872,0.073078,,,,,
60,,,,,,5.87739380994344e+17,,,25.064795999999998,1.1194979999999999,21.928459,0.073188,20.745552,0.042429,20.32575,0.039978,19.771411999999998,0.09059,0.147611,0.030412,,,,,
61,,,,,,5.877393809943441e+17,,,23.065081,0.523469,21.837336999999998,0.065335,20.991488,0.049858,20.616228,0.048535,20.290198999999998,0.136456,0.157953,0.022216999999999997,,,,,
62,,,,,,5.87739380994343e+17,,,21.583349,0.318668,19.824989000000002,0.024248,18.44175,0.012047,17.928986,0.010938,17.54788,0.027305,0.209763,0.013708000000000001,,,,,
63,,,,,,5.87739380994343e+17,,,21.818998,0.298491,19.830021,0.020624,18.348164,0.010001000000000001,17.819048000000002,0.008930551,17.474096,0.021287,0.23588299999999998,0.014033000000000002,,,,,
64,,,,,,5.87739380994343e+17,,,22.649960999999998,0.453675,20.337372,0.024286000000000002,18.973614,0.012757,18.428631,0.011138,18.139814,0.028113,0.20966500000000002,0.011996,,,,,
65,,,,,,5.87739380994343e+17,,,22.20528,0.346073,20.65259,0.033006,19.495914000000003,0.019746,19.061747,0.018462,18.778692000000003,0.050431000000000004,0.190682,0.035138,,,,,
66,,,,,,5.87739380994343e+17,,,24.5865,1.217654,21.433195,0.049006,20.038483,0.024248,19.532454,0.021218,19.197857,0.055552,0.211247,0.015774,,,,,
67,,,,,,5.87739380994343e+17,,,23.355215,1.761711,21.88162,0.172018,20.724629999999998,0.099993,20.303778,0.096366,20.152214,0.327022,0.12991,0.053780999999999995,,,,,
68,,,,,,5.877393809943432e+17,,,17.219139000000002,0.012871,16.069001999999998,0.0055718569999999995,17.584295,0.024822,24.383186,3.348951,15.692266,0.009565814,-9999.0,-9999.0,,,,,
69,,,,,,5.877393809943432e+17,,,21.697687,0.988992,19.39159,0.111829,17.305153,0.017232,17.785566,0.029896,18.375605,0.157055,0.170148,0.12190999999999999,,,,,
70,,,,,,5.877393809943433e+17,,,23.416363,0.8819950000000001,20.472887,0.028572000000000004,19.094751000000002,0.016354,18.56123,0.015381,18.116816,0.029885000000000002,0.200929,0.015733,,,,,
