objID,ra,dec,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
587726033335550094,210.25863088,2.87846855,149686673595170816,210.25863,2.8784663,0.251876,1.35162E-4
587726016155877880,210.24248567,2.91987536,149686673574199296,210.24249,2.9198967,0.076948,1.83433E-4
