objID,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z
587726033335550094,210.25863088,2.87846855,18.111031,0.029842,17.265547,6.689662E-3,16.415312,4.77481E-3,16.009005,5.114196E-3,15.741291,0.011486
587726033335550098,210.25773233,2.87955487,22.147207,0.68774,19.982359,0.041797,18.70785,0.020518,18.192509,0.020774,18.14855,0.066078
587726033335550095,210.26306464,2.87916245,22.664017,0.595587,20.228251,0.028194,18.689524,0.011851,18.167711,0.011839,17.987572,0.032093
587726033335550100,210.2602721,2.87310241,23.866018,1.452853,20.916464,0.048509,19.395325,0.019697,18.802723,0.018855,18.534586,0.049825
587726033335550103,210.25754755,2.873578,22.030481,0.489122,20.174458,0.037223,19.09166,0.021405,18.593328,0.022785,18.577724,0.075226
587726033335550110,210.25750447,2.87272228,23.596584,1.661768,21.155924,0.080195,19.651173,0.032085,19.274076,0.037104,18.583344,0.069514
587726033335550112,210.26094399,2.87554206,22.616434,0.605374,21.570036,0.091005,20.24851,0.042229,19.72607,0.043191,19.439001,0.118058
587726033335485277,210.25446296,2.87297464,22.205696,0.503926,21.223555,0.080133,20.053812,0.043402,19.742121,0.05336,19.593681,0.165265
587726033335549975,210.25970729,2.88627526,23.31497,1.206388,21.857708,0.133003,20.597202,0.064782,20.084358,0.068695,19.962248,0.215673
587726033335550104,210.25803427,2.87024626,22.759748,0.578489,21.435692,0.068571,20.033144,0.030191,19.463564,0.029314,19.209879,0.081383
587726033335550105,210.25812391,2.87102667,23.947264,1.276705,21.818647,0.089379,20.239172,0.033691,19.730402,0.034308,19.363388,0.087216
587726033335550108,210.26354901,2.8718674,22.578274,0.560901,21.584717,0.087822,19.971867,0.032032,19.431681,0.032247,19.134089,0.086602
587726033335550253,210.26452429,2.87665314,23.043818,0.963322,20.316906,0.035181,18.938875,0.017865,18.410143,0.017357,18.045025,0.038794
587726033335550486,210.25715535,2.88432284,24.564302,2.794014,21.814516,0.16007,20.320412,0.063187,19.841,0.068147,19.386311,0.160421
587726033335484721,210.25044624,2.88695142,22.226717,0.38077,20.392414,0.030758,18.918135,0.013695,18.392559,0.013601,18.051332,0.032255
587726033335484724,210.25195313,2.88972339,23.026602,0.82928,21.651142,0.096171,20.347609,0.04649,19.822149,0.047013,19.53665,0.127899
587726033335549973,210.256002,2.88871903,23.665899,1.254193,21.481871,0.076386,20.160254,0.03541,19.401115,0.02957,19.020807,0.073865
587726033335550096,210.26091177,2.86783227,23.262398,0.982887,20.446463,0.033675,18.927639,0.014116,18.422052,0.014368,18.043745,0.033557
587726033335550099,210.26192284,2.8691233,22.572784,0.57626,20.601688,0.039603,19.159063,0.017341,18.622467,0.017345,18.223278,0.040691
587726033335550106,210.25541625,2.87011207,23.658388,1.244273,21.480118,0.071259,20.055031,0.0309,19.538462,0.031249,19.189178,0.08076
587726033335550254,210.26637673,2.8725098,22.98584,0.815698,20.84148,0.048371,19.499855,0.023488,18.978834,0.027451,18.658934,0.059019
587726033335550257,210.27111633,2.88141301,21.925045,0.40809,20.499651,0.044861,19.19825,0.021555,18.684956,0.022247,18.519999,0.065041
587726016155877474,210.25582006,2.89317643,18.18787,0.020696,15.359054,2.949248E-3,14.159756,2.653931E-3,13.696374,3.252961E-3,13.303633,4.175133E-3
587726016155877476,210.264483,2.89735902,21.863649,0.360152,19.889679,0.027239,18.405317,0.012551,17.859612,0.013056,17.519398,0.031574
587726016155877478,210.25758751,2.89614298,22.807308,0.534347,20.839182,0.041157,19.364401,0.019232,18.904827,0.021624,18.829138,0.065302
587726016155877480,210.24662863,2.89267075,22.733452,0.600581,20.992701,0.053742,19.561598,0.025222,19.037813,0.02691,18.798006,0.074148
587726016155877483,210.24972591,2.89362376,22.746586,0.393205,21.440943,0.052525,21.28797,0.073958,24.342485,0.987892,20.055126,0.142628
587726016155877492,210.26129943,2.89761362,22.497179,0.44597,21.774832,0.096904,21.667049,0.143958,20.808683,0.121986,20.887724,0.436378
587726016155877493,210.26035384,2.89389971,20.861372,0.627054,19.05369,0.058626,18.142042,0.037111,17.718929,0.045814,20.277298,1.574959
587726016155877787,210.26837624,2.89165042,23.421906,0.864901,21.176991,0.053265,19.683004,0.024628,19.183111,0.025957,18.899691,0.068454
587726016155878358,210.24398973,2.89398865,25.500343,0.907048,21.623127,0.067045,20.046516,0.028066,19.487564,0.028696,19.059286,0.06625
587726016155878467,210.26872528,2.8974131,24.112411,1.04656,21.724962,0.06944,20.280504,0.032781,19.743149,0.03413,19.337753,0.081296
587726016155878468,210.26751324,2.89598208,24.468695,1.705076,21.578014,0.086809,20.170891,0.041038,19.697182,0.046382,19.343256,0.118946
587726033335484709,210.24313057,2.88897005,23.31292,1.378362,20.273375,0.038642,18.735687,0.015891,18.211531,0.016041,17.762882,0.035728
587726033335484719,210.24917529,2.86718692,24.044815,1.529679,20.826771,0.043669,19.317274,0.018742,18.817339,0.019188,18.472233,0.046662
587726033335484722,210.24924334,2.89074835,21.235283,0.1952,20.162712,0.030535,19.24037,0.020391,18.880995,0.023937,18.540495,0.058844
587726033335484729,210.25220454,2.86380658,21.724426,0.380275,19.827522,0.028495,18.249659,0.011602,17.686069,0.01141,17.3727,0.027473
587726033335484732,210.25132223,2.86190168,24.880484,2.008266,21.949465,0.133672,20.282866,0.046448,19.60751,0.042369,19.207146,0.10293
587726033335485199,210.24084854,2.87032804,23.639669,1.203124,21.921898,0.111499,20.208015,0.037719,19.584867,0.035089,19.292599,0.094644
587726033335485217,210.24426895,2.8797406,22.879303,0.783093,20.91699,0.053986,20.055721,0.038477,19.616236,0.04184,19.42556,0.123238
587726033335485227,210.24510335,2.88538449,20.817612,0.179321,19.723064,0.028411,18.675646,0.01679,18.217754,0.018397,17.799006,0.042035
587726033335550241,210.25592986,2.86166937,25.919468,0.869714,21.162222,0.051996,19.757734,0.023303,19.206579,0.022878,18.875822,0.058646
