tile,dither,fiber,fiber_ra,fiber_dec,objID,GroupID,Separation
NE,D1,5,210.26666666666668,2.9056944444444444,587726016155877679,,0.3772276851997287
NE,D1,15,210.2577916666667,2.903888888888889,587726016155877886,1,1.493253528495981
NE,D1,42,210.28275000000002,2.902222222222222,587726016155943326,,0.8502247538696935
NE,D1,122,210.26875000000004,2.8919722222222224,587726016155877787,,1.7742473139727262
NE,D1,161,210.25975000000003,2.8866944444444442,587726033335549975,,1.5168569851962548
NE,D1,210,210.2706666666667,2.8815,587726033335550257,,1.6467921017357672
NE,D1,218,210.25775000000002,2.879777777777778,587726033335550098,2,0.8049789839530982
NE,D1,233,210.25870833333335,2.8780833333333335,587726033335550094,3,1.4144645683239385
NE,D2,128,210.27975000000004,2.891388888888889,587726016155943318,,1.6771840844994588
NE,D2,221,210.26270833333336,2.87925,587726033335550095,,1.319286417245158
NE,D3,32,210.26270833333336,2.9010277777777778,587726016155878445,,1.8066731186682987
NE,D3,60,210.26075000000003,2.897666666666667,587726016155877492,,1.9846282520529803
NE,D3,62,210.26475000000002,2.897638888888889,587726016155877476,,1.391638356118236
NE,D3,64,210.26875000000004,2.897638888888889,587726016155878467,,0.8176846610470736
NE,D3,73,210.25775000000002,2.8959444444444444,587726016155877478,4,0.9231172810051488
NE,D3,78,210.26775000000004,2.8959166666666665,587726016155878468,,0.8832196323652793
NE,D3,89,210.26070833333335,2.8941666666666666,587726016155877493,,1.5962703943589291
NE,D3,197,210.27374999999998,2.8821666666666665,587726033335550351,,1.8761041277784534
NE,D3,236,210.2647916666667,2.8769444444444443,587726033335550253,5,1.422653706736058
NW,D1,19,210.23858333333334,2.9039444444444444,587726016155878342,,1.6619535919074686
NW,D1,22,210.24458333333334,2.903888888888889,587726016155878363,,1.2988217285190202
NW,D1,26,210.25258333333335,2.903972222222222,587726016155877781,,1.982102479814876
NW,D1,68,210.249625,2.8988055555555556,587726016155878395,,0.08894794747937013
NW,D1,91,210.23758333333333,2.8953055555555554,587726016155877761,,1.546905794266499
NW,D1,104,210.23466666666667,2.8935833333333334,587726016155877756,,1.42443345752442
NW,D1,158,210.2555416666667,2.888472222222222,587726033335549973,,1.8785057502324887
NW,D1,170,210.250625,2.886722222222222,587726033335484721,,1.0458957601722119
NW,D1,225,210.2446666666667,2.8798333333333335,587726033335485217,,1.468423878469987
NW,D2,29,210.25754166666667,2.903388888888889,587726016155877886,1,1.680846828764467
NW,D2,87,210.25762500000002,2.8965555555555556,587726016155877478,4,1.4913757701681476
NW,D2,112,210.24958333333333,2.893111111111111,587726016155877483,,1.9154070359942887
NW,D2,115,210.25566666666668,2.8930555555555557,587726016155877474,,0.7025093920329001
NW,D2,142,210.25162500000002,2.889638888888889,587726033335484724,,1.2183545454369207
NW,D2,232,210.25762500000002,2.879277777777778,587726033335550098,2,1.069574230468366
NW,D3,94,210.243625,2.894222222222222,587726016155878358,,1.5577846567120581
NW,D3,110,210.24666666666667,2.892472222222222,587726016155877480,,0.7276666226265317
NW,D3,118,210.23362500000002,2.89075,587726033335485171,,1.6666843604173893
NW,D3,126,210.24966666666668,2.890833333333333,587726033335484722,,1.5524802775946538
NW,D3,137,210.242625,2.8890277777777778,587726033335484709,,1.8295801525317634
NW,D3,167,210.2446666666667,2.885638888888889,587726033335485227,,1.8176538120217876
NW,D3,232,210.25862500000002,2.878722222222222,587726033335550094,3,0.9134646805081293
SE,D1,1,210.2585,2.878722222222222,587726033335550094,3,1.027331574212516
SE,D1,31,210.26045833333333,2.875277777777778,587726033335550112,,1.988536354281452
SE,D1,44,210.25750000000002,2.8735,587726033335550103,,0.32875156198432964
SE,D1,69,210.27858333333336,2.871888888888889,587726033335550261,,1.4902162348037624
SE,D1,73,210.25754166666667,2.870111111111111,587726033335550104,,1.8367581215461561
SE,D1,84,210.2795833333333,2.8700555555555556,587726033335550262,,1.0998680650165262
SE,D1,180,210.26858333333334,2.858111111111111,587726033335550539,,1.3869362754912116
SE,D1,186,210.2805416666667,2.858111111111111,587726033335550590,,1.8550008725813043
SE,D2,19,210.26445833333335,2.8764166666666666,587726033335550253,5,0.8837172429982583
SE,D2,38,210.2735,2.8746666666666667,587726033335550555,,1.6481125371017347
SE,D2,46,210.2605,2.8729444444444443,587726033335550100,,0.9974081974438795
SE,D2,49,210.26645833333336,2.8729722222222223,587726033335550254,,1.6903780328091729
SE,D2,71,210.28154166666667,2.8713055555555558,587726033335550148,,1.8192480387520773
SE,D2,117,210.25750000000002,2.864361111111111,587726033335550247,6,1.6599972652389765
SE,D2,213,210.27558333333334,2.8540555555555556,587726033335550573,,1.728921381582827
SE,D2,244,210.2795416666667,2.850638888888889,587726033335549991,,1.5865884271862776
SE,D3,28,210.28358333333335,2.875888888888889,587726033335550149,,1.827305287145225
SE,D3,44,210.25750000000002,2.872388888888889,587726033335550110,7,1.2003156024021537
SE,D3,47,210.2635416666667,2.8724166666666666,587726033335550108,,1.9775362644012433
SE,D3,59,210.2585,2.870722222222222,587726033335550105,8,1.7406188802085494
SE,D3,75,210.2615,2.8689722222222223,587726033335550099,,1.6146721227138754
SE,D3,126,210.2765416666667,2.863888888888889,587726033335550352,,1.9642856578373704
SE,D3,157,210.28050000000002,2.8604444444444446,587726033335550589,,1.2219325225593156
SE,D3,188,210.2845,2.8569722222222222,587726033335550599,,1.0356211723099114
SW,D1,44,210.23058333333333,2.8735,587726033335484503,,1.3430055213335244
SW,D1,78,210.240625,2.8700833333333335,587726033335485199,,1.1924979811938157
SW,D1,130,210.25758333333334,2.8649722222222223,587726033335550247,6,1.783585454335193
SW,D1,156,210.25162500000002,2.8614722222222224,587726033335484732,,1.89085752346271
SW,D1,158,210.2555416666667,2.861527777777778,587726033335550241,,1.4859186425417474
SW,D1,215,210.253625,2.854638888888889,587726033335485274,,1.3071954948711608
SW,D2,58,210.25762500000002,2.8729722222222223,587726033335550110,7,0.998713597739715
SW,D2,91,210.23658333333336,2.867777777777778,587726033335485186,,1.9614632950015312
SW,D2,183,210.24662500000002,2.8574722222222224,587726033335485238,,1.7248697404245668
SW,D2,230,210.25366666666667,2.852388888888889,587726033335485270,,1.9711713830280515
SW,D3,61,210.23566666666667,2.87075,587726033335484700,,1.8704677791398694
SW,D3,72,210.2576666666667,2.870722222222222,587726033335550105,8,1.9758571477134967
