objID,ra,dec,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
588017721188090186,203.82659122,40.99725866,412307390440931328,203.8266,40.997259,0.241416,1.79726E-4
588017721188090165,203.8182517,41.01315847,412307392059932672,203.81826,41.013161,0.238078,1.55674E-4
588017721188090057,203.84291176,41.0279803,412307392038961152,203.84292,41.027986,0.046694,1.53266E-4
588017721188090130,203.78654989,40.9867931,412307390684200960,203.78655,40.986786,0.23926,1.61728E-4
588017721188090177,203.83195208,41.04170133,412307392093487104,203.83197,41.041708,0.223607,1.6721E-4
