objID,ra,dec,Photoz,Photoz_err
587726033335550094,210.25863088,2.87846855,0.209751,0.038799
587726033335550098,210.25773233,2.87955487,0.181119,0.028758
587726033335550095,210.26306464,2.87916245,0.23379,0.025238
587726033335550100,210.2602721,2.87310241,0.273243,0.018025
587726033335550103,210.25754755,2.873578,0.132342,0.030456
587726033335550110,210.25750447,2.87272228,0.236033,0.041292
587726033335485277,210.25446296,2.87297464,0.199284,0.095277
587726033335549975,210.25970729,2.88627526,0.164235,0.047319
587726033335550104,210.25803427,2.87024626,0.235613,0.043368
587726033335550105,210.25812391,2.87102667,0.25125,0.014327
587726033335550108,210.26354901,2.8718674,0.278053,0.074262
587726033335550112,210.26094399,2.87554206,0.241496,0.076523
587726033335550253,210.26452429,2.87665314,0.218286,0.01385
587726033335550486,210.25715535,2.88432284,0.234697,0.017117
587726016155877474,210.25582006,2.89317643,0.165785,0.016687
587726016155877476,210.264483,2.89735902,0.247906,0.013549
587726016155877478,210.25758751,2.89614298,0.197987,0.028693
587726016155877480,210.24662863,2.89267075,0.229798,0.027392
587726016155877483,210.24972591,2.89362376,0.141415,0.17108
587726016155877492,210.26129943,2.89761362,0.062166,0.142572
587726016155877493,210.26035384,2.89389971,0.239939,0.149581
587726016155877787,210.26837624,2.89165042,0.24267,0.015358
587726033335484721,210.25044624,2.88695142,0.242395,0.012808
587726033335484724,210.25195313,2.88972339,0.212348,0.041104
587726033335549973,210.256002,2.88871903,0.218323,0.045924
587726033335550096,210.26091177,2.86783227,0.242295,0.016275
587726033335550099,210.26192284,2.8691233,0.233767,0.014653
587726033335550106,210.25541625,2.87011207,0.227026,0.013213
587726033335550254,210.26637673,2.8725098,0.209781,0.011782
587726033335550257,210.27111633,2.88141301,0.195995,0.048102
587726016155877678,210.26870255,2.9068297,0.235159,0.01617
587726016155877679,210.26676504,2.90573088,0.224945,0.017271
587726016155877756,210.23501735,2.89339923,0.272554,0.022496
587726016155877761,210.23790827,2.89502391,0.219777,0.014711
587726016155877781,210.25313135,2.90403215,0.238512,0.014177
587726016155877884,210.24963689,2.90877439,0.052497,0.037358
587726016155877886,210.25738094,2.90382733,0.208864,0.066024
587726016155878323,210.23527471,2.89697089,0.317422,0.075694
587726016155878342,210.23816427,2.90413928,0.155802,0.089206
587726016155878358,210.24398973,2.89398865,0.283357,0.022798
587726016155878360,210.24480594,2.90694527,0.218061,0.011446
587726016155878363,210.24494179,2.90393365,0.217775,0.017351
587726016155878395,210.24962689,2.89878092,0.252991,0.01409
587726016155878445,210.26224449,2.9012208,0.251366,0.052927
587726016155878467,210.26872528,2.8974131,0.23102,0.015827
587726016155878468,210.26751324,2.89598208,0.222867,0.015288
587726016155943318,210.27993271,2.89181755,0.260555,0.026795
587726016155943325,210.28200551,2.90106731,0.149082,0.045711
587726033335484709,210.24313057,2.88897005,0.257031,0.020137
587726033335484719,210.24917529,2.86718692,0.243648,0.014318
587726033335484722,210.24924334,2.89074835,0.222134,0.046259
587726033335484729,210.25220454,2.86380658,0.27906,0.016213
587726033335484732,210.25132223,2.86190168,0.347021,0.028922
587726033335485199,210.24084854,2.87032804,0.331751,0.018314
587726033335485217,210.24426895,2.8797406,0.076727,0.036102
