tile,dither,fiber,fiber_ra,fiber_dec,objID,GroupID,Separation
NE,D1,13,203.86225,41.02719444444444,588017721188090213,,1.729939993465645
NE,D1,27,203.861,41.025444444444446,588017721188090214,,1.5798051756765443
NE,D1,76,203.83720833333336,41.01852777777778,588017721188090187,,1.9371199889272817
NE,D1,110,203.8505,41.015055555555556,588017721188090667,,0.6100446874934216
NE,D1,218,203.8292916666667,41.00125,588017721188090051,,1.2104872676860707
NE,D1,241,203.85179166666668,40.99955555555556,588017721188090684,1,1.6840852180792745
NE,D2,36,203.84508333333332,41.02319444444444,588017721188090196,,1.863251921107702
NE,D2,220,203.83333333333334,41.00072222222222,588017721188090041,,1.8603165285856103
NE,D3,5,203.84108333333336,41.02605555555555,588017721188090058,,1.0627081248678591
NE,D3,24,203.85295833333336,41.02433333333333,588017721188090288,,1.4768415233545924
NE,D3,104,203.83458333333334,41.01394444444445,588017721188089944,,0.7405672128646166
NE,D3,105,203.83720833333336,41.014,588017721188089943,,0.3237383448531552
NE,D3,146,203.83062500000003,41.008722222222225,588017721188090622,,0.48448359604226876
NE,D3,153,203.84916666666666,41.00886111111111,588017721188090289,,1.4370064556462105
NE,D3,184,203.85441666666668,41.00541666666667,588017721188089958,,1.6188084411211778
NE,D3,208,203.84116666666665,41.001916666666666,588017721188090043,,1.3306788096733795
NE,D3,209,203.84387500000003,41.00194444444445,588017721188090044,,1.9093879978738642
NW,D1,100,203.82675,41.01683333333333,588017721188090611,,0.5191898588426507
NW,D1,126,203.81883333333334,41.013444444444445,588017721188090165,,1.8857720227635069
NW,D1,156,203.82141666666666,41.00991666666667,588017721188090173,,1.8090311288472154
NW,D1,166,203.80958333333334,41.00819444444444,588017721188090284,,1.1423997746179269
NW,D1,170,203.82008333333332,41.00822222222222,588017721188090176,,1.7569051646922573
NW,D1,179,203.80558333333335,41.0065,588017721188090151,,1.7366464064195266
NW,D1,215,203.82408333333336,41.003055555555555,588017721188090049,,1.9894386025405784
NW,D2,34,203.80416666666665,41.02308333333333,588017721188089931,,1.7889095360876393
NW,D2,62,203.80154166666665,41.01969444444445,588017721188090313,,1.2347713182019922
NW,D2,172,203.82408333333336,41.00772222222222,588017721188090174,,1.594124812591763
NW,D2,202,203.82666666666668,41.004222222222225,588017721188090046,,1.4053725185758636
NW,D2,219,203.79500000000002,41.00069444444444,588017721188090282,,1.223676729867746
