,MEM_MATCH_ID,RA_1,DEC_1,BCG_SPEC_Z,SPECID,SURVEY_CODE,RA_2,DEC_2,Z_2
150,14607,179.6707393113147,-1.0667180171211852,0.13124976,80442259790626816,1,179.67073,-1.06674,0.13128
151,14740,174.19067103675312,0.4355675819401446,0.40975684,79597694867210240,1,174.19063,0.43556999999999996,0.40968999999999994
152,14890,180.40961656401154,-0.4636221051149274,0.16810799,80442259685769216,1,180.40962,-0.46365,0.16839
153,14911,180.6766392279395,-1.3960686148047772,0.24803124,93393138353176576,1,180.67665,-1.3960700000000001,0.24806999999999998
154,15035,134.52059075455222,1.1537554049135406,0.07123264,131953252072685568,1,134.52059,1.15374,0.07119
155,15160,182.7887520503933,1.6824333722518408,0.29617995,145746004585480192,1,182.78876,1.68242,0.2962
156,15251,135.1872502591551,2.690654144331662,-1.0,G09_Y1_DX1_375,5,135.18725,2.69064,0.20015
157,15336,175.86847875978287,0.4072146290189757,0.36361367,79880582561005568,1,175.86847,0.40723000000000004,0.36373
158,15610,211.66085954369962,1.3706891364290548,0.37504554,149967996872294400,1,211.66087000000002,1.3707,0.3749
159,15613,135.3138100394699,0.8762602262353247,-1.0,G09_Y1_EN1_042,5,135.31378999999998,0.87624,0.28669
160,15726,131.28482105611502,1.0816900256159059,0.2671019,131671729230577664,1,131.2848,1.08164,0.26695
161,15738,176.32046854425946,-0.8339053937525377,0.44163549999999996,79880581025890304,1,176.3205,-0.83391,0.44183
162,15766,216.43868785101887,0.3889435077351603,0.32611772,G15_Y1_DS1_322,5,216.43867000000003,0.38894,0.32625
163,15856,130.22659231421537,1.7496605012632829,0.3571736,G09_Y1_AN2_343,5,130.22658,1.7496599999999998,0.35752
164,15864,183.42793154158556,-0.5793291298871021,-1.0,G12_Y1_HS2_249,5,183.42788000000002,-0.57933,0.2515
165,16034,139.55228957038372,2.2096750755832955,-1.0,G09_Y2_008_169,5,139.55229,2.20969,0.28888
166,16054,177.4535387836892,-0.364426540077441,0.42381272,80160781261340672,1,177.45362,-0.36451,0.42383999999999994
167,16468,130.4640733178557,-0.5680062308554352,-1.0,G09_Y1_BS2_167,5,130.464,-0.56801,0.24545999999999998
168,16474,133.02153336521292,1.365610860048507,0.39784554,131953251279962112,1,133.02154,1.36561,0.39778
169,16509,183.55252390957352,1.3089592496004043,0.3136002,G12_Y2_001_191,5,183.55254,1.3089600000000001,0.31266
170,16525,140.7844165350933,0.04682100883163767,0.32140630000000003,133642479026044928,1,140.78441,0.04684,0.32142
171,16643,181.9885135711774,-0.39914050059117945,0.37942052,81006756729192448,1,181.98856,-0.39919,0.37937
172,16829,178.7519921565562,-1.4311065637624951,0.16347815,93111671953817600,1,178.75198999999998,-1.43111,0.16348
173,16839,216.69595588621124,-0.2978986941454909,0.32966447,G15_Y1_DS1_006,5,216.69592000000003,-0.29791,0.33027
174,16844,183.74275266974135,1.5112929970464852,0.2426271,146028588326453248,1,183.74276,1.51129,0.24272
175,17049,182.64161671507904,-0.412494594927115,0.18150896,81006756494311424,1,182.6416,-0.41247,0.18147
176,17292,215.83131573995652,-0.5389624213509536,0.2784952,85790051899801600,1,215.83132999999998,-0.53893,0.27854
177,17477,219.21216320463463,-0.7002773502824661,0.21512768,86353122183610368,1,219.21217000000001,-0.70028,0.21511
178,17689,221.1958723808164,1.9603829634442205,0.41534162,151375518573264896,1,221.19587,1.96039,0.41516000000000003
179,18149,180.7782270237492,1.4697151205073593,0.38821045,145464499644661760,1,180.77826000000002,1.4697200000000001,0.3883
180,18204,140.48844066760185,2.5057225338472833,0.34225821,G09_Y2_004_016,5,140.48846,2.50575,0.34204
181,18232,214.6617614871191,-1.6376657871754448,0.18768395,258337611901304832,1,214.66178,-1.6376700000000002,0.18775999999999998
182,18345,216.6316316917455,1.0875601320425874,-1.0,G15_Y1_DN1_022,5,216.63162000000003,1.08756,0.28073000000000004
183,18422,185.5794529809042,-0.565858907757459,0.45842588,2SLJ122219.07-003357.1_1,4,185.57945,-0.56587,0.4579
184,18515,218.8399428003899,-1.0274009046713204,0.25712034,86634709945155584,1,218.83992,-1.02741,0.25719000000000003
185,18939,216.2645635768353,0.023242237504190227,-1.0,G15_Y2_007_089,5,216.26453999999998,0.02324,0.38229
186,19175,177.1745875719055,1.2261933085759669,0.35156570000000004,G12_Y2_015_006,5,177.17458,1.2262,-9.999989999999999
187,19221,220.86120767174702,0.011302772572489442,0.29751644,G15_Y1_HS1_235,5,220.86117000000002,0.0113,0.29695
188,19375,139.2298862181946,1.0203636916182437,0.36013590000000006,133079336394686464,1,139.22988999999998,1.0204,0.36046999999999996
189,19613,174.29453102724068,-1.6122564580586431,0.26935086,92266920761360384,1,174.29455,-1.61229,0.26932
190,19635,218.79727611419014,-0.2933451955926175,0.22054803,86634710050013184,1,218.7973,-0.29336,0.22059
191,19758,216.9648854640548,0.4849581636334962,0.38187295,86071546002538496,1,216.96488,0.48498,0.38193
192,19823,131.03427285462493,-0.5886994883479963,-1.0,G09_Y1_BS1_121,5,131.03425,-0.5887100000000001,0.42166000000000003
193,19834,131.2043122636237,1.000617870702636,0.29485324,G09_Y2_017_036,5,131.20433,1.00061,0.29505
194,19950,135.42637314399315,1.3528384142045051,0.31361628,132234730992041984,1,135.42636000000002,1.35283,0.31346999999999997
195,20033,182.2173635342049,1.0166394604532694,-1.0,G12_Y1_FX1_143,5,182.21733,1.0166600000000001,0.30006
196,20101,223.00349407683632,1.11567456372412,0.37602177,87197673119023104,1,223.00351,1.11565,0.3761
197,20232,220.38611539125267,-0.8995235031989557,-1.0,2SLJ144132.67-005358.3_1,4,220.38612,-0.8995200000000001,0.5376
198,20646,219.6182142206052,-1.2090169364635748,0.32543340000000004,G15_Y2_005_374,5,219.61821,-1.20904,0.32495999999999997
199,20669,131.11334199282868,-0.18312002340169675,-1.0,G09_Y1_BS1_395,5,131.11328999999998,-0.18312,0.36619
200,20798,133.43054728655846,2.3992787301887346,0.19670159,159257667557130240,1,133.43053999999998,2.39927,0.19672
201,20814,176.02644033417027,-1.7902293453426206,0.2648521,G12_Y1_BS1_102,5,176.02642,-1.79024,0.26537
202,20910,185.0078879423081,-1.1897928951250143,0.3271875,81288132003102720,1,185.00789,-1.18976,0.32723
203,21041,212.00879854731025,1.593889295416271,0.30950302,149967996566110208,1,212.00882000000001,1.5938700000000001,0.30955
204,21066,182.82916378464162,0.6267366657757056,0.36340633,G12_Y1_GN1_323,5,182.82913,0.62674,0.36407
205,21087,217.05706881808132,-1.4888542565659952,-1.0,G15_Y2_003_192,5,217.05707999999998,-1.48886,0.41368
206,21170,132.64996352662303,-0.5704823572216082,0.29543126,G09_Y1_CS2_084,5,132.65,-0.57048,0.29517
207,21302,219.93843850724483,-0.12523450328383026,0.30252507,86634709416673280,1,219.93841,-0.12525999999999998,0.3026
208,21537,178.57003344163658,-0.12288902457671212,0.24905993,G12_Y1_ND3_185,5,178.57,-0.12289000000000001,0.24934
209,21550,177.08714740797905,-1.6000966367318623,0.33354655,92828848348987392,1,177.08713,-1.6001,0.3335
210,21568,131.33400575652436,-0.915653786642494,-1.0,G09_Y1_BS2_058,5,131.334,-0.91565,0.40262
211,21908,181.9729583390142,-1.915383466729276,0.32325253,93674608586129408,1,181.97292,-1.91536,0.32319000000000003
212,22013,177.47804000071974,0.2420286530750396,0.44784167,80160781454278656,1,177.47805,0.24209,0.44793999999999995
213,22054,135.76489352063058,0.6006274018899905,0.29927600000000004,132516274239438848,1,135.7649,0.60063,0.29925999999999997
214,22108,179.9572741041433,1.0794390317178508,0.20041995,80442261459959808,1,179.95726000000002,1.07946,0.20046
215,22120,136.0376098029865,-0.3463914388239396,0.29944885,G09_Y1_FS2_161,5,136.03758,-0.34642,0.29972
216,22161,215.1510150943353,0.8831243574498355,0.33026484,85790054068256768,1,215.15097999999998,0.8831399999999999,0.33054
217,22567,137.78520106966016,-0.731014831012167,0.3203969,G09_Y1_GS1_087,5,137.78517,-0.73101,0.32033
218,23166,139.82616869809777,0.7445042165393508,0.42552349999999994,133079336663121920,1,139.82617,0.74448,0.42568999999999996
219,23232,180.1294511973231,0.3241921881046862,0.24698581,80442261413822464,1,180.12945,0.32421,0.24691999999999997
220,23300,222.93770337815326,-0.8158743376466382,0.36769885,87197672808644608,1,222.93771,-0.81587,0.36761
221,23585,215.10240930357247,1.886067975797134,0.3287473,150530963955253248,1,215.10238999999999,1.8860700000000001,0.32879
222,23965,216.6390306775563,-0.10899367227470744,0.28290844,G15_Y1_DS1_380,5,216.63907999999998,-0.109,0.28274
223,23984,212.99496104178638,-0.9060555660980404,0.35227153,85508603934408704,1,212.99495,-0.90607,0.35229
224,24049,185.76966356418282,-1.3958089662684916,0.31815162,93955852402163712,1,185.76966000000002,-1.39585,0.31806999999999996
225,24124,185.2811696392477,0.2452520612006925,0.40609878,81569565120659456,1,185.28118999999998,0.24525,0.40625
226,24214,130.367011820255,1.810803279681491,0.38155398,G09_Y2_017_254,5,130.36700000000002,1.8108,0.38083
227,24553,183.64344518942985,0.79107928126288,0.25102866,81006757802934272,1,183.64346,0.7910699999999999,0.25103000000000003
228,24896,219.5890029612385,0.8855639542442566,0.27988997,86634710628827136,1,219.58900000000003,0.8855700000000001,0.27987
229,24930,215.2999358134187,-1.645552068107324,0.27855749999999996,258337612262014976,1,215.29995,-1.64555,0.27853
230,25263,183.31583406165242,-0.24745734222530366,0.28839508,81006756129406976,1,183.31586000000001,-0.24747,0.2884
231,25336,215.6523545999913,0.34944522861222643,0.5173449000000001,G15_Y2_007_138,5,215.65229,0.34944000000000003,0.04231
232,25533,217.09733567654945,-1.8083330868547516,0.28031695,G15_Y2_021_130,5,217.09732999999997,-1.80833,0.28036
233,25561,216.77754099424232,0.7207810268132558,0.29512417,86353123592896512,1,216.7775,0.7207899999999999,0.29525
234,25761,132.54287340439603,0.9427399126734372,-1.0,G09_Y1_CN2_045,5,132.54287,0.94273,0.29325999999999997
235,26028,175.15940317003293,1.7593418930093665,-1.0,G12_Y1_AX2_352,5,175.15941999999998,1.7593400000000001,0.3842
236,26154,222.60059283998834,1.0656042035966595,0.42180017,G15_Y1_IN2_170,5,222.60057999999998,1.06559,0.4215
237,26215,176.17396248070304,0.7376545382918742,0.329683,79880582875578368,1,176.17394,0.73769,0.32971
