,MEM_MATCH_ID,RA_1,DEC_1,BCG_SPEC_Z,SPECID,SURVEY_CODE,RA_2,DEC_2,Z_2
238,26324,220.0842833583809,-1.7360633377163517,-1.0,G15_Y2_023_165,5,220.08428999999998,-1.73606,0.38789
239,26330,138.4628422053468,-0.9889561626822192,-1.0,G09_Y1_HS1_140,5,138.46278999999998,-0.98895,0.2812
240,26566,129.9090078416144,1.7743596783560134,0.38862702,G09_Y1_AN2_336,5,129.909,1.77436,0.38764
241,26777,219.0874512605972,1.3666041130135609,0.32836387,151094029822459904,1,219.08744,1.36661,0.32843
242,27228,140.9498431170041,-0.8855459164838654,0.35810646,133642478128463872,1,140.94988999999998,-0.88554,0.35811
243,27542,180.45542791487134,-0.5094307004173407,0.32820377,80725178463551488,1,180.45543,-0.50945,0.32832
244,27590,213.09930747968403,0.6397103851797612,0.26172385,85508604257370112,1,213.0993,0.63969,0.26175
245,27773,218.02360803446288,1.1150767153285381,0.33563808,86353124016521216,1,218.02361000000002,1.1151,0.33597
246,27991,184.16820624813263,1.7016243200522476,0.24185409,146028587823136768,1,184.1682,1.70164,0.24191
247,28024,137.64011189316216,0.8503350079596242,0.3664318,132797725946150912,1,137.64006,0.85034,0.36673
248,28056,221.54328497660583,0.046518099253295635,0.34402007,86916181381873664,1,221.54331000000002,0.0465,0.34392
249,28082,174.68315250647572,-1.9078156277235032,0.3472354,92266920853635072,1,174.68313999999998,-1.90785,0.3472
250,28129,215.24446645556827,0.22879658384289026,0.2771194,85790053883707392,1,215.2445,0.22878,0.27726999999999996
251,28200,140.4077575249994,-0.9823130739701328,-1.0,G09_Y1_IS1_094,5,140.40775,-0.9823200000000001,0.32176
252,28725,179.59021114269294,-0.028476613249814514,0.25845858,80442261074083840,1,179.59018999999998,-0.028460000000000003,0.25849
253,28868,220.5486534576489,-0.1725489108314085,0.34643927,86634709081128960,1,220.54856,-0.17255,0.34654
254,28904,140.3941829014035,1.973241573461248,0.28361994,133360699664498688,1,140.39418999999998,1.97324,0.28371999999999997
255,29207,221.1744829166154,1.2647223112524753,0.32367253,151375517541466112,1,221.1745,1.26474,0.32381
256,29265,137.54810212525325,1.651042679061381,0.28419903,132797726411718656,1,137.54813000000001,1.65105,0.28411
257,29608,175.36696201172245,-0.2917488600183437,0.35013404,79880581747310592,1,175.36697,-0.29177,0.3502
258,30391,135.85653142906844,1.2041197781198505,0.31119004,G09_Y1_FN1_197,5,135.8565,1.20413,0.31182
259,32367,179.52517783949054,-1.7195095011771218,0.27347222,93111672314527744,1,179.52518999999998,-1.7195200000000002,0.27343
260,32413,130.7094995480539,1.8606876776808936,0.45181504,158976188319006720,1,130.7095,1.8606900000000002,0.45198999999999995
261,32462,220.22004157183915,1.3136115223826068,-1.0,G15_Y1_GN1_376,5,220.22003999999998,1.31361,0.28007
262,32816,223.49528197012611,-0.25320992376054297,-1.0,G15_Y1_IS1_394,5,223.49525,-0.25322,0.22993000000000002
263,32999,134.304431486542,1.560654260667529,0.31948805,131953252009771008,1,134.30444,1.56066,0.31943
264,33039,218.84066627594902,1.0889417245374668,0.4897433,150812446548819968,1,218.84069,1.08893,0.49057
265,33254,214.46598034294843,1.3058644759170153,0.44744363,150530964232077312,1,214.46599999999998,1.30589,0.44743999999999995
266,33439,185.4567993753574,-1.6176363875126645,-1.0,G12_Y1_IS1_061,5,185.45678999999998,-1.61764,0.25774
267,33893,131.50324308072436,-0.8956401076341968,-1.0,G09_Y1_BS2_046,5,131.50325,-0.89564,0.28043
268,33964,222.15772253020282,-1.904401367722196,0.38022193,G15_Y3_024_139,5,222.15775,-1.9044,-9.999989999999999
269,34059,221.06809470193912,-0.9999831895444824,-1.0,G15_Y2_008_276,5,221.06807999999998,-1.00001,0.37416
270,34389,137.013794285373,2.0122498939300706,0.46825212,132797727976194048,1,137.01383,2.0122400000000003,0.46835
271,34480,174.39035758633324,0.1718308557306656,0.34761718,79597694871404544,1,174.39036000000002,0.17184000000000002,0.34754
272,35065,139.11789490794322,1.1279435584325503,0.35779992,G09_Y1_HN1_019,5,139.11783,1.12796,0.35851
273,35356,132.0423310023906,1.6472493913383437,0.35071322,131671729645813760,1,132.04232,1.64725,0.35059
274,35360,219.22302261441132,-0.24956229474262356,0.33643812,86634709722857472,1,219.22302000000002,-0.24957,0.3364
275,35392,182.84163391919915,1.9507043044883337,0.38405678,146028588720717824,1,182.84161,1.9507,0.3843
276,35753,217.1890404307661,1.1648754134617816,0.31930208,86071546665238528,1,217.18905,1.16488,0.31938
277,36194,219.03735974475856,-1.3294618694383633,-1.0,G15_Y3_009_077,5,219.03737,-1.32946,7e-05
278,36222,139.04579910692152,2.670229309539081,0.42039767,159820732992323584,1,139.04582,2.67023,0.42045
279,36653,184.30649916986457,-0.384628248896005,0.37117812,81288132598693888,1,184.3065,-0.38459,0.37116
280,36801,138.808168766899,2.7104501788295554,0.3093509,159820733269147648,1,138.80817,2.71045,0.30945
281,37145,129.7477808468161,2.483205893163066,0.3586098,G09_Y1_AX1_084,5,129.74778999999998,2.4832099999999997,0.35908
282,37756,221.8828110612245,1.5719986246573552,-1.0,G15_Y1_HN1_355,5,221.88279,1.57199,0.35923
283,37916,219.17088407687152,0.7036429495842376,0.38235027,86634710305865728,1,219.17091000000002,0.70365,0.38234
284,38260,129.75631098102116,-0.01948037039804381,-1.0,G09_Y1_AS2_003,5,129.75625,-0.019469999999999998,0.27
285,38901,181.82263791164277,0.09210622736264798,0.3963328,G12_Y1_FN1_020,5,181.82258000000002,0.09211,0.39621999999999996
286,39053,130.4902751967578,1.3935552619387228,0.41184977,131671728672735232,1,130.49027,1.3935600000000001,0.41201000000000004
287,39114,130.46424445125285,1.7867478646131791,0.38677654,G09_Y1_BN2_258,5,130.46421,1.7867400000000002,0.38726
288,39925,182.01721936821303,-1.4984921503444917,-1.0,G12_Y1_GS1_178,5,182.01717,-1.4984899999999999,0.31525
289,40753,185.34642757399143,1.8040324234582203,0.40940985,146310067677822976,1,185.34642,1.80404,0.40948
290,40962,129.46181768999904,1.7097375242539403,0.36082709999999996,G09_Y1_AN2_278,5,129.46178999999998,1.70974,0.36122
291,42119,223.1707492023661,-0.5712528481218904,0.31514463,87197672712175616,1,223.17075,-0.57126,0.31499
292,42203,216.03650299359074,1.9073735894165849,0.389236,150530963460325376,1,216.0365,1.9074099999999998,0.38936
293,43075,138.5972410641427,2.795760428812673,0.42500815,159820733302702080,1,138.59722,2.7957799999999997,0.42512
294,45239,222.30330240080738,0.9663988138711486,0.42330337,86916181843247104,1,222.30329,0.9663700000000001,0.42335
295,47001,217.203293435004,-0.4057724728042547,0.27918273,86071544412897280,1,217.20327999999998,-0.40576999999999996,0.27918000000000004
296,48465,223.22543327316052,-1.4289697594558015,0.31445655,259463425770389504,1,223.22544,-1.42897,0.3144
297,49318,131.4992413328187,1.4422673326230075,-1.0,G09_Y1_BN1_375,5,131.49925,1.44226,0.35131
298,50157,179.3433576045586,-1.1514973218957238,0.42731574,80442260277166080,1,179.34339,-1.15149,0.42723
299,51064,133.28593806684538,-0.4885280166787046,0.33215192,G09_Y1_DS1_151,5,133.28592,-0.48851999999999995,0.33251
300,52050,134.0942540524191,0.22374456315335156,0.37486956,G09_Y1_DS1_345,5,134.09425,0.22374000000000002,0.37523
301,52729,182.48118591223042,0.8608545475465721,0.2629539,80725179868643328,1,182.48117,0.8608899999999999,0.26291
302,54327,222.28408498164657,1.990774734594356,-1.0,G15_Y2_017_257,5,222.28408,1.9907599999999999,0.37383
303,56938,181.69917265752102,-1.9809609833665582,-1.0,G12_Y1_FS2_058,5,181.69917,-1.9809599999999998,0.31042
304,75557,129.15488888791714,1.716045457636221,0.36518195,G09_Y1_AN1_243,5,129.15488,1.7160400000000002,0.36498
305,78695,217.63952296359642,1.108040343239353,0.47889209999999993,150812447123439616,1,217.63952,1.10805,0.47908
