,MEM_MATCH_ID_2,RA_1a,DEC_1a,Z_1a,ZSPEC,SPECID_2,RA_2a,DEC_2a,Z_2a
68,33,213.7405368970737,-0.34961860937717554,0.13761522,0.13887596,85508603418509312,213.74053999999998,-0.34962,0.13885999999999998
69,33,213.73471545079082,-0.3590935115308705,0.13761522,0.13805452,85790052923211776,213.73472999999998,-0.35908,0.1381
70,33,213.73467426490052,-0.3562921669280265,0.13761522,-1.0,G15_Y1_BS1_358,213.73462,-0.3563,0.1362
71,33,213.7351345627473,-0.3655210799527751,0.13761522,0.1375933,85508603376566272,213.73515,-0.36551,0.13763
72,33,213.74956678388503,-0.3206876863668161,0.13761522,-1.0,G15_Y1_BS2_026,213.74954,-0.32066,0.30848000000000003
73,33,213.75001656394767,-0.3539145146155053,0.13761522,-1.0,G15_Y1_BS1_369,213.75,-0.35391999999999996,0.14124
74,33,213.65300901941032,-0.3125575468727887,0.13761522,-1.0,G15_Y3_016_014,213.653,-0.31256999999999996,0.14072
75,33,213.65040013183292,-0.3381184645997793,0.13761522,-1.0,G15_Y1_BS1_026,213.65037,-0.33813000000000004,0.13858
76,33,213.6923041987601,-0.2862234853990509,0.13761522,-1.0,G15_Y2_022_019,213.69228999999999,-0.28624,0.18549000000000002
77,33,213.67810347954654,-0.31532521424201043,0.13761522,0.13860819,85508603519172608,213.67812,-0.31533,0.13859000000000002
78,33,213.6612954353405,-0.2881816985208659,0.13761522,-1.0,G15_Y1_BS2_379,213.66125,-0.28819,0.14537
79,33,213.63779157544658,-0.3187395422098542,0.13761522,-1.0,G15_Y1_BS2_366,213.63775,-0.31876,0.14609
80,33,213.6240079464463,-0.20351230495500688,0.13761522,-1.0,G15_Y1_BS1_384,213.62396,-0.20352,0.13924
81,33,213.6396872423064,-0.2230684433504338,0.13761522,-1.0,G15_Y3_041_202,213.63967000000002,-0.22309,0.13874
82,33,213.63496910166072,-0.26169799898556584,0.13761522,0.13836272,85508603485618176,213.63497,-0.26172,0.13833
83,33,213.64385564351915,-0.27615526450005085,0.13761522,-1.0,G15_Y1_BS1_377,213.64382999999998,-0.27616999999999997,0.13794
84,33,213.68466213741485,-0.2293014562888634,0.13761522,0.12940706,85790052965154816,213.68467,-0.22933,0.12941
85,33,213.65887356707475,-0.2813849570790643,0.13761522,-1.0,G15_Y1_BS2_285,213.65883,-0.2814,0.1388
86,33,213.6927824983733,-0.25147774133129674,0.13761522,-1.0,G15_Y1_BS2_371,213.69275,-0.2515,0.14525
87,33,213.6532266401347,-0.2537505287335762,0.13761522,-1.0,G15_Y3_016_008,213.65321,-0.25379,0.14084000000000002
88,33,213.46537248262,-0.4466030052024938,0.13761522,-1.0,G15_Y1_BS2_179,213.46533,-0.4466,0.13545
89,33,213.45535298336662,-0.42338574594306977,0.13761522,-1.0,G15_Y2_022_086,213.45532999999998,-0.42338000000000003,0.13796
90,33,213.7461094287371,-0.40396094438016733,0.13761522,0.13851735,85790052935794688,213.74613,-0.40395,0.13856
91,33,213.75773630860112,-0.4683836302709706,0.13761522,0.14520334,85790052973543424,213.75765,-0.46839,0.14520999999999998
92,33,213.75085590929092,-0.4261430161728267,0.13761522,-1.0,G15_Y1_BS2_008,213.75082999999998,-0.42613999999999996,0.13993
93,33,213.7577957315564,-0.4245755032552129,0.13761522,0.14028484,2dF327574,213.75782,-0.42456000000000005,0.14068
94,33,213.75403423656002,-0.4235277947899673,0.13761522,-1.0,G15_Y1_BS1_040,213.75404,-0.42353,0.14037
95,33,213.7745327693092,-0.4280099240399261,0.13761522,0.14645429999999998,85508603275902976,213.77451000000002,-0.42801999999999996,0.14647000000000002
96,33,213.6580126434044,-0.4300686448243983,0.13761522,-1.0,G15_Y3_016_051,213.658,-0.43006000000000005,0.13673
97,33,213.67519687697032,-0.4338353180915878,0.13761522,0.13804606,85508603510784000,213.67517999999998,-0.43387,0.13804
98,33,213.66782447224497,-0.4613118697235945,0.13761522,-1.0,G15_Y1_BS1_059,213.66782999999998,-0.46131000000000005,0.14590999999999998
99,33,213.65891978186383,-0.3838037954878207,0.13761522,-1.0,G15_Y2_022_036,213.65892000000002,-0.38382,0.13869
100,33,213.6739474774586,-0.3846116280183845,0.13761522,-1.0,G15_Y1_BS1_076,213.67392,-0.38463,0.14529
101,33,213.68530204933467,-0.4071867395609796,0.13761522,-1.0,G15_Y1_BS2_394,213.68528999999998,-0.40721,0.13915
102,33,213.69504291009616,-0.4781513758714721,0.13761522,0.1411063,85508603494006784,213.69501,-0.47817,0.14119
103,33,213.71713527881974,-0.5128177806533335,0.13761522,-1.0,G15_Y1_BS2_075,213.71707999999998,-0.51281,0.13738
104,33,213.74345114890244,-0.4886084479950349,0.13761522,-1.0,G15_Y3_035_295,213.74342000000001,-0.48861000000000004,0.14110999999999999
105,33,213.67453110705344,-0.4647388975949885,0.13761522,0.14353201,85790052927406080,213.67451,-0.46476000000000006,0.14353
106,33,213.71578604864882,-0.443535261301189,0.13761522,-1.0,G15_Y1_BS2_077,213.71575,-0.44354,0.13897
107,33,213.70390579506855,-0.4623832566983008,0.13761522,-1.0,G15_Y3_016_047,213.70387000000002,-0.46238999999999997,-9.999989999999999
108,33,213.7162988336666,-0.4193332248131028,0.13761522,-1.0,G15_Y1_BS1_039,213.71629,-0.41934,0.1352
109,33,213.74015277827812,-0.4090213678628343,0.13761522,0.14626072,85508603384954880,213.74017,-0.40901,0.14624
110,33,213.72033705718945,-0.4047602042317217,0.13761522,-1.0,G15_Y1_BS1_022,213.72028999999998,-0.40476999999999996,0.13785999999999998
111,33,213.73218686166783,-0.4448907157227531,0.13761522,-1.0,G15_Y3_035_292,213.73221,-0.44488999999999995,0.14701
112,33,213.48306346783264,-0.3891901500031882,0.13761522,0.14005503,85508603607252992,213.48306000000002,-0.3892,0.14015
113,33,213.4903173865076,-0.3817135659588192,0.13761522,-1.0,G15_Y1_BS1_190,213.49029,-0.38171,0.13682
114,33,213.46908336322502,-0.3966892990820399,0.13761522,-1.0,G15_Y1_BS1_205,213.46908,-0.39668000000000003,0.13931
115,33,213.53140070465463,-0.3963506897770097,0.13761522,0.13979726,85508603632418816,213.53139,-0.39636,0.13984000000000002
116,33,213.4726526279644,-0.4086587251138393,0.13761522,-1.0,G15_Y1_BS2_192,213.47262,-0.40865,0.13622
117,33,213.49259927709102,-0.3955887321764204,0.13761522,-1.0,G15_Y1_BS1_089,213.49257999999998,-0.39558000000000004,0.13581
118,33,213.50151634850437,-0.4808307782630968,0.13761522,-1.0,G15_Y2_022_078,213.5015,-0.48083000000000004,0.26078
119,33,213.5126346771566,-0.5218348975682938,0.13761522,-1.0,G15_Y1_BS2_170,213.51262999999997,-0.52184,0.13755
120,33,213.5314918600853,-0.522545759568266,0.13761522,-1.0,G15_Y3_016_074,213.5315,-0.52255,0.13779
121,33,213.58113361096298,-0.39770947716525695,0.13761522,-1.0,G15_Y3_016_076,213.58112000000003,-0.39771999999999996,0.13715
122,33,213.60549681723202,-0.3871146389185425,0.13761522,-1.0,G15_Y1_BS1_109,213.6055,-0.38711999999999996,0.13946
123,33,213.60167637075887,-0.38427140817058253,0.13761522,0.13730693,85790053090983936,213.60169,-0.38428,0.13734000000000002
124,33,213.6001586505727,-0.3813506287003581,0.13761522,-1.0,G15_Y2_022_047,213.60017000000002,-0.38136,0.14231
125,33,213.59536542620458,-0.37996568852324797,0.13761522,-1.0,G15_Y1_BS2_203,213.59533,-0.37999,0.13613
126,33,213.62551018998283,-0.3976138924468872,0.13761522,-1.0,G15_Y1_BS2_073,213.6255,-0.39762,0.13551
127,33,213.56560253126042,-0.3873986014743711,0.13761522,-1.0,G15_Y1_BS2_204,213.56557999999998,-0.38742,0.28765999999999997
128,33,213.63132920607484,-0.39194505485817066,0.13761522,-1.0,G15_Y3_041_189,213.63133,-0.39195,0.13674
129,33,213.57598888948402,-0.45817003899509007,0.13761522,-1.0,G15_Y3_016_070,213.576,-0.45816999999999997,0.10394
130,33,213.58365563431403,-0.4456653849458211,0.13761522,0.18470702,85790053103566848,213.58365,-0.44568,0.18453
131,33,213.57677970224853,-0.44555588266397694,0.13761522,-1.0,G15_Y1_BS1_097,213.57675,-0.44555,0.13865
132,33,213.548848685616,-0.4122143648385153,0.13761522,-1.0,G15_Y1_BS2_219,213.54882999999998,-0.41221,0.14151
133,33,213.55522885880333,-0.40337464177985655,0.13761522,-1.0,G15_Y1_BS1_092,213.55521000000002,-0.40339,0.18874000000000002
134,33,213.55436219209983,-0.4330620453339442,0.13761522,-1.0,G15_Y3_016_072,213.55437,-0.43306000000000006,0.12095999999999998
135,33,213.63433547016785,-0.4138257866595448,0.13761522,0.13785368,85508603460452352,213.63435,-0.41383000000000003,0.13784000000000002
136,33,213.64087086043952,-0.3942045765236874,0.13761522,-1.0,G15_Y1_BS2_003,213.64083,-0.39421,0.13602
137,33,213.63032594659856,-0.3989727851351829,0.13761522,-1.0,G15_Y1_BS1_374,213.63029,-0.39898,0.13889
138,33,213.63349101787793,-0.3956297257599679,0.13761522,-1.0,G15_Y2_022_044,213.6335,-0.39564,0.136
139,33,213.643400929454,-0.4098757574236917,0.13761522,-1.0,G15_Y1_BS1_057,213.64337,-0.40988,0.13551
140,33,213.63784182251786,-0.4457433045324548,0.13761522,-1.0,G15_Y3_035_286,213.63782999999998,-0.44573999999999997,0.13953
141,33,213.6543372494197,-0.4406310339196512,0.13761522,-1.0,G15_Y1_BS1_152,213.65433,-0.44061999999999996,0.13827
142,33,213.64782810437762,-0.5125583062554899,0.13761522,-1.0,G15_Y1_BS1_077,213.64782999999997,-0.51255,0.1375
143,33,213.6394284650445,-0.5179342565796669,0.13761522,-1.0,G15_Y1_BS2_182,213.63942000000003,-0.51793,0.13754
144,33,213.60874869642063,-0.5284065044972369,0.13761522,-1.0,G15_Y2_022_064,213.60875,-0.52841,0.13848
145,33,213.61044073299183,-0.5066785553235855,0.13761522,-1.0,G15_Y3_016_069,213.61046000000002,-0.50668,0.13946
146,99,139.09571850306304,-0.4350373093732692,0.33240458,-1.0,G09_Y1_HS1_071,139.09566999999998,-0.43504,0.32411999999999996
147,99,139.0717101171351,-0.391107692887268,0.33240458,-1.0,G09_Y1_HS2_108,139.07171,-0.39111,0.31739
148,99,139.07268326107408,-0.3863509983594773,0.33240458,0.319979,G09_Y1_HS1_028,139.07267,-0.38635,0.31926
149,99,139.07315528677307,-0.4015762682731477,0.33240458,0.31796968,133079334641467392,139.07315,-0.40155,0.31808000000000003
150,99,139.07359743784133,-0.4003322683183221,0.33240458,-1.0,G09_Y1_HS1_077,139.07358,-0.40032,0.32114000000000004
151,99,139.03846885174022,-0.404521043388946,0.33240458,0.32929137,133079334662438912,139.03846000000001,-0.40449,0.32934
152,99,139.02386181548854,-0.3938924659967805,0.33240458,-1.0,G09_Y1_HS1_110,139.02387,-0.39388,0.32086
153,99,139.0254757693662,-0.4179967927170542,0.33240458,-1.0,G09_Y1_HS2_169,139.02546,-0.41799,0.32249
154,99,139.05663918523172,-0.428197819101053,0.33240458,-1.0,G09_Y1_HS2_114,139.05658,-0.4282,0.25926
155,99,139.06233392749846,-0.4253462331475219,0.33240458,-1.0,G09_Y1_HS1_084,139.06229,-0.42535,0.32215
156,99,139.0376462764517,-0.3740089612756489,0.33240458,0.32967502,133079334666633216,139.03763999999998,-0.37398000000000003,0.32976
157,99,139.0526595789912,-0.3512838595584432,0.33240458,0.29108379999999995,G09_Y1_HS2_119,139.05267,-0.35128000000000004,0.29128000000000004
158,329,132.60655245285463,0.3147051725559433,0.20032726,-1.0,G09_Y1_CS2_318,132.60654,0.3147,0.18924000000000002
159,329,132.6119257512668,0.2924776222308931,0.20032726,-1.0,G09_Y2_023_139,132.61192,0.29247,0.19809000000000002
160,329,132.6240199354477,0.3217684822757724,0.20032726,-1.0,G09_Y1_CS1_329,132.624,0.32176,0.19555999999999998
161,329,132.62427566048882,0.3018923914048409,0.20032726,-1.0,G09_Y1_CS1_335,132.62425,0.30189,0.19582
162,329,132.63154297884242,0.30097312088647193,0.20032726,-1.0,G09_Y1_CS2_321,132.63154,0.30096999999999996,0.19568
163,329,132.61572540049485,0.2504435066421876,0.20032726,-1.0,G09_Y1_CS2_327,132.61571,0.25043000000000004,0.19608
164,329,132.59971858822274,0.2601200744886376,0.20032726,0.19607635,131671727653519360,132.59973,0.26013000000000003,0.19608
165,329,132.59861337595515,0.2630924208636767,0.20032726,-1.0,G09_Y1_CS1_338,132.59858,0.26309,0.19783
166,329,132.59673362915436,0.22874326860535216,0.20032726,-1.0,G09_Y1_CS1_334,132.59671,0.22874,0.19993
167,329,132.597940823289,0.2358722286150495,0.20032726,-1.0,G09_Y1_CS2_317,132.59792,0.23586999999999997,0.19837
168,329,132.60485292872286,0.2472674109000074,0.20032726,-1.0,G09_Y3_001_122,132.60488,0.24727,0.20077
169,329,132.64335908418832,0.19518691612414965,0.20032726,-1.0,G09_Y1_CS1_340,132.64337,0.19518,0.19016
170,329,132.6104949393238,0.2776125798550029,0.20032726,-1.0,G09_Y3_001_126,132.6105,0.27760999999999997,0.2
171,329,132.62465485664387,0.2524331583988842,0.20032726,0.19699635,131671727703851008,132.62467,0.25245,0.19707
172,329,132.62829895852354,0.2586823076393882,0.20032726,-1.0,G09_Y1_CS1_332,132.62829,0.25868,0.19977
173,329,132.64180584449838,0.2330106708661079,0.20032726,-1.0,G09_Y1_CS2_322,132.64179,0.23301,0.19567
174,329,132.64897043136511,0.2842108176787697,0.20032726,-1.0,G09_Y1_CS2_320,132.64896000000002,0.28421,0.19472
175,329,132.66514271834993,0.19647325172510768,0.20032726,-1.0,G09_Y1_CS2_323,132.66513,0.19646,0.19455
176,329,132.677559366016,0.17750566599313827,0.20032726,0.19507138,131671727498330112,132.67756,0.1775,0.19503
177,329,132.67934396181352,0.15331731241090074,0.20032726,-1.0,G09_Y1_CS2_340,132.67933,0.15331,0.19430999999999998
178,329,132.5744634144038,0.3648596075991421,0.20032726,-1.0,G09_Y1_CS1_324,132.57442,0.36485,0.19317
179,329,132.58899993018696,0.3121326925764728,0.20032726,-1.0,G09_Y2_005_049,132.589,0.31213,0.18815
180,329,132.58948637324158,0.3103404690353258,0.20032726,-1.0,G09_Y2_007_255,132.5895,0.31034,0.18905999999999998
181,329,132.5895712749762,0.308188135054556,0.20032726,-1.0,G09_Y1_CS1_333,132.58954,0.30818,0.19132000000000002
182,329,132.58689564161068,0.3049429870791591,0.20032726,-1.0,G09_Y2_023_142,132.58688,0.30494,0.18984
183,329,132.58963931381814,0.3300190087194527,0.20032726,-1.0,G09_Y1_CS1_322,132.58963,0.33002,0.19892
184,329,132.58993625655324,0.3509917834431654,0.20032726,-1.0,G09_Y3_001_129,132.58992,0.35099,0.19739
185,329,132.59319985840557,0.3208109363286453,0.20032726,-1.0,G09_Y1_CS2_315,132.59317,0.32081,0.19137
186,329,132.60331181474214,0.339117695758894,0.20032726,-1.0,G09_Y1_CS1_326,132.60329,0.33910999999999997,0.18914
187,329,132.58583548371678,0.2845388772110614,0.20032726,-1.0,G09_Y1_CS1_331,132.58579,0.28453,0.18992
188,329,132.59450496535746,0.27206479767928565,0.20032726,-1.0,G09_Y1_CS1_327,132.59446,0.27205999999999997,0.19772
189,329,132.56025757175794,0.2954696092512857,0.20032726,-1.0,G09_Y1_CS1_325,132.56021,0.29546999999999995,0.18792
190,329,132.55756452479312,0.29353299995632104,0.20032726,-1.0,G09_Y1_CS2_313,132.55754,0.29353,0.19562000000000002
191,329,132.5643648822396,0.3183437748011081,0.20032726,-1.0,G09_Y3_001_130,132.56433,0.31834,0.19197
192,329,132.57159946511035,0.2977625363888827,0.20032726,-1.0,G09_Y3_001_123,132.57158,0.29775999999999997,0.19171
193,329,132.58586142771117,0.2927299838469293,0.20032726,-1.0,G09_Y1_CS2_308,132.58583000000002,0.29273000000000005,0.19627
194,329,132.55488746733448,0.2253642333514487,0.20032726,-1.0,G09_Y1_CS1_320,132.55483,0.22536,0.21748
195,329,132.56215720067772,0.21123356909982788,0.20032726,-1.0,G09_Y1_CS2_310,132.56213,0.21123000000000003,0.19224000000000002
196,329,132.67668280348394,0.34804054511412746,0.20032726,0.19178826,131671727485747200,132.67672,0.34807,0.19186
197,329,132.67241006021368,0.3406399072941161,0.20032726,-1.0,G09_Y2_023_138,132.67242,0.34064,0.19672
198,378,220.13075203291962,-1.625660905010324,0.33355029999999997,0.32401034,G15_Y2_005_013,220.13075,-1.62566,0.32439
199,378,220.10020108474015,-1.6741906591166338,0.33355029999999997,-1.0,G15_Y2_002_181,220.10021,-1.67419,0.33032
200,378,220.10148096044136,-1.6463006262193762,0.33355029999999997,-1.0,G15_Y2_006_007,220.1015,-1.6463,0.32583
201,378,220.15957974793724,-1.60113225981637,0.33355029999999997,-1.0,G15_Y2_023_177,220.15957999999998,-1.60114,0.32218
202,378,220.13341330676081,-1.62418757631147,0.33355029999999997,0.32227212,259182083589537792,220.13341,-1.62418,0.32229
203,378,220.13751091323127,-1.5961995718717374,0.33355029999999997,-1.0,G15_Y2_005_011,220.1375,-1.5962,0.31393000000000004
204,378,220.1457139191915,-1.6187934317473414,0.33355029999999997,-1.0,G15_Y2_006_003,220.14571,-1.61879,0.31837
205,378,220.12129624224315,-1.6888301839130369,0.33355029999999997,0.32413223,G15_Y2_006_012,220.12129,-1.6888299999999998,0.32394
206,378,220.1985282352087,-1.6244790382123795,0.33355029999999997,-1.0,G15_Y2_023_158,220.19853999999998,-1.62448,0.20515
207,378,220.2040931317673,-1.5932291100021203,0.33355029999999997,-1.0,G15_Y2_002_184,220.20407999999998,-1.59323,0.20506999999999997
208,378,220.20611825908082,-1.5841102574783767,0.33355029999999997,-1.0,G15_Y2_023_187,220.20612000000003,-1.5841100000000001,0.32339
209,378,220.15962398525625,-1.6273001647676102,0.33355029999999997,0.32137403,G15_Y2_002_183,220.15962000000002,-1.6273,0.32065
210,378,220.0516769420575,-1.6000531628917931,0.33355029999999997,0.31988382,G15_Y2_023_188,220.05167000000003,-1.60005,0.31904
211,482,180.9731145995764,1.80032036474422,0.24147378,-1.0,G12_Y3_018_277,180.97313,1.8003200000000001,0.24044000000000001
212,482,180.97720332379347,1.8183728575321432,0.24147378,0.24065562,145746005457895424,180.97718999999998,1.8183900000000002,0.24067
213,482,180.9765151543816,1.816008567879731,0.24147378,-1.0,G12_Y3_003_275,180.9765,1.8159999999999998,0.23535999999999999
214,482,180.97275918229118,1.7834583508627997,0.24147378,0.23674636,G12_Y1_EX2_254,180.97275,1.7834599999999998,0.23706999999999998
215,482,180.97567076636486,1.7808504681424466,0.24147378,-1.0,G12_Y3_032_305,180.97567,1.78085,0.23753000000000002
216,482,180.9756533522944,1.7840706405110658,0.24147378,-1.0,G12_Y3_003_273,180.97567,1.78407,0.23579
217,482,180.98304874664646,1.7751772373326868,0.24147378,-1.0,G12_Y3_018_280,180.98304,1.77518,0.23820999999999998
