objID,distance,ra,dec,u,g,r,i,z
587731186738724935,2.51726307E-4,355.28579369,0.31534765,22.530859,20.34527,18.857567,18.322096,17.872252
587731186738724936,0.16059851,355.2849792,0.31279931,24.575657,21.248337,19.60955,19.06019,18.721062
587731186738724937,0.20570867,355.2831996,0.31758414,22.017742,20.829824,19.906805,19.487301,19.099495
587731186738725452,0.35483587,355.28024315,0.31331882,26.025717,21.842489,20.382027,19.759218,19.257326
587731186738725449,0.46403068,355.27844136,0.31773376,22.85214,21.941761,21.455856,21.167099,21.252132
587731186738725060,0.47939919,355.28066475,0.30922444,21.636087,20.505371,19.461483,18.676725,17.874233
587731186738725057,0.50785583,355.28189202,0.3078384,23.110596,21.74577,20.069782,19.500416,19.15617
587731186738725056,0.55823692,355.27875468,0.30926873,18.811253,17.634846,16.575228,16.121628,15.598346
587731186738725154,0.59917293,355.28651848,0.30538723,24.734655,21.170622,19.561827,18.947643,18.645235
587731186738725498,0.61219492,355.29587146,0.31697235,21.703741,21.502523,22.331392,22.049397,22.036442
587731186738725156,0.63005858,355.2848014,0.30489423,24.198536,21.768408,20.424805,19.900457,19.376596
587731186738725155,0.66814781,355.28650101,0.304234,25.663673,21.58704,20.063654,19.435791,18.888575
587731186738725063,0.71737935,355.27556827,0.30915815,20.567816,21.388739,19.649633,19.274481,23.917385
587731186738725062,0.78988401,355.27608793,0.30645759,24.584156,21.197102,21.523243,20.524378,21.537243
587731186738725078,0.85992773,355.29471718,0.3265663,20.687088,19.719667,19.176582,18.856827,18.59623
587731186738725160,0.88338768,355.30020634,0.31231832,22.61582,21.167612,19.511274,18.946102,18.424591
587731186738725143,1.03707022,355.27255568,0.30423914,22.246904,20.557428,18.935232,18.348108,17.94129
587731186738725390,1.08042172,355.26798562,0.31799039,22.524887,21.792097,20.554214,20.081547,19.821314
587731186738725438,1.15182009,355.2770241,0.29827308,22.058462,21.834585,21.664167,21.546701,20.790268
587731186738725187,1.1942504,355.29887537,0.30034208,23.415489,21.600033,20.137741,19.668354,19.355663
587731186738725140,1.20997398,355.2663277,0.32059996,24.812185,21.083212,19.704163,19.190468,18.902468
587731186738725514,1.28510797,355.2996919,0.33164848,22.198069,21.704111,20.798405,20.306131,20.467697
587731186738725158,1.34641604,355.29156545,0.33703426,23.106649,20.988665,19.980904,19.544601,19.207947
587731186738725515,1.50964474,355.30004399,0.2946082,22.69656,21.192024,20.119595,19.696608,18.838335
587731186738725389,1.60855819,355.26655721,0.29667803,23.191027,21.696478,21.327221,21.331385,20.789379
587731186738725044,1.68664079,355.25780952,0.31796912,20.022753,18.009703,17.010109,16.563494,16.163033
587731186738725138,1.77810007,355.25979074,0.30113942,22.577028,21.028309,19.478996,18.90769,18.534142
587731186738725372,1.78039731,355.26156703,0.33247559,22.908583,21.977556,20.649601,20.294544,20.019606
587731186738725495,1.79640355,355.29436132,0.28665827,24.898733,21.738214,20.378948,19.715342,19.208239
587731186738725494,1.79943158,355.29561434,0.2870091,25.320358,21.804882,20.519922,20.036831,19.629013
587731186738725165,1.91147093,355.31632435,0.30623232,22.831287,20.580826,19.038988,18.430107,18.078562
587731186738725341,1.95496641,355.25332968,0.31807995,23.195818,21.2332,19.918602,19.442249,18.9139
587731186738725340,1.987937,355.25267625,0.31619391,22.683138,21.684978,21.139353,20.701368,20.75642
587731186738725194,2.00104463,355.25592281,0.30052275,21.747942,21.479548,20.737999,20.373339,20.02589
587731186738725337,2.19894718,355.25188515,0.30145135,23.302097,21.872448,20.543812,20.057682,19.552803
587731186738725368,2.29416978,355.26024108,0.28690672,22.498812,21.921936,21.244427,21.03216,21.228651
587731186738725152,2.3579691,355.27739293,0.27695734,23.30961,21.214153,19.751518,19.234903,18.701399
