# tile dither fiber fiber_ra fiber_dec
NE D1 1 191.103574155 16.8247501194
NE D1 2 191.105615822 16.8247223417
NE D1 3 191.107699156 16.8248334528
NE D1 4 191.109740822 16.8248334528
NE D1 5 191.111740822 16.8248612306
NE D1 6 191.113865822 16.824805675
NE D1 7 191.115949156 16.8249167861
NE D1 8 191.117949156 16.8248334528
NE D1 9 191.119949156 16.8249445639
NE D1 10 191.122074156 16.8249167861
NE D1 11 191.124074157 16.8250001194
NE D1 12 191.126115823 16.8250001194
NE D1 13 191.12815749 16.8250001194
NE D1 14 191.130199156 16.8249723417
NE D1 15 191.102615811 16.8230001194
NE D1 16 191.104574145 16.8230278972
NE D1 17 191.106657478 16.8230834528
NE D1 18 191.108657479 16.8231390083
NE D1 19 191.110740812 16.8231112306
NE D1 20 191.112824145 16.8230834528
NE D1 21 191.114907478 16.8230834528
NE D1 22 191.116907478 16.8231112306
NE D1 23 191.118949146 16.8231945639
NE D1 24 191.120949146 16.8231945639
NE D1 25 191.123074145 16.8231667861
NE D1 26 191.125115812 16.8232223417
NE D1 27 191.127199146 16.8232501194
NE D1 28 191.129282479 16.8232501194
NE D1 29 191.131240813 16.8232501194
NE D1 30 191.103615801 16.8213334528
NE D1 31 191.105615801 16.8213612306
NE D1 32 191.107657467 16.821305675
NE D1 33 191.109740801 16.8213890083
NE D1 34 191.111782468 16.8213612306
NE D1 35 191.113865801 16.8213890083
NE D1 36 191.115907469 16.8215001194
NE D1 37 191.117990802 16.8215001194
NE D1 38 191.119990801 16.8214167861
NE D1 39 191.122115802 16.8215278972
NE D1 40 191.124157469 16.8215001194
NE D1 41 191.126115802 16.8214723417
NE D1 42 191.128240802 16.8215278972
NE D1 43 191.130282469 16.8216112306
NE D1 44 191.102574124 16.8196112306
NE D1 45 191.104657457 16.8196390083
NE D1 46 191.106699124 16.8196390083
NE D1 47 191.108782457 16.8196667861
NE D1 48 191.110824124 16.8196945639
NE D1 49 191.112824124 16.8196945639
NE D1 50 191.114907458 16.8196945639
NE D1 51 191.116990791 16.8197501194
NE D1 52 191.119032458 16.8197223417
NE D1 53 191.121115791 16.8197501194
NE D1 54 191.123157458 16.819805675
NE D1 55 191.125157458 16.8197778972
NE D1 56 191.127199125 16.8197778972
NE D1 57 191.129240792 16.8198612306
NE D1 58 191.131365792 16.819805675
NE D1 59 191.10361578 16.8179445639
NE D1 60 191.105699114 16.8179723417
NE D1 61 191.107782447 16.8180001194
NE D1 62 191.109782447 16.8179723417
NE D1 63 191.111782447 16.8180278972
NE D1 64 191.113907447 16.8180001194
NE D1 65 191.115949114 16.8180278972
NE D1 66 191.117990781 16.8180834528
NE D1 67 191.120032448 16.8181112306
NE D1 68 191.122074114 16.8181112306
NE D1 69 191.124199115 16.8181390083
NE D1 70 191.126240781 16.8181390083
NE D1 71 191.128282448 16.8181390083
NE D1 72 191.130365781 16.8181390083
NE D1 73 191.10261577 16.8162501194
NE D1 74 191.10461577 16.8162223417
NE D1 75 191.106699103 16.8162501194
NE D1 76 191.108782437 16.8162778972
NE D1 77 191.11086577 16.8162778972
NE D1 78 191.112907437 16.8162778972
NE D1 79 191.114949104 16.8163612306
NE D1 80 191.116949104 16.8163612306
NE D1 81 191.119032437 16.8163612306
NE D1 82 191.12111577 16.8163612306
NE D1 83 191.123157437 16.8163890083
NE D1 84 191.12524077 16.8163334528
NE D1 85 191.127240771 16.8164167861
NE D1 86 191.129282438 16.8164445639
NE D1 87 191.131365771 16.8164723417
NE D1 88 191.103657426 16.8144723417
NE D1 89 191.105699092 16.8145001194
NE D1 90 191.107782426 16.8145834528
NE D1 91 191.109782426 16.814555675
NE D1 92 191.11186576 16.8145834528
NE D1 93 191.11399076 16.8146112306
NE D1 94 191.115949093 16.8146112306
NE D1 95 191.11799076 16.8145834528
NE D1 96 191.12011576 16.8146667861
NE D1 97 191.122157426 16.8146112306
NE D1 98 191.124157427 16.8146945639
NE D1 99 191.126240761 16.8147501194
NE D1 100 191.128324094 16.8147223417
NE D1 101 191.130282427 16.8147778972
NE D1 102 191.102699082 16.8127778972
NE D1 103 191.104699082 16.8127778972
NE D1 104 191.106782416 16.8128334528
