# tile dither fiber fiber_ra fiber_dec
NE D1 1 194.213814217 25.8262223417
NE D1 2 194.215980883 25.8261667861
NE D1 3 194.218189218 25.8262778972
NE D1 4 194.220355884 25.8262778972
NE D1 5 194.222480885 25.826305675
NE D1 6 194.224730884 25.8262501194
NE D1 7 194.226939218 25.8263612306
NE D1 8 194.229064218 25.8262778972
NE D1 9 194.231230885 25.8263890083
NE D1 10 194.233480885 25.8263612306
NE D1 11 194.235605886 25.8264445639
NE D1 12 194.237772553 25.8264445639
NE D1 13 194.239939219 25.8264445639
NE D1 14 194.242147552 25.8264167861
NE D1 15 194.212814198 25.8244445639
NE D1 16 194.214855865 25.8244723417
NE D1 17 194.2170642 25.824555675
NE D1 18 194.219230867 25.8245834528
NE D1 19 194.2214392 25.824555675
NE D1 20 194.223647533 25.8245278972
NE D1 21 194.225855866 25.8245278972
NE D1 22 194.227980866 25.824555675
NE D1 23 194.230147534 25.8246390083
NE D1 24 194.232272534 25.8246390083
NE D1 25 194.234522534 25.8246112306
NE D1 26 194.236730867 25.8246667861
NE D1 27 194.238897534 25.8246945639
NE D1 28 194.241147534 25.8246945639
NE D1 29 194.243230868 25.8246945639
NE D1 30 194.213855848 25.822805675
NE D1 31 194.215980848 25.8228334528
NE D1 32 194.218147514 25.8227501194
NE D1 33 194.220355848 25.8228334528
NE D1 34 194.222522515 25.822805675
NE D1 35 194.224772515 25.8228334528
NE D1 36 194.226897516 25.8229445639
NE D1 37 194.22910585 25.8229445639
NE D1 38 194.231272516 25.8228890083
NE D1 39 194.233522517 25.8230001194
NE D1 40 194.235689183 25.8229445639
NE D1 41 194.237772516 25.8229167861
NE D1 42 194.240064183 25.8229723417
NE D1 43 194.242230851 25.823055675
NE D1 44 194.21273083 25.821055675
NE D1 45 194.214939164 25.8210834528
NE D1 46 194.21710583 25.8210834528
NE D1 47 194.219314164 25.8211112306
NE D1 48 194.221480831 25.8211390083
NE D1 49 194.223647498 25.8211667861
NE D1 50 194.225855831 25.8211390083
NE D1 51 194.228064165 25.8211945639
NE D1 52 194.230272498 25.8211945639
NE D1 53 194.232439165 25.8211945639
NE D1 54 194.234605832 25.8212501194
NE D1 55 194.236730832 25.8212501194
NE D1 56 194.238939165 25.8212223417
NE D1 57 194.241105833 25.821305675
NE D1 58 194.243355832 25.8212501194
NE D1 59 194.213855813 25.8194167861
NE D1 60 194.216064146 25.8194167861
NE D1 61 194.21827248 25.8194445639
NE D1 62 194.220439146 25.8194167861
NE D1 63 194.22252248 25.8194723417
NE D1 64 194.22477248 25.8194445639
NE D1 65 194.226939147 25.8194723417
NE D1 66 194.229147481 25.8195278972
NE D1 67 194.231272481 25.8195834528
NE D1 68 194.233480814 25.819555675
NE D1 69 194.235772481 25.8195834528
NE D1 70 194.237897481 25.8195834528
NE D1 71 194.240064148 25.8196112306
NE D1 72 194.242314148 25.8195834528
NE D1 73 194.212772462 25.8176945639
NE D1 74 194.214939128 25.8176945639
NE D1 75 194.217105795 25.8176945639
NE D1 76 194.219355795 25.8177223417
NE D1 77 194.221564129 25.8177223417
NE D1 78 194.223730796 25.8177501194
NE D1 79 194.225897463 25.817805675
NE D1 80 194.228022463 25.8178334528
NE D1 81 194.230272463 25.817805675
NE D1 82 194.232480796 25.817805675
NE D1 83 194.234647463 25.8178334528
NE D1 84 194.236855796 25.817805675
NE D1 85 194.238980797 25.8178612306
NE D1 86 194.241147464 25.8178890083
NE D1 87 194.243355797 25.8179167861
NE D1 88 194.213897443 25.8159445639
NE D1 89 194.21606411 25.8159445639
NE D1 90 194.218272444 25.8160278972
NE D1 91 194.220397444 25.8160001194
NE D1 92 194.222605778 25.8160278972
NE D1 93 194.224855778 25.816055675
NE D1 94 194.226980778 25.8160834528
NE D1 95 194.229147445 25.816055675
NE D1 96 194.231397445 25.8161112306
NE D1 97 194.233564112 25.8160834528
NE D1 98 194.235689112 25.8161390083
NE D1 99 194.237939113 25.8161945639
NE D1 100 194.240147446 25.8161667861
NE D1 101 194.242189113 25.8162501194
NE D1 102 194.212855759 25.8142223417
NE D1 103 194.215022426 25.8142223417
NE D1 104 194.217230759 25.8142778972
NE D1 105 194.219397427 25.8143334528
NE D1 106 194.221564094 25.8143612306
NE D1 107 194.223772427 25.8143334528
NE D1 108 194.225939093 25.8143334528
NE D1 109 194.228064094 25.8143890083
NE D1 110 194.23035576 25.8143612306
NE D1 111 194.232439094 25.8144167861
NE D1 112 194.234605762 25.8144723417
NE D1 113 194.236855761 25.8144167861
NE D1 114 194.238980761 25.8144167861
NE D1 115 194.241272428 25.8144445639
NE D1 116 194.243397428 25.8144445639
NE D1 117 194.213897408 25.812555675
NE D1 118 194.216105742 25.812555675
NE D1 119 194.218314075 25.8125834528
NE D1 120 194.220439075 25.8125834528
NE D1 121 194.222647409 25.8126390083
NE D1 122 194.224855743 25.8127223417
NE D1 123 194.226980743 25.8126945639
NE D1 124 194.229147409 25.8126667861
NE D1 125 194.23139741 25.8127223417
NE D1 126 194.233605744 25.8127778972
NE D1 127 194.235730744 25.8127501194
NE D1 128 194.237939077 25.8127778972
NE D1 129 194.240147411 25.8127778972
NE D1 130 194.242272411 25.8127778972
NE D1 131 194.212897391 25.8108612306
NE D1 132 194.215064058 25.8108890083
NE D1 133 194.217272392 25.8109445639
NE D1 134 194.219439058 25.8108890083
NE D1 135 194.221605724 25.8108890083
NE D1 136 194.223772392 25.8109723417
NE D1 137 194.225980725 25.8109167861
NE D1 138 194.228147392 25.8109723417
NE D1 139 194.230355725 25.8109723417
NE D1 140 194.232522392 25.8110278972
NE D1 141 194.234730726 25.811055675
NE D1 142 194.236855726 25.811055675
NE D1 143 194.239064059 25.811055675
NE D1 144 194.241272393 25.8110834528
NE D1 145 194.243397393 25.8111112306
NE D1 146 194.213980706 25.8090834528
NE D1 147 194.216147372 25.8091112306
NE D1 148 194.21831404 25.8091667861
NE D1 149 194.220480707 25.8091945639
NE D1 150 194.222730707 25.8092223417
NE D1 151 194.224855707 25.8092501194
NE D1 152 194.22706404 25.8092223417
NE D1 153 194.229272374 25.809305675
NE D1 154 194.231439041 25.809305675
NE D1 155 194.233605707 25.8092501194
NE D1 156 194.235772374 25.8092778972
NE D1 157 194.237939042 25.8093612306
NE D1 158 194.240064042 25.8093612306
NE D1 159 194.242314042 25.8093612306
NE D1 160 194.212855688 25.8074445639
NE D1 161 194.215064022 25.8074445639
NE D1 162 194.217314022 25.8074445639
NE D1 163 194.219439022 25.8074723417
NE D1 164 194.221647355 25.8074723417
NE D1 165 194.223814022 25.8075001194
NE D1 166 194.226022356 25.8075278972
NE D1 167 194.228189023 25.8075834528
NE D1 168 194.23035569 25.8076112306
NE D1 169 194.232605691 25.8076390083
NE D1 170 194.234689023 25.8075834528
NE D1 171 194.236897357 25.8076390083
NE D1 172 194.239105691 25.8076945639
NE D1 173 194.241314023 25.8075834528
NE D1 174 194.243480691 25.8076390083
NE D1 175 194.213980671 25.8057778972
NE D1 176 194.216147338 25.805805675
NE D1 177 194.218355671 25.805805675
NE D1 178 194.220564004 25.8057501194
NE D1 179 194.222730671 25.805805675
NE D1 180 194.224939006 25.8058890083
NE D1 181 194.227105672 25.8058612306
NE D1 182 194.229314006 25.8058890083
NE D1 183 194.231480672 25.8058612306
NE D1 184 194.233605673 25.8059445639
NE D1 185 194.235814006 25.8059167861
NE D1 186 194.237980673 25.8059723417
NE D1 187 194.240189007 25.8060001194
NE D1 188 194.242314007 25.8059723417
NE D1 189 194.212980652 25.8039723417
NE D1 190 194.21514732 25.8040278972
NE D1 191 194.217313987 25.804055675
NE D1 192 194.219480654 25.8040834528
NE D1 193 194.221688987 25.8041112306
NE D1 194 194.223813987 25.8041390083
NE D1 195 194.226022321 25.8041112306
NE D1 196 194.228230654 25.8041667861
NE D1 197 194.230355654 25.8041667861
NE D1 198 194.232605654 25.8041667861
NE D1 199 194.234772322 25.8042778972
NE D1 200 194.236938988 25.8041945639
NE D1 201 194.239147322 25.8042501194
NE D1 202 194.241230655 25.8042501194
NE D1 203 194.243480656 25.8043334528
NE D1 204 194.213980635 25.8023334528
NE D1 205 194.216188968 25.802305675
NE D1 206 194.218397302 25.8023612306
NE D1 207 194.220563969 25.8023890083
NE D1 208 194.222730636 25.8024167861
NE D1 209 194.224980637 25.8024445639
NE D1 210 194.227022303 25.8023890083
NE D1 211 194.229355636 25.8023890083
NE D1 212 194.23143897 25.8024445639
NE D1 213 194.23368897 25.8024723417
NE D1 214 194.235772304 25.8025278972
NE D1 215 194.238022304 25.8025278972
NE D1 216 194.240272304 25.8025278972
NE D1 217 194.242397304 25.8025278972
NE D1 218 194.212980617 25.8005834528
NE D1 219 194.215147284 25.8005834528
NE D1 220 194.217397284 25.8006390083
NE D1 221 194.219438951 25.8006390083
NE D1 222 194.221688952 25.8006945639
NE D1 223 194.223855618 25.8006945639
NE D1 224 194.226022285 25.8006667861
NE D1 225 194.228230619 25.8007223417
NE D1 226 194.230397286 25.8007501194
NE D1 227 194.232647285 25.8007223417
NE D1 228 194.234772286 25.8007778972
NE D1 229 194.23698062 25.8008334528
NE D1 230 194.239147287 25.8008612306
NE D1 231 194.24135562 25.8008334528
NE D1 232 194.24348062 25.8008334528
NE D1 233 194.214022267 25.7989167861
NE D1 234 194.216188933 25.7989167861
NE D1 235 194.218438934 25.7990278972
NE D1 236 194.220647267 25.7989167861
NE D1 237 194.222855601 25.7990278972
NE D1 238 194.224938934 25.7989723417
NE D1 239 194.227105601 25.7990278972
NE D1 240 194.229272268 25.7990278972
NE D1 241 194.231522267 25.7990001194
NE D1 242 194.233730601 25.799055675
NE D1 243 194.235938935 25.7990834528
NE D1 244 194.238063935 25.7991112306
NE D1 245 194.240230603 25.7991667861
NE D1 246 194.242438936 25.7991945639
NE D2 1 194.212689211 25.8256390083
NE D2 2 194.214897544 25.8256112306
NE D2 3 194.217105878 25.8257223417
NE D2 4 194.219272545 25.8257223417
NE D2 5 194.221397545 25.8257501194
NE D2 6 194.223647545 25.8256945639
NE D2 7 194.225855879 25.825805675
NE D2 8 194.227980878 25.8257223417
NE D2 9 194.230147546 25.8258334528
NE D2 10 194.232397546 25.825805675
NE D2 11 194.234522547 25.8258890083
NE D2 12 194.236689214 25.8258890083
NE D2 13 194.23885588 25.8258890083
NE D2 14 194.241022547 25.8258612306
NE D2 15 194.211689193 25.8238890083
NE D2 16 194.213772526 25.8239167861
NE D2 17 194.21598086 25.8239723417
NE D2 18 194.218147527 25.8240278972
NE D2 19 194.220314194 25.8240001194
NE D2 20 194.222564194 25.8239723417
NE D2 21 194.22473086 25.8239723417
NE D2 22 194.226897527 25.8240001194
NE D2 23 194.229064195 25.8240834528
NE D2 24 194.231189195 25.8240834528
NE D2 25 194.233439194 25.824055675
NE D2 26 194.235605862 25.8241112306
NE D2 27 194.237814195 25.8241390083
NE D2 28 194.240064195 25.8241390083
NE D2 29 194.242147529 25.8241390083
NE D2 30 194.212730842 25.8222223417
NE D2 31 194.214855842 25.8222501194
NE D2 32 194.217064175 25.8221945639
NE D2 33 194.219230843 25.8222778972
NE D2 34 194.221439176 25.8222501194
NE D2 35 194.223647509 25.8222778972
NE D2 36 194.225814177 25.8223890083
NE D2 37 194.22802251 25.8223890083
NE D2 38 194.230189176 25.822305675
NE D2 39 194.232439177 25.8224167861
NE D2 40 194.234605844 25.8223890083
NE D2 41 194.236689177 25.8223612306
NE D2 42 194.238939177 25.8224167861
NE D2 43 194.241105845 25.8225001194
NE D2 44 194.211647491 25.8205001194
NE D2 45 194.213855824 25.8205278972
NE D2 46 194.216022491 25.8205278972
NE D2 47 194.218230825 25.820555675
NE D2 48 194.220397492 25.8205834528
NE D2 49 194.222522492 25.8205834528
NE D2 50 194.224772492 25.8205834528
NE D2 51 194.226980826 25.8206390083
NE D2 52 194.229147492 25.8206390083
NE D2 53 194.231355826 25.8206390083
NE D2 54 194.233522493 25.8206945639
NE D2 55 194.235647493 25.8206945639
NE D2 56 194.237814159 25.8206667861
NE D2 57 194.240022493 25.8207501194
NE D2 58 194.242230826 25.8206945639
NE D2 59 194.212772473 25.8188334528
NE D2 60 194.214980807 25.8188612306
NE D2 61 194.217189141 25.8188890083
NE D2 62 194.21931414 25.8188612306
NE D2 63 194.221439141 25.8189167861
