objID,distance,ra,dec,u,g,r,i,z
587731185131782584,0.17786661,3.71758001,-0.9526666,21.898136,21.663385,21.581141,21.507408,21.308876
587731185131782600,0.45013009,3.72569211,-0.95554051,22.437954,21.756113,21.345297,20.590502,21.002827
587731185131782583,0.45439102,3.71490153,-0.96239053,24.301861,21.804977,20.142517,19.080641,18.676474
587731185131782596,0.47501118,3.72542645,-0.95235738,21.499271,20.713434,18.90966,17.857031,17.477377
587731185131782597,0.57700859,3.72757762,-0.95348102,22.07032,21.866894,20.977947,20.703413,20.549614
587731185131782574,1.03158756,3.7051752,-0.9443296,22.167744,20.905161,19.577278,18.931738,18.56398
587731185131782610,1.30239953,3.73596501,-0.94310703,21.480846,20.472872,19.702265,19.151953,18.7409
587731185131782563,1.56469949,3.70027975,-0.97452679,24.637892,21.74226,21.280659,21.472054,20.694618
587731185131782320,1.60369271,3.73698239,-0.93655994,24.337526,21.750862,20.102697,19.18396,18.649672
587731185131782383,1.67598876,3.74540438,-0.94926156,20.682596,19.557909,19.076273,18.745918,18.681545
587731185131782568,1.71788868,3.70185266,-0.93205293,24.92889,21.994583,21.114153,20.701078,20.19438
587731185131782624,1.90554268,3.74975418,-0.9591069,22.558521,21.932201,21.681913,21.237289,20.515024
587731185131782618,1.93399892,3.74320633,-0.93523794,23.269279,21.852076,21.314501,20.910379,20.127163
587731185131782546,1.98534506,3.68515891,-0.95351405,24.098391,21.857967,21.204031,20.56008,20.159763
587731185131782629,2.06417964,3.75218417,-0.95025776,22.524029,21.712614,20.916765,20.754074,20.106218
587731185131782617,2.24896618,3.74289202,-0.92737426,22.101561,21.114573,20.062685,19.331251,18.758839
587731185131782376,2.30182087,3.73153437,-0.91959976,21.477047,20.479393,19.938042,19.68379,19.533548
587731185131782633,2.3223467,3.75532301,-0.94463228,23.053669,21.708784,20.736349,20.153694,19.803219
587731185131782634,2.41656774,3.75541525,-0.97095359,21.898621,21.479216,20.277836,19.970213,19.461931
587731185131782587,2.45449729,3.7191816,-0.99646379,22.779978,21.959372,21.144299,20.815094,21.163874
