tile,dither,fiber,fiber_ra,fiber_dec,objID,ra,dec
NE,D1,34,250.089578112,46.7233334722,1237651715872326167,250.090073125554,46.7236332447791
NE,D1,110,250.099911884,46.7147501389,1237651715872325903,250.099496880008,46.7146562807402
NE,D1,133,250.082412057,46.71136125,1237651715872325879,250.082552978556,46.7114748909633
NE,D1,156,250.107120481,46.7095834722,1237651715872325931,250.107578843835,46.7094088734855
NE,D1,183,250.101328988,46.7061668056,1237651715872325920,250.101469449101,46.7060550767178
NE,D1,211,250.098454168,46.7026390278,1237651715872325916,250.098548745845,46.7027823471047
NE,D2,32,250.082244808,46.7227501389,1237651715872326499,250.082143739754,46.7224299469074
NE,D2,65,250.093953315,46.71936125,1237651715872326333,250.094154854621,46.7197040805171
NE,D2,81,250.0983284,46.7176945833,1237651715872325904,250.098736588683,46.7180185553733
NE,D2,95,250.096828492,46.7158890278,1237651715872325905,250.096748009486,46.7161235643341
NE,D2,116,250.115870245,46.7141945833,1237651715872326589,250.115728722733,46.7138347860374
NE,D2,122,250.091078661,46.7125834722,1237651715872325877,250.091744784634,46.7127881003526
NE,D2,136,250.089620418,46.7108056944,1237651715872325880,250.089283914951,46.7109983324054
NE,D2,195,250.092579106,46.70386125,1237651715872325918,250.093112327917,46.7040663755562
NE,D3,37,250.098369831,46.7223056944,1237651715872326179,250.099072696817,46.7221434827114
NE,D3,120,250.08666203,46.7118890278,1237651715872325883,250.086480691133,46.7122115977519
NE,D3,181,250.09549571,46.7050834722,1237651715872325917,250.096116045341,46.7050911439613
NE,D3,184,250.104204042,46.70511125,1237651715872325921,250.103589218313,46.7051086997051
NW,D1,32,250.044328113,46.7233056944,1237651715872260644,250.044036054754,46.722961209814
NW,D1,50,250.054619867,46.72161125,1237651715872260654,250.054325757543,46.7217068391828
NW,D1,79,250.054661705,46.7182501389,1237651715872325832,250.054345528726,46.7184209495305
NW,D1,81,250.060453372,46.7182501389,1237651715872325834,250.060719250786,46.7179177815648
NW,D1,128,250.070661967,46.71311125,1237651715872326514,250.070228393136,46.7133459381561
NW,D1,215,250.070662496,46.7027501389,1237651715872326335,250.071084592406,46.703132267774
NW,D2,33,250.045786471,46.7228334722,1237651715872260645,250.045796881147,46.7228286568325
NW,D2,56,250.070578227,46.7210834722,1237651715872326328,250.069977167396,46.7208708347338
NW,D2,70,250.069203312,46.7194168056,1237651715872326326,250.069200754622,46.7193245568152
NW,D2,81,250.0589534,46.7176945833,1237651715872325831,250.059084608693,46.718056898418
NW,D2,156,250.066245509,46.7090279167,1237651715872326177,250.065866500407,46.7087433669825
NW,D2,163,250.04445393,46.7073056944,1237651715872325852,250.044525722092,46.707016874201
NW,D3,1,250.03857799,46.7257223611,1237651715872260635,250.039140071638,46.7258339365349
NW,D3,33,250.047244833,46.7222779167,1237651715872260643,250.047765037086,46.7222104058228
NW,D3,65,250.056036677,46.7188056944,1237651715872325835,250.056470883272,46.7191156423566
NW,D3,74,250.039953431,46.7170834722,1237651715872261534,250.039932075253,46.7175817747366
NW,D3,122,250.053162023,46.7120279167,1237651715872325833,250.052648171068,46.7124113119927
NW,D3,144,250.07507878,46.7102501389,1237651715872325878,250.075486743891,46.7099924580821
NW,D3,149,250.047287204,46.7084723611,1237651715872325851,250.047461506486,46.7086987652771
NW,D3,189,250.037245804,46.7032501389,1237651715872325858,250.037894414756,46.7031646960356
NW,D3,194,250.051704133,46.7033334722,1237651715872326523,250.051857767377,46.7035806824667
NW,D3,223,250.05170431,46.69986125,1237651715872326537,250.05184400424,46.6998894983232
SE,D1,4,250.086662641,46.6999168056,1237651715872326590,250.086143806707,46.6998336829388
SE,D1,50,250.093954574,46.6946945833,1237651715872326621,250.093694837472,46.695092559399
SE,D1,107,250.091079925,46.6878056944,1237651715872325947,250.091266172353,46.6877670055525
SE,D1,136,250.091038431,46.6844168056,1237651715872326216,250.090658014763,46.6841865022195
SE,D1,147,250.08083019,46.68261125,1237651715872325952,250.080597658129,46.6825880536623
SE,D1,211,250.098413874,46.6757223611,1237651715872326224,250.098439327383,46.6756173164132
SE,D1,214,250.106955535,46.6758334722,1237651715872326228,250.107582149833,46.6758942776987
SE,D2,69,250.105663019,46.6925001389,1237651715872326351,250.105892222255,46.6922775432275
SE,D2,113,250.107079952,46.6872779167,1237651715872326690,250.1065223092,46.6873012713842
SE,D2,165,250.089621971,46.68036125,1237651715872326215,250.089805126587,46.6799538777328
SE,D2,172,250.109996967,46.6804445833,1237651715872326734,250.109513813451,46.6807712161147
SE,D3,18,250.085121117,46.69711125,1237651715872326198,250.085350632244,46.6968269382775
SE,D3,77,250.088163138,46.6901668056,1237651715872325946,250.08854470885,46.6902819881882
SE,D3,118,250.080871736,46.6849723611,1237651715872325953,250.080907881327,46.6847312945368
SE,D3,176,250.080830417,46.6781390278,1237651715872326211,250.08013202314,46.678092700993
SW,D1,15,250.037204399,46.69811125,1237651715872326516,250.03781184934,46.6979099477681
SW,D1,51,250.057579572,46.6947223611,1237651715872325874,250.05811404409,46.6944156100398
SW,D1,122,250.05316334,46.6861945833,1237651715872326192,250.053279627236,46.6860930832744
SW,D1,243,250.067830712,46.67236125,1237651715872326671,250.067635684272,46.6722796880464
SW,D1,246,250.076497376,46.6724168056,1237651715872325972,250.076571021178,46.6724824745581
SW,D2,98,250.066204862,46.6890279167,1237651715872326595,250.065643091285,46.6892716109247
SW,D3,22,250.057496123,46.6970001389,1237651715872325873,250.058178357174,46.6970675125102
