objID,ra,dec,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
1237651715872325903,250.099496880008,46.7146562807402,705951921944422400,250.09951,46.714652,0.2338521,3.60037E-05
1237651715872325873,250.058178357174,46.6970675125102,705954670723491840,250.05819,46.697063,0.1108802,2.170777E-05
1237651715872325916,250.098548745845,46.7027823471047,6785962118409093120,250.09855,46.702837,0.2292574,3.388055E-05
1237651715872325972,250.076571021178,46.6724824745581,705953571211864064,250.07658,46.672478,0.1890255,3.032739E-05
