,objID,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
0,1237665569301987827,19.69085,0.19748770000000002,16.891189999999998,0.01020605,15.37805,0.0040769809999999995,14.86524,0.003795868,14.51157,0.008368341,0.24058600000000002,0.013938999999999998,3.3485883030781563e+18,260.61327,32.132571999999996,0.22326329999999997,4.1482070000000005e-05
1,1237665569301987828,26.11178,0.5508303000000001,20.89109,0.04236153,19.46189,0.01786959,18.93702,0.01632871,18.64545,0.04291567,0.23361700000000002,0.021625,,,,,
2,1237665569301987829,23.76576,0.8893334999999999,21.055970000000002,0.04671032,19.62482,0.01920449,19.06965,0.01722709,18.7375,0.04490973,0.22536599999999998,0.014884999999999999,,,,,
3,1237665569301987830,23.60768,0.7151267,21.17871,0.04703168,19.77215,0.01979443,19.304660000000002,0.01891085,18.966929999999998,0.0486411,0.219844,0.014282,,,,,
4,1237665569301989289,26.652409999999996,1.196332,21.87836,0.30406869999999997,20.6993,0.1427306,20.402070000000002,0.165248,19.688589999999998,0.3390857,0.216182,0.080014,,,,,
5,1237665569301987831,24.045679999999997,0.9483265,21.19302,0.04850687,19.85741,0.02110138,19.30491,0.01900754,19.06632,0.05402289,0.20790999999999998,0.014955000000000001,,,,,
6,1237665569301987836,24.859560000000002,1.372862,21.75401,0.09838722,20.42099,0.04127592,19.731939999999998,0.03304626,19.35408,0.08947021,0.276904,0.07328,,,,,
7,1237665569301988123,20.10215,0.090615,18.6776,0.01542992,17.79746,0.009382638,17.33811,0.009080756,17.06851,0.023361,0.15625999999999998,0.020161000000000002,,,,,
8,1237665569301988124,23.17533,0.6234831000000001,21.09808,0.08035943,20.31458,0.03417598,19.97945,0.03693073,19.67298,0.107301,0.06232000000000001,0.026356,,,,,
9,1237665569301988138,21.91056,0.2555498,20.805120000000002,0.04811145,19.96227,0.03103985,19.65697,0.03498179,19.46743,0.10946680000000002,0.23955500000000002,0.046777,,,,,
10,1237665569301988162,21.634529999999998,0.217414,20.2515,0.03214235,19.62209,0.02486261,19.2457,0.02596477,19.044810000000002,0.07911069,0.088452,0.023257,,,,,
11,1237665569301988459,21.92654,0.17766579999999998,21.29934,0.04788914,20.450960000000002,0.02999731,20.13543,0.03243669,19.76323,0.08747822,0.346669,0.045493,,,,,
12,1237665569301988715,22.73327,0.5843074,21.20151,0.07314218,19.86475,0.03086272,19.30864,0.02793531,19.02586,0.08064733,0.23447600000000002,0.027491,,,,,
13,1237665569301988787,23.99585,0.8809519,21.68745,0.06862334,20.28513,0.02762248,19.78024,0.02587544,19.436329999999998,0.06983973,0.21263,0.011071,,,,,
14,1237665569301922370,23.65717,0.9051149,20.62331,0.035263300000000004,19.12396,0.01418269,18.60369,0.01295266,18.25112,0.03207895,0.258747,0.021498,,,,,
15,1237665569301923409,21.4483,0.20840879999999998,20.2375,0.03483102,19.38025,0.02283392,18.985960000000002,0.02335871,18.73919,0.07018536,0.194881,0.02925,,,,,
16,1237665569301923430,23.54384,0.7155993,21.6156,0.06839445,20.35869,0.03134666,19.888070000000003,0.03001066,19.49324,0.07907068,0.179848,0.013850999999999999,,,,,
17,1237665569301987796,23.526870000000002,0.7244031,21.18556,0.04939877,19.75853,0.02011726,19.24653,0.01855312,18.88176,0.04757632,0.22602399999999997,0.015165999999999999,,,,,
18,1237665569301987797,23.151410000000002,0.5622415,21.691979999999997,0.07585091,20.24473,0.02943468,19.73099,0.02725281,19.44736,0.07816857,0.235802,0.033437,,,,,
