objID,ra,dec,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
1237665102219247901,234.234388446055,24.4087774775243,2437690462019020800,234.23439,24.408777,0.226277,4.083399E-05
1237665102219247924,234.244618378472,24.3959655619825,2437691836408555520,234.24462,24.395965,0.2243999,4.398453E-05
1237665102219248049,234.251394740669,24.4123912325091,2437691011774834688,234.2514,24.412391,0.2275514,5.133021E-05
