objID,ra,dec,Photoz,Photoz_err
1237651754560454806,210.25862271508,2.87847111784551,0.226856,0.035478
1237651754560389372,210.254468874523,2.87297661962455,0.264301,0.081457
1237651754560454807,210.263058619379,2.87916720203804,0.283384,0.022344
1237651754560454811,210.264514975728,2.87665615457855,0.303406,0.053302
1237651754560454820,210.255410399919,2.87011517692664,0.227178,0.024032
1237651754560454828,210.255325327431,2.87267413191005,0.121504,0.037723
1237651754560389447,210.250447911508,2.88695711111253,0.235226,0.012844
1237651754560389452,210.25196191219,2.88973555106169,0.240739,0.058123
1237651754560390011,210.244272438096,2.87974171048015,0.085074,0.023929
1237651754560454674,210.256002305188,2.88870822439224,0.681148,0.18971
1237651754560454809,210.260903564389,2.8678325870519,0.266596,0.023725
1237651754560454812,210.261915673118,2.8691261392735,0.239259,0.012172
1237651754560454817,210.266367071363,2.87251359731474,0.244951,0.035885
1237651754560454818,210.257893133563,2.86459250055904,0.227115,0.023432
1237651737380782165,210.255826108668,2.89320873199087,0.187926,0.013391
1237651737380782167,210.254726003368,2.89306359190337,0.096608,0.074752
1237651737380782169,210.249760120636,2.89361236483363,0.443878,0.144869
1237651737380782456,210.246630520095,2.89267488584398,0.234472,0.016747
1237651737380782466,210.264482682299,2.89736426613055,0.257117,0.014037
1237651737380782467,210.265381379502,2.89795445423483,0.296748,0.054776
1237651737380783128,210.24399211818,2.8939935964751,0.269859,0.022555
1237651737380783254,210.268378097045,2.89165473169796,0.235262,0.015346
1237651737380783256,210.268727025978,2.89741869972506,0.234443,0.019868
1237651737380783257,210.267515363674,2.89598477413231,0.220935,0.013981
1237651754560389448,210.249231572146,2.89074739633086,0.269944,0.042834
1237651754560389456,210.252207727242,2.8638096762524,0.275845,0.016116
1237651754560389473,210.243133687569,2.88897122109366,0.262933,0.020198
1237651754560389555,210.245102904325,2.88538268262177,0.278924,0.052464
1237651754560455209,210.270521747386,2.87331991397043,0.303733,0.196136
1237651754560455211,210.271108914363,2.88141347472202,0.269782,0.052158
1237651737380782429,210.237910968248,2.89502958876571,0.22685,0.016421
1237651737380782430,210.235020672651,2.89340471864881,0.281535,0.037795
1237651737380782462,210.253133422649,2.9040379945783,0.235958,0.016947
1237651737380782469,210.268704222331,2.90683443212123,0.241125,0.023715
1237651737380782470,210.266762325032,2.90573665883842,0.247323,0.015696
1237651737380782602,210.249639969801,2.90877769479556,0.074836,0.041054
1237651737380782605,210.25738262924,2.90383489382433,0.344355,0.054553
1237651737380783065,210.229776890322,2.89261528453113,0.580034,0.202079
1237651737380783092,210.235277783914,2.89697937913122,0.348732,0.061583
1237651737380783122,210.241544141899,2.89869515391081,0.130446,0.020215
1237651737380783130,210.244813805143,2.90695009261691,0.252981,0.039403
1237651737380783134,210.244943373355,2.90393894215894,0.234875,0.018504
1237651737380783240,210.264921095908,2.91306316139427,0.245318,0.038469
1237651737380783241,210.266800741612,2.91177856279186,0.251887,0.041029
1237651737380848051,210.279938797082,2.89181699984582,0.278195,0.041536
1237651737380848061,210.282010281238,2.90105694579148,0.190162,0.057328
1237651737380848062,210.282882458279,2.90243877161215,0.321686,0.09997
1237651754560389181,210.229779245765,2.8773178985493,0.237547,0.021758
1237651754560389184,210.236909168656,2.86822017413524,0.304325,0.023546
1237651754560389226,210.253467623986,2.85655349060041,0.060382,0.053187
1237651754560389950,210.233203445552,2.89093564892739,0.299985,0.024544
1237651754560389953,210.232836834498,2.8600817577497,0.183666,0.088822
1237651754560389985,210.240843692456,2.87033649105065,0.40286,0.089357
1237651754560390029,210.246545154529,2.84895850555779,0.252475,0.014794
1237651754560390030,210.246836982813,2.85789683986536,0.412888,0.096995
1237651754560390042,210.24917848669,2.86719091463705,0.260804,0.018576
1237651754560390065,210.253977875656,2.85194009666174,0.370972,0.098412
1237651754560454941,210.255925072695,2.86167192532658,0.250515,0.02749
1237651754560454942,210.254931813889,2.86267302213057,0.276914,0.031848
1237651754560454953,210.278242693921,2.87213461818808,0.261433,0.021634
1237651754560455212,210.273991317641,2.88170870817482,0.232012,0.016555
1237651754560455224,210.273176661971,2.87499438300551,0.198432,0.016198
1237651737380782427,210.237237387998,2.91590862548744,0.29155,0.049166
1237651737380782571,210.236142565103,2.91046372809866,0.192706,0.03308
1237651737380782572,210.229081982565,2.91263463696563,0.346775,0.05169
1237651737380782573,210.225159241247,2.90715003698335,0.244629,0.016208
1237651737380782575,210.23445480111,2.91073562426553,0.126311,0.026988
1237651737380782582,210.225506396404,2.9024904823681,0.212278,0.131782
1237651737380782594,210.244303020987,2.91968029447058,0.295723,0.066855
1237651737380782595,210.242489611354,2.91988041066534,0.036187,0.022615
1237651737380782597,210.247492671659,2.91829802538448,0.316316,0.062737
1237651737380783041,210.219985199187,2.89708796991862,0.273947,0.117603
1237651737380783277,210.272781435633,2.92348225251722,0.264134,0.038685
1237651737380783286,210.274915857714,2.91276759083875,0.317634,0.028546
1237651737380848034,210.276530265525,2.91783936740653,0.250645,0.049672
1237651754560389869,210.20876045983,2.87321418187193,0.240569,0.014898
1237651754560389878,210.211261952145,2.86770372480448,0.249825,0.024118
1237651754560389892,210.213768131868,2.87939631561429,0.162964,0.051031
1237651754560389895,210.213865579929,2.88993529351417,0.440667,0.195646
1237651754560389898,210.215881355513,2.87604007872152,0.272822,0.038141
1237651754560389932,210.226247794477,2.84410398471987,0.251913,0.047766
1237651754560389939,210.22968739359,2.8444359006672,0.273501,0.027727
1237651754560389956,210.232797764907,2.84915641917371,0.114069,0.096091
1237651754560390032,210.247590992746,2.84386393738895,0.244408,0.042541
1237651754560390033,210.246737208004,2.84173105394219,0.278435,0.132607
1237651754560454691,210.255129097999,2.85446787153978,0.220575,0.016205
1237651754560454701,210.277395517106,2.84871278750332,0.238836,0.014172
1237651754560454720,210.287588238788,2.85246263874521,0.201599,0.015968
1237651754560454854,210.276996668347,2.83955231712236,0.283297,0.017726
1237651754560454855,210.279255251449,2.83983365114441,0.21477,0.016778
1237651754560454861,210.281259879357,2.87538860599311,0.262611,0.019493
1237651754560454863,210.28202276539,2.8711788460916,0.32678,0.027455
1237651754560454954,210.279557128008,2.87035906275226,0.245725,0.0216
1237651754560455021,210.256051822983,2.84688917978502,0.171903,0.044647
1237651754560455022,210.255709519711,2.84988861841801,0.26885,0.115049
1237651754560455147,210.258403719016,2.85106595347643,0.311451,0.040435
1237651754560455168,210.260717688752,2.83959961692333,0.247915,0.01622
1237651754560455173,210.260813617968,2.84265072290436,0.206554,0.126892
1237651754560455198,210.268877968489,2.8583503097094,0.328676,0.034271
1237651754560455239,210.275222973464,2.85438557507104,0.314825,0.077572
1237651754560455247,210.276963261505,2.86355167787274,0.28292,0.057242
1237651754560455259,210.278821361464,2.84297739023254,0.332596,0.030723
1237651754560455264,210.280338750016,2.86074542207349,0.2391,0.074227
1237651754560455265,210.280271396357,2.85855424200347,0.274987,0.05978
1237651754560455274,210.284279674823,2.85678004082558,0.205446,0.012541
1237651754560455280,210.286580929649,2.88018732870103,0.260952,0.049792
1237651754560455284,210.28712398527,2.88624016666385,0.362857,0.125293
1237651754560455288,210.286719515828,2.85682960484145,0.495391,0.101497
1237651754560455299,210.291371199751,2.87331941161504,0.219894,0.046255
1237651754560455321,210.296902493717,2.87883934584679,0.24288,0.018833
1237651754560455330,210.299516910358,2.87612647105007,0.161213,0.086586
1237651754560455344,210.30199038982,2.85660993809745,0.171929,0.039599
1237651754560455356,210.30417363942,2.86623909859602,0.267466,0.053758
1237651754560455362,210.305950159485,2.87416586780398,0.368445,0.07995
