,tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err
24,NW,2,33.0,250.04578647099999,46.7228334722,1.2376517158722606e+18,250.045796881147,46.722828656832505,24.37566,4.471046,20.05852,0.06503540000000001,19.32603,0.05681185,19.13399,0.08086510000000001,22.971320000000002,4.242066,0.108063,0.08352799999999999,,,,,
25,NW,2,56.0,250.070578227,46.7210834722,1.2376517158723264e+18,250.06997716739602,46.7208708347338,22.02986,0.18333270000000002,21.44531,0.0518497,20.912589999999998,0.05261303,20.67053,0.06839881,20.25408,0.162276,0.302508,0.13053800000000002,,,,,
26,NW,2,70.0,250.069203312,46.719416805600005,1.2376517158723264e+18,250.069200754622,46.7193245568152,25.362479999999998,0.7591358,21.99248,0.08256564,20.696170000000002,0.04402775,20.224970000000003,0.04712232,20.146929999999998,0.1514318,0.251977,0.037344999999999996,,,,,
27,NW,2,81.0,250.0589534,46.7176945833,1.237651715872326e+18,250.059084608693,46.718056898418,23.60049,0.703141,20.59037,0.028612099999999998,19.19839,0.01468216,18.68755,0.01490163,18.3453,0.03509173,0.220705,0.015865,,,,,
28,NW,2,156.0,250.06624550900003,46.7090279167,1.2376517158723261e+18,250.065866500407,46.708743366982496,22.35355,0.2920256,20.33304,0.02537923,18.878970000000002,0.01254867,18.32234,0.01241489,17.97561,0.02867949,0.24257399999999998,0.015199,,,,,
29,NW,2,163.0,250.04445393,46.7073056944,1.237651715872326e+18,250.044525722092,46.707016874201,23.50965,0.6732465999999999,21.67359,0.06801499,20.41314,0.03761437,19.79213,0.03550553,19.5873,0.10157680000000001,0.22246300000000002,0.025583,,,,,
30,NW,3,1.0,250.03857799,46.7257223611,1.2376517158722606e+18,250.039140071638,46.7258339365349,21.64122,0.1582797,19.98196,0.0189076,19.14919,0.01487052,18.83541,0.01754612,18.63478,0.04889013,0.102619,0.033405000000000004,,,,,
31,NW,3,33.0,250.04724483299998,46.7222779167,1.2376517158722606e+18,250.04776503708598,46.7222104058228,23.73914,0.7738739,20.66696,0.03088965,19.11188,0.01411888,18.5579,0.01366373,18.19141,0.0310585,0.27485,0.016921000000000002,,,,,
32,NW,3,65.0,250.056036677,46.7188056944,1.237651715872326e+18,250.05647088327203,46.719115642356606,23.618370000000002,0.6339553000000001,21.6912,0.06215032,20.4879,0.03639343,20.0268,0.03848824,19.82656,0.10807269999999998,0.237249,0.034569,,,,,
33,NW,3,74.0,250.039953431,46.7170834722,1.2376517158722616e+18,250.03993207525298,46.71758177473661,23.5713,0.593933,21.744139999999998,0.06234358,20.34168,0.03139408,19.82899,0.0313137,19.481920000000002,0.076676,0.22532,0.012006999999999999,,,,,
34,NW,3,122.0,250.053162023,46.7120279167,1.237651715872326e+18,250.052648171068,46.7124113119927,24.3905,0.9907216,21.0981,0.0422347,19.65624,0.02037835,19.07901,0.01965348,18.80722,0.05025477,0.264061,0.025682,,,,,
35,NW,3,144.0,250.07507878,46.7102501389,1.237651715872326e+18,250.075486743891,46.709992458082105,24.39397,0.91364,20.81373,0.03151925,19.273970000000002,0.01457689,18.76156,0.01464281,18.37544,0.03283104,0.28881,0.045163999999999996,,,,,
36,NW,3,149.0,250.047287204,46.7084723611,1.237651715872326e+18,250.047461506486,46.7086987652771,23.72053,0.8335376,21.35945,0.05637851,20.024929999999998,0.029397900000000005,19.47749,0.02937186,19.12146,0.07309856,0.206119,0.014774,,,,,
37,NW,3,189.0,250.037245804,46.7032501389,1.237651715872326e+18,250.037894414756,46.70316469603561,22.77427,0.4075507,21.75273,0.07709763,20.46465,0.04156386,19.97192,0.04451716,19.622510000000002,0.11404410000000001,0.32359499999999997,0.07175,,,,,
38,NW,3,194.0,250.051704133,46.7033334722,1.2376517158723264e+18,250.05185776737702,46.70358068246671,23.95782,1.052727,21.732229999999998,0.08383213,20.89295,0.06752997,20.60623,0.1038992,20.08215,0.1911008,0.160574,0.054187,,,,,
39,NW,3,223.0,250.05170431,46.69986125,1.2376517158723267e+18,250.05184400424,46.6998894983232,22.98742,0.44144040000000007,20.99824,0.03846352,19.67969,0.02062753,19.16272,0.02105045,18.8085,0.05081399,0.201734,0.012499,,,,,
40,SE,1,4.0,250.08666264099998,46.699916805600004,1.2376517158723267e+18,250.086143806707,46.699833682938795,25.05015,0.7497844,21.8136,0.06295539,20.48198,0.03299756,20.019379999999998,0.03487743,19.54966,0.0773293,0.215144,0.036302999999999995,,,,,
41,SE,1,50.0,250.093954574,46.6946945833,1.2376517158723267e+18,250.093694837472,46.695092559399,23.85136,0.6516481,21.93915,0.06909638,20.50613,0.03329761,19.969520000000003,0.03323371,19.568179999999998,0.07815943,0.23507199999999998,0.01525,,,,,
42,SE,1,107.0,250.091079925,46.6878056944,1.237651715872326e+18,250.091266172353,46.6877670055525,21.86435,0.237634,20.200229999999998,0.02752911,18.82319,0.013939400000000001,18.32191,0.01445042,17.94239,0.03379044,0.24488600000000002,0.038417,,,,,
43,SE,1,136.0,250.091038431,46.6844168056,1.2376517158723261e+18,250.090658014763,46.6841865022195,22.62835,0.3689777,21.364060000000002,0.05681908,20.01401,0.0291147,19.55624,0.03163125,19.27456,0.08410976,0.29290700000000003,0.053203999999999994,,,,,
44,SE,1,147.0,250.08083019,46.68261125,1.237651715872326e+18,250.080597658129,46.6825880536623,21.73197,0.1905614,19.68808,0.017264599999999998,18.38598,0.009692833,17.86271,0.009782664,17.48722,0.02172713,0.19378099999999998,0.010389,,,,,
45,SE,1,211.0,250.09841387400002,46.6757223611,1.2376517158723261e+18,250.098439327383,46.6756173164132,23.530739999999998,0.8636398999999999,20.4484,0.03062296,19.061320000000002,0.015635399999999997,18.55721,0.01627852,18.17675,0.03829679,0.22036599999999998,0.017735,,,,,
46,SE,1,214.0,250.106955535,46.675833472200004,1.2376517158723261e+18,250.10758214983298,46.67589427769871,22.48552,0.3062129,20.38661,0.02521337,19.03345,0.01338873,18.547810000000002,0.01388501,18.2366,0.03365873,0.235368,0.022983,,,,,
47,SE,2,69.0,250.10566301900002,46.6925001389,1.2376517158723264e+18,250.105892222255,46.6922775432275,21.616770000000002,0.2029989,20.23175,0.0291468,19.43877,0.02339232,19.1729,0.03001513,18.8776,0.08079362,0.191272,0.044513,,,,,
48,SE,2,113.0,250.10707995200002,46.6872779167,1.2376517158723267e+18,250.1065223092,46.6873012713842,23.80389,0.6102419,21.93938,0.06729031,20.513720000000003,0.03281088,20.08922,0.03561416,19.592129999999997,0.07783339,0.22646999999999998,0.018049000000000003,,,,,
49,SE,2,165.0,250.08962197099999,46.68036125,1.2376517158723261e+18,250.08980512658698,46.6799538777328,20.91082,0.11552639999999999,19.38073,0.01548139,18.59401,0.01241246,18.10977,0.01327479,17.95273,0.03873995,0.13288,0.033766000000000004,,,,,
50,SE,2,172.0,250.109996967,46.6804445833,1.2376517158723267e+18,250.109513813451,46.6807712161147,25.49994,0.6112616999999999,21.86991,0.06604459,20.58898,0.036199300000000004,20.168,0.04002596,19.81417,0.09978247,0.196623,0.019851,,,,,
51,SE,3,18.0,250.085121117,46.69711125,1.2376517158723261e+18,250.085350632244,46.6968269382775,22.27735,0.29345970000000005,20.22239,0.02482578,18.79731,0.01243065,18.24728,0.01238107,17.82934,0.02729589,0.222451,0.014159999999999999,,,,,
52,SE,3,77.0,250.088163138,46.69016680560001,1.237651715872326e+18,250.08854470884998,46.6902819881882,21.40173,0.1509739,19.42841,0.01480207,18.20861,0.008808782,17.72383,0.009128951,17.37321,0.020503599999999997,0.176464,0.009447,,,,,
53,SE,3,118.0,250.08087173599998,46.684972361099994,1.237651715872326e+18,250.08090788132702,46.6847312945368,24.42299,0.9279280000000001,20.68477,0.02868301,19.39733,0.01601793,18.87791,0.01616994,18.563760000000002,0.03885056,0.217464,0.037794,,,,,
54,SE,3,176.0,250.08083041700002,46.6781390278,1.2376517158723261e+18,250.08013202313998,46.678092700993005,22.22324,0.24563000000000001,20.7581,0.03326762,19.35801,0.01685172,18.879479999999997,0.01766974,18.42592,0.03899921,0.27371100000000004,0.045403,,,,,
55,SW,1,15.0,250.03720439900002,46.69811125,1.2376517158723264e+18,250.03781184934,46.697909947768096,24.457639999999998,0.8970059000000001,21.19199,0.04057726,19.86415,0.02157367,19.36006,0.02199357,19.04066,0.05458268,0.273854,0.07370800000000001,,,,,
56,SW,1,51.0,250.057579572,46.6947223611,1.237651715872326e+18,250.05811404409,46.6944156100398,23.34421,0.518977,21.51941,0.05319730000000001,20.24344,0.02920148,19.73645,0.03017676,19.3523,0.07295099,0.190474,0.011893,,,,,
57,SW,1,122.0,250.05316334,46.6861945833,1.2376517158723261e+18,250.05327962723598,46.6860930832744,22.29291,0.3349522,19.61656,0.01727302,18.21663,0.009048221,17.68965,0.009137995999999999,17.35791,0.02099095,0.23520300000000002,0.021303,,,,,
58,SW,1,243.0,250.06783071200002,46.67236125,1.2376517158723267e+18,250.067635684272,46.6722796880464,23.95082,0.8707406999999999,21.61524,0.06450848,20.27618,0.03341718,19.7821,0.03514948,19.382720000000003,0.08534768,0.196664,0.012943999999999999,,,,,
59,SW,1,246.0,250.076497376,46.6724168056,1.237651715872326e+18,250.076571021178,46.67248247455811,20.687260000000002,0.100543,18.70031,0.01034051,17.51125,0.006408107,17.05443,0.006735415,16.75562,0.01533261,0.18901400000000002,0.013477000000000001,7.05953571211864e+17,250.07657999999998,46.672478000000005,0.1890255,3.032739e-05
60,SW,2,98.0,250.066204862,46.6890279167,1.2376517158723267e+18,250.065643091285,46.6892716109247,23.098489999999998,0.4681095,21.357960000000002,0.04971333,20.03284,0.02621029,19.50967,0.02697532,19.17426,0.06843437,0.21221700000000002,0.014625,,,,,
61,SW,3,22.0,250.057496123,46.6970001389,1.237651715872326e+18,250.058178357174,46.6970675125102,19.981720000000003,0.06671327,18.44205,0.009158663000000001,17.631970000000003,0.007238933,17.17569,0.00778072,16.85882,0.01878272,0.082587,0.024643,7.059546707234918e+17,250.05819,46.697063,0.11088019999999998,2.170777e-05
62,,,,,,1.237651715872326e+18,,,23.034489999999998,0.4054757,21.46106,0.05150130000000001,20.14971,0.02758102,19.62869,0.027654900000000003,19.21037,0.06349189,0.22983299999999998,0.048251,,,,,
63,,,,,,1.2376517158723261e+18,,,22.8505,0.41322159999999997,20.85516,0.0361088,19.4681,0.01831523,18.88991,0.01756681,18.55569,0.04248094,0.22034299999999998,0.014422999999999998,,,,,
64,,,,,,1.2376517158723264e+18,,,21.001720000000002,0.07841393,20.80647,0.03076888,20.82522,0.04751059,20.23254,0.04517293,20.31466,0.16348429999999997,0.588154,0.135598,,,,,
65,,,,,,1.2376517158723261e+18,,,22.441679999999998,0.30023540000000004,20.36996,0.02541384,18.993570000000002,0.01321315,18.46957,0.0132131,18.13485,0.03099055,0.22148099999999998,0.017051,,,,,
66,,,,,,1.2376517158723264e+18,,,22.56764,0.3641382,20.6789,0.03396773,19.33142,0.01760651,18.83419,0.01844276,18.60905,0.05073995,0.219737,0.021616,,,,,
67,,,,,,1.2376517158723264e+18,,,23.899639999999998,0.9135880999999999,21.49022,0.06326377,20.14077,0.03266746,19.755129999999998,0.03706457,19.235229999999998,0.08047345,0.235154,0.022478,,,,,
68,,,,,,1.2376517158722604e+18,,,21.90074,0.3563792,19.95968,0.04202721,18.4373,0.01638419,17.92105,0.0146994,17.697010000000002,0.03541634,0.333727,0.039692000000000005,,,,,
69,,,,,,1.2376517158722606e+18,,,23.64874,0.6829704000000001,21.51596,0.05592638,20.09028,0.02778277,19.59563,0.02807242,19.20555,0.06672863,0.21966100000000002,0.009882,,,,,
70,,,,,,1.2376517158722606e+18,,,22.296529999999997,0.2620696,20.428179999999998,0.02611263,18.93208,0.01270117,18.48619,0.03527879,18.11938,0.03018466,0.32021,0.061553,,,,,
71,,,,,,1.2376517158722606e+18,,,22.27211,0.2761052,20.13715,0.02184327,18.81928,0.01202636,18.324679999999997,0.01230904,18.00744,0.029842,0.21040799999999998,0.014506,,,,,
72,,,,,,1.2376517158722614e+18,,,23.66835,0.6898379,21.68457,0.06398182,20.58009,0.04104009,20.06989,0.04166632,19.754360000000002,0.108457,0.161496,0.017478999999999998,,,,,
73,,,,,,1.2376517158722614e+18,,,24.44546,1.042092,21.15224,0.04500895,19.831770000000002,0.02419941,19.295560000000002,0.02393123,18.96593,0.05940003,0.204839,0.01747,,,,,
74,,,,,,1.2376517158722616e+18,,,22.67461,0.3165545,21.97109,0.08045657,21.34967,0.07816139999999999,21.053160000000002,0.09530619,20.75524,0.24903699999999998,0.254197,0.038534,,,,,
75,,,,,,1.2376517158723256e+18,,,24.27869,1.4242059999999999,21.14969,0.06697784,20.53728,0.06061208,20.23931,0.07440547,21.73788,0.8951829,0.148093,0.11071900000000001,,,,,
76,,,,,,1.237651715872326e+18,,,22.31691,0.223019,20.811,0.03018984,20.70719,0.04328572,20.60824,0.06231083,21.29577,0.37054380000000003,0.044087,0.055153,,,,,
77,,,,,,1.2376517158723261e+18,,,20.67321,0.09819369,19.32331,0.01615385,18.51784,0.01221731,18.08674,0.01377121,17.80613,0.03682278,0.125788,0.020418000000000002,,,,,
78,,,,,,1.2376517158723261e+18,,,25.1206,0.8995164000000001,21.24511,0.04610663,19.885360000000002,0.02366432,19.41744,0.02501581,19.21004,0.07033624,0.25435599999999997,0.029991000000000004,,,,,
79,,,,,,1.2376517158723261e+18,,,22.2797,0.2617015,20.30013,0.02358091,19.078529999999997,0.01374916,18.56614,0.01400062,18.26414,0.0346649,0.18814,0.016446000000000002,,,,,
80,,,,,,1.2376517158723261e+18,,,20.403779999999998,0.1792187,18.53614,0.01694372,17.38938,0.01037614,16.96784,0.0117546,16.7524,0.03346946,0.227921,0.023754,,,,,
81,,,,,,1.2376517158723261e+18,,,23.29724,0.7130868,20.47843,0.03125486,19.20567,0.0173219,18.66285,0.01743999,18.45288,0.04769243,0.190816,0.017172,,,,,
82,,,,,,1.2376517158723264e+18,,,24.630779999999998,0.9042110000000001,21.834629999999997,0.06817688,20.50969,0.03606997,19.97188,0.03605999,19.72552,0.09840827,0.208677,0.014063999999999998,,,,,
83,,,,,,1.2376517158723264e+18,,,22.85398,0.3359816,21.19559,0.03991366,19.860689999999998,0.02102512,19.30087,0.02032421,18.98421,0.05001644,0.235965,0.021889,,,,,
84,,,,,,1.2376517158723267e+18,,,23.37815,0.5641078,21.080679999999997,0.03984836,19.70823,0.02042357,19.16985,0.02022398,18.83116,0.04905487,0.220059,0.011347,,,,,
85,,,,,,1.2376517158723267e+18,,,21.55882,0.20885599999999999,21.95072,0.1356183,20.79982,0.08061610000000001,19.76456,0.05343251,19.418879999999998,0.13863029999999998,0.682635,0.10479400000000001,,,,,
86,,,,,,1.2376517158723267e+18,,,22.60471,0.3002959,21.50638,0.05452274,20.19773,0.02925706,19.74519,0.031418,19.37306,0.07700095,0.271983,0.073487,,,,,
87,,,,,,1.2376517158723267e+18,,,23.74992,0.8214712,21.75929,0.07777691,20.4459,0.04108872,19.82041,0.03860838,19.69892,0.11927529999999999,0.214508,0.044211,,,,,
88,,,,,,1.2376517158723267e+18,,,22.85603,0.3403454,21.40679,0.04767336,20.09178,0.025569099999999997,19.595570000000002,0.02621503,19.41036,0.07383647,0.239608,0.048197000000000004,,,,,
89,,,,,,1.2376517158723267e+18,,,23.94408,0.8488982,21.48295,0.05625847,20.21791,0.03112847,19.785439999999998,0.03461372,19.67524,0.10820810000000002,0.232352,0.044603,,,,,
90,,,,,,1.2376517158722606e+18,,,19.76882,0.0450582,18.973570000000002,0.01139725,18.32519,0.01002721,18.02946,0.01217597,17.82301,0.03348545,0.225093,0.031627999999999996,,,,,
91,,,,,,1.2376517158722606e+18,,,22.39837,0.34779770000000004,19.849529999999998,0.01961492,18.3969,0.009935468000000001,17.865879999999997,0.009886093,17.48722,0.02193862,0.234015,0.015441,,,,,
92,,,,,,1.2376517158722606e+18,,,20.93196,0.121958,19.706960000000002,0.02077922,18.69591,0.01428132,18.21412,0.01497493,17.91759,0.03819871,0.209389,0.023425,,,,,
93,,,,,,1.2376517158722609e+18,,,22.917460000000002,0.479426,20.997510000000002,0.04271482,19.77582,0.02495988,19.248520000000003,0.024878,18.87789,0.06000846,0.180805,0.013865,,,,,
94,,,,,,1.2376517158722609e+18,,,22.8644,0.3943461,21.5759,0.06022461,20.22241,0.03160249,19.65043,0.03048342,19.38755,0.08225204,0.272456,0.052311,,,,,
95,,,,,,1.2376517158722614e+18,,,24.43575,1.118243,21.51942,0.06445,20.311329999999998,0.03798179,19.73501,0.03639192,19.346429999999998,0.08902162,0.14891400000000002,0.016828,,,,,
96,,,,,,1.2376517158722614e+18,,,22.74996,0.33367090000000005,21.05495,0.0377867,19.683989999999998,0.01996891,19.183970000000002,0.01998563,18.82809,0.04740053,0.232379,0.030566000000000003,,,,,
97,,,,,,1.2376517158722614e+18,,,22.48208,0.359985,20.60061,0.03385428,19.20736,0.01741568,18.70423,0.01764585,18.36786,0.04350726,0.22570500000000002,0.014378,,,,,
98,,,,,,1.2376517158722614e+18,,,22.522389999999998,0.27168590000000004,21.52899,0.054166099999999995,20.72918,0.0455138,20.58567,0.06200385,20.36209,0.1759973,0.299426,0.113923,,,,,
99,,,,,,1.2376517158722614e+18,,,23.38588,0.6215447,21.29437,0.05038567,19.87875,0.02524996,19.43469,0.02678945,19.12368,0.06812491,0.21085500000000001,0.015962,,,,,
100,,,,,,1.2376517158722614e+18,,,22.66786,0.412311,21.31764,0.05920333,19.968410000000002,0.03092538,19.42597,0.03076828,18.96803,0.0702682,0.293452,0.049014999999999996,,,,,
101,,,,,,1.2376517158722614e+18,,,25.54831,0.6110275,21.67967,0.05767545,20.333479999999998,0.03064915,19.81159,0.03011287,19.67246,0.08768808,0.265394,0.043074,,,,,
102,,,,,,1.2376517158722614e+18,,,23.06225,0.38261999999999996,21.12184,0.03585726,20.1891,0.02647317,19.86283,0.03019264,19.60846,0.07972773,0.163971,0.024497,,,,,
103,,,,,,1.2376517158722614e+18,,,23.713729999999998,1.001121,21.54908,0.07821001,20.24598,0.04200167,19.63306,0.03949918,19.58832,0.1313924,0.210577,0.030594999999999997,,,,,
104,,,,,,1.2376517158722614e+18,,,23.29441,0.5244814999999999,21.95061,0.07866928,20.396639999999998,0.03473303,19.902070000000002,0.03566518,19.58001,0.09164902,0.334231,0.040131,,,,,
105,,,,,,1.2376517158722614e+18,,,23.479129999999998,0.6114585,21.637539999999998,0.06211115,20.81035,0.05039606,20.622120000000002,0.06714346,20.16914,0.1560646,0.203026,0.07195399999999999,,,,,
106,,,,,,1.2376517158723256e+18,,,24.445870000000003,0.8363456,21.26199,0.0409096,19.95232,0.02213972,19.46474,0.02291268,19.25144,0.06274018,0.209195,0.021765,,,,,
107,,,,,,1.237651715872326e+18,,,22.05575,0.2194895,19.77584,0.01672188,18.54644,0.009898249,18.05012,0.01008114,17.75666,0.02366901,0.18753599999999998,0.012481,,,,,
108,,,,,,1.237651715872326e+18,,,24.91416,0.8728929,21.13938,0.03934038,19.68744,0.01920631,19.13652,0.01888925,18.8062,0.04578675,0.248529,0.025161000000000003,,,,,
109,,,,,,1.237651715872326e+18,,,23.73218,0.9643655000000001,20.88008,0.04312106,19.695970000000003,0.02562531,19.22084,0.02737411,18.792289999999998,0.06346739,0.15546300000000002,0.016233,,,,,
110,,,,,,1.237651715872326e+18,,,21.323729999999998,0.1344229,20.4401,0.02943852,19.66591,0.02425604,19.25121,0.02786722,18.83545,0.06755156,0.251763,0.036844999999999996,,,,,
111,,,,,,1.2376517158723261e+18,,,22.74318,0.33642009999999994,20.90504,0.0341119,19.49765,0.01722915,18.97117,0.01719897,18.534000000000002,0.03818408,0.22757399999999997,0.014669999999999999,,,,,
112,,,,,,1.2376517158723261e+18,,,22.78665,0.3293546,20.731289999999998,0.0286205,19.31767,0.01454264,18.78259,0.01449567,18.41718,0.03350282,0.22603600000000001,0.015581,,,,,
113,,,,,,1.2376517158723264e+18,,,21.65,0.14233829999999997,20.71552,0.029741399999999998,19.86356,0.02284308,19.41191,0.02477639,19.13569,0.06589437,0.21109699999999998,0.040097,,,,,
114,,,,,,1.2376517158723264e+18,,,22.79815,0.3125367,21.38553,0.04452568,20.52644,0.03408941,20.06414,0.03570324,19.79251,0.0943336,0.15363,0.022143,,,,,
115,,,,,,1.2376517158723264e+18,,,22.16613,0.19999170000000002,21.783820000000002,0.06587342,21.36607,0.07425576,21.0486,0.09110636,22.266579999999998,0.7091486,0.303103,0.138909,,,,,
116,,,,,,1.2376517158723264e+18,,,22.10199,0.249137,21.2477,0.05469542,20.580779999999997,0.04927515,20.36242,0.06611319,20.25168,0.2300323,0.228456,0.061175,,,,,
117,,,,,,1.2376517158723267e+18,,,22.612679999999997,0.3017769,21.82366,0.07223501,20.42578,0.03561376,19.95684,0.03746524,19.648970000000002,0.09740386,0.38928,0.067742,,,,,
118,,,,,,1.2376517158723267e+18,,,24.730729999999998,0.8158949000000001,21.591739999999998,0.05284425,20.2426,0.02752618,19.7003,0.02698129,19.27212,0.06168392,0.21185500000000002,0.028654000000000002,,,,,
119,,,,,,1.2376517158723267e+18,,,22.21,0.3068898,21.359560000000002,0.06688327,20.04634,0.03523986,19.70811,0.04230433,19.256420000000002,0.09927889,0.394361,0.07244199999999999,,,,,
