,tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err
0,NE,1,21.0,260.62451897299997,32.15761125,1.2376655693019233e+18,260.624244954394,32.1581145515517,22.75885,0.5666258000000001,21.17275,0.0711435,20.19603,0.0399259,19.99267,0.04713167,20.0315,0.18370029999999998,0.316735,0.149482,,,,,
1,NE,1,29.0,260.643352305,32.1576668056,1.2376655693019886e+18,260.643390193632,32.1571461884648,23.1403,0.6553432,20.5803,0.03596807,19.677329999999998,0.02191953,19.35016,0.023556,19.01276,0.06374729,0.119298,0.036338,,,,,
2,NE,1,126.0,260.632810932,32.1456668056,1.237665569301988e+18,260.632873430027,32.1451376186137,22.33282,0.2789414,20.83316,0.03707378,19.39626,0.01546744,18.88569,0.0142892,18.58435,0.03686913,0.28581100000000004,0.06575399999999999,,,,,
3,NE,2,32.0,260.61501903,32.1553056944,1.2376655693019233e+18,260.615129922427,32.1550472878152,22.679879999999997,0.3680938,21.30632,0.05328951,19.755779999999998,0.01988591,19.27136,0.01873862,18.91384,0.04839759,0.333125,0.069636,,,,,
4,NE,2,62.0,260.617435779,32.1519168056,1.2376655693019233e+18,260.617404909419,32.1516502294881,21.4483,0.20840879999999998,20.2375,0.03483102,19.38025,0.02283392,18.985960000000002,0.02335871,18.73919,0.07018536,0.194881,0.02925,,,,,
5,NE,2,179.0,260.619811116,32.1381668056,1.2376655693019878e+18,260.62039876549704,32.1379952928019,24.045679999999997,0.9483265,21.19302,0.04850687,19.85741,0.02110138,19.30491,0.01900754,19.06632,0.05402289,0.20790999999999998,0.014955000000000001,,,,,
6,NE,3,42.0,260.639852375,32.154833472199996,1.2376655693019886e+18,260.63961067072,32.1551411937634,22.5142,0.31767449999999997,20.95298,0.04066132,20.34827,0.03066813,19.98316,0.03219391,19.847070000000002,0.10602650000000001,0.07248500000000001,0.026432,,,,,
7,NE,3,73.0,260.61035250099997,32.1496668056,1.2376655693019223e+18,260.61017438504297,32.1496391532244,23.65717,0.9051149,20.62331,0.035263300000000004,19.12396,0.01418269,18.60369,0.01295266,18.25112,0.03207895,0.258747,0.021498,,,,,
8,NE,3,84.0,260.636352502,32.14961125,1.2376655693019886e+18,260.63681334851503,32.1495969293698,23.33249,0.6574641,21.37627,0.05975504,20.16422,0.02800864,19.62197,0.02556418,19.365289999999998,0.07474346,0.18074400000000002,0.019657,,,,,
9,NE,3,98.0,260.635102542,32.1479723611,1.2376655693019886e+18,260.63559492874003,32.1478177390558,23.121879999999997,0.4957634,21.92539,0.08307905,20.49731,0.03216558,20.00113,0.03039421,19.81476,0.09515801,0.31863800000000003,0.082419,,,,,
