tile,dither,fiber,fiber_ra,fiber_dec,objID,ra,dec
NE,D1,78,234.242717225,24.4269723611,1237665102219248646,234.242469078,24.4267076279204
NE,D1,124,234.248133976,24.4218334722,1237665102219248669,234.24778507737,24.4216003674571
NE,D1,208,234.24159248,24.4115001389,1237665102219248209,234.241033624453,24.4115198732894
NE,D2,11,234.253633758,24.4351390278,1237665102219247910,234.253589495461,24.4345577398586
NE,D2,153,234.247134041,24.4178890278,1237665102219248671,234.246560360257,24.4179323051055
NE,D2,232,234.261342517,24.4092223611,1237665102219248742,234.261497336502,24.4096220506692
NE,D3,23,234.249258796,24.4328056944,1237665102219247904,234.249332321242,24.4331983002439
NE,D3,55,234.255842186,24.4293334722,1237665102219248688,234.256478862825,24.4293552637923
NE,D3,181,234.246050774,24.41386125,1237665102219248054,234.245982574075,24.4134902258404
NE,D3,182,234.248259107,24.4138890278,1237665102219248050,234.247909448108,24.4141066056358
NE,D3,191,234.236175803,24.41211125,1237665102219247902,234.236173203761,24.4120569511401
NE,D3,198,234.251509136,24.41211125,1237665102219248049,234.251394740669,24.4123912325091
NE,D3,210,234.245925832,24.4103334722,1237665102219248051,234.24546324035,24.4102984467851
NE,D3,219,234.233967527,24.40861125,1237665102219247901,234.234388446055,24.4087774775243
NW,D1,116,234.232883949,24.4235279167,1237665102219248036,234.232317236905,24.4237186961602
NW,D1,148,234.207592367,24.41836125,1237665102219248538,234.207574680374,24.4180450571886
NW,D2,26,234.225133787,24.43336125,1237665102219248569,234.225444380224,24.4330849316527
NW,D3,2,234.205383769,24.4344445833,1237665102219248499,234.205087746679,24.4346368151522
NW,D3,44,234.202092187,24.4292779167,1237665102219248500,234.202617371962,24.4293845819645
NW,D3,210,234.216342499,24.4103334722,1237665102219248586,234.216767858108,24.4100269158591
SE,D1,48,234.240509278,24.4035001389,1237665102219248041,234.24005377124,24.4033849643948
SE,D1,64,234.243800973,24.4017501389,1237665102219247927,234.244190923183,24.4013354086457
SE,D1,221,234.238301284,24.3828056944,1237665102219248700,234.23810242295,24.3824162036058
SE,D2,80,234.245967676,24.3995556944,1237665102219247925,234.246076010566,24.3993432947632
SE,D2,83,234.252592676,24.3995279167,1237665102219248728,234.253167584644,24.3993648277981
SE,D2,95,234.247051039,24.3977501389,1237665102219247926,234.247473661283,24.3977369335722
SE,D2,166,234.243842847,24.3891390278,1237665102219248066,234.243713071114,24.3894751110603
SE,D2,239,234.244842988,24.3805556944,1237665102219248071,234.244431828403,24.3808143107415
SE,D3,108,234.244926076,24.3954723611,1237665102219247924,234.244618378472,24.3959655619825
SW,D1,15,234.202217555,24.4068890278,1237665102219248542,234.202556176168,24.4068023642842
SW,D1,66,234.218592639,24.4018056944,1237665102219248605,234.218697097843,24.4023215550935
SW,D1,142,234.226259447,24.3931945833,1237665102219248652,234.226128694711,24.3937153482864
SW,D2,185,234.224092875,24.3874445833,1237665102219248642,234.223573085087,24.3875940792366
SW,D2,246,234.23067632,24.3806390278,1237665102219248043,234.230903406002,24.3801238124741
SW,D3,65,234.216384324,24.4006668056,1237665102219247683,234.21665175699,24.400729730887
SW,D3,181,234.216467883,24.3869168056,1237665102219248629,234.216436347404,24.3871287639978
SW,D3,191,234.206592912,24.3851668056,1237665102219248028,234.206939926985,24.3848655016189
SW,D3,210,234.216342941,24.3833890278,1237665102219248632,234.21690543456,24.3834864557548
