tile,dither,fiber,fiber_ra,fiber_dec,objID,ra,dec
NE,D1,70,16.2506316918,0.0798396972222,588015509276459704,16.25095657,0.08009885
NE,D1,94,16.2405900254,0.0763396972222,588015509276459673,16.24051812,0.07679443
NE,D1,176,16.230590026,0.0660341416667,588015509276459638,16.23084491,0.06600662
NE,D1,195,16.2396316927,0.0642563638889,588015509276459670,16.23942757,0.0644518
NE,D1,223,16.2376316929,0.0608396972222,588015509276459209,16.23723991,0.06100216
NE,D2,42,16.251590025,0.0826730305556,588015509276459709,16.25187208,0.08261433
NE,D2,168,16.2426316926,0.0672008083333,588015509276459099,16.24269869,0.06739715
NE,D2,186,16.249590026,0.0655063638889,588015509276459698,16.24981016,0.06598115
NE,D2,213,16.2456316929,0.0620063638889,588015509276459104,16.24610529,0.06193501
NE,D2,216,16.2516316929,0.0620341416667,588015509276459705,16.25202953,0.06241728
NE,D2,220,16.2307150263,0.0602563638889,588015509276459208,16.23069905,0.06009601
NE,D3,38,16.2445483583,0.0820896972222,588015509276459225,16.24399591,0.08198321
NE,D3,106,16.2356316922,0.0735341416667,588015509276459212,16.23560649,0.07309766
NE,D3,118,16.2306316923,0.0717563638889,588015509276459206,16.23032074,0.07209334
NE,D3,160,16.2275900259,0.066617475,588015509276459193,16.22734718,0.06685065
NW,D1,156,16.2215483591,0.0694508083333,588015509276459603,16.22110373,0.06972063
NW,D1,163,16.2065900259,0.0677285861111,588015509276459540,16.20649144,0.068285
NW,D2,127,16.2205066923,0.072367475,588015509276459602,16.22036305,0.07262499
NW,D2,173,16.2255483592,0.067117475,588015509276459194,16.22590442,0.06744078
NW,D2,229,16.2215483596,0.0603396972222,588015509276459188,16.22141259,0.06052521
NW,D3,122,16.211548359,0.071867475,588015509276459560,16.21161236,0.0715115
NW,D3,127,16.2215066923,0.0718119194444,588015509276459604,16.22154184,0.07163733
NW,D3,187,16.225590026,0.0649785861111,588015509276459195,16.2252146,0.06456228
NW,D3,207,16.2075483595,0.0614508083333,588015509276459541,16.20730956,0.06175928
SE,D1,25,16.2475483597,0.0579785861111,588015509276459693,16.24717079,0.05837113
SE,D1,50,16.2395900265,0.0545063638889,588015509276459219,16.23933715,0.05491981
SE,D1,148,16.232590027,0.0424785861111,588015509276459644,16.23264123,0.04199883
SE,D2,191,16.2306316939,0.0367563638889,588015509276459636,16.23055339,0.0372746
SE,D3,17,16.2315900264,0.0568952527778,588015509276459641,16.23171615,0.05655671
SE,D3,208,16.2365900273,0.0345063638889,588015509276459214,16.23639366,0.03474255
SE,D3,238,16.238631694,0.0310063638889,588015509276459216,16.23868677,0.03140059
SW,D1,126,16.2196733602,0.0460063638889,588015509276459585,16.21930809,0.04585959
SW,D2,26,16.2215900264,0.0574785861111,588015509276459187,16.22195168,0.05723525
SW,D2,36,16.2126316932,0.0557841416667,588015509276459566,16.21292001,0.05549497
SW,D2,135,16.2076733603,0.0436452527778,588015509276459542,16.20756183,0.04393941
SW,D2,163,16.2056733604,0.0402008083333,588015509276459539,16.20613937,0.03990812
SW,D2,218,16.1996733606,0.0332841416667,588015509276459180,16.19995408,0.03306965
SW,D2,239,16.212631694,0.031617475,588015509276459183,16.21304672,0.03193791
SW,D3,68,16.2196316933,0.0517563638889,588015509276459588,16.21959011,0.05123377
SW,D3,115,16.2267150269,0.0465619194444,588015509276459631,16.22695253,0.04618111
SW,D3,148,16.2056316937,0.041367475,588015509276459538,16.20508605,0.0412313
SW,D3,228,16.220631694,0.0327841416667,588015509276459596,16.22056074,0.03248724
