objID,ra,dec,Photoz,Photoz_err
587734304875610492,328.33894725,0.19186223,0.210957,0.031151
587734304875610748,328.33586188,0.19304171,0.151084,0.037486
587734304875610354,328.3381717,0.19835973,0.202539,0.024459
587734304875610732,328.3314515,0.18721282,0.205494,0.015296
587734304875610733,328.33212448,0.18559988,0.210477,0.01514
587734304875610757,328.34050075,0.18344759,0.183196,0.011072
587731186726929280,328.34258267,0.21106047,0.109741,0.036102
587734304875610191,328.35227346,0.19826313,0.02977,0.062442
587734304875610194,328.35071266,0.19832467,0.414424,0.182843
587734304875610366,328.35678282,0.18787442,0.207976,0.012232
587734304875610368,328.3553303,0.18824683,0.1696,0.028705
587734304875610483,328.32243496,0.18623391,0.224516,0.034488
587734304875610607,328.35321203,0.19986756,0.291505,0.038517
587734304875610749,328.33722442,0.17279183,0.29139,0.051732
587731186726929239,328.33002332,0.21286289,0.125752,0.02719
587731186726929245,328.33243116,0.22218173,0.149384,0.033074
587734304875610183,328.35925216,0.1945042,0.236253,0.011676
587734304875610184,328.36332264,0.19824694,0.224375,0.021735
587734304875610186,328.35857851,0.1914648,0.188231,0.022038
587734304875610188,328.36001447,0.1994361,0.167886,0.056303
587734304875610482,328.31990149,0.19986906,0.201676,0.024357
587734304875610513,328.3616901,0.18507561,0.205851,0.015439
587734304875610577,328.36090259,0.20345186,0.253667,0.017917
587734304875610580,328.36255391,0.18722642,0.218185,0.015846
587734304875610699,328.31393884,0.19438513,0.26428,0.048674
587734304875610703,328.31648368,0.17540594,0.056616,0.030208
587734304875610707,328.31855718,0.18702371,0.072015,0.07725
587734304875610780,328.34831509,0.20243937,0.197596,0.022592
587734304875610804,328.35223903,0.18310717,0.199244,0.033721
587734304875610836,328.36764723,0.19351262,0.197026,0.052144
587731186726928420,328.29431778,0.21198373,0.032673,0.043847
587731186726928422,328.29904948,0.21034617,0.119558,0.120111
587731186726928424,328.29732124,0.21008638,0.100596,0.077963
587731186726928592,328.38205188,0.21384482,0.155003,0.102916
587731186726928954,328.33949022,0.23571012,0.250208,0.015403
587731186726928958,328.34607857,0.23433022,0.158352,0.022321
587731186726928961,328.34964984,0.2224559,0.223013,0.012351
587731186726928971,328.36390733,0.21749101,0.210534,0.049894
587731186726929040,328.32335038,0.23164061,0.248053,0.014052
587731186726929273,328.33943969,0.23283664,0.186203,0.021251
587731186726929341,328.36099418,0.22336333,0.290813,0.091829
587734304875610332,328.31745122,0.14962421,0.346609,0.09153
587734304875610357,328.34280812,0.15294213,0.226115,0.017534
587734304875610403,328.3753868,0.20313847,0.305987,0.089868
587734304875610667,328.29518677,0.18645379,0.243038,0.061443
587734304875610688,328.30480363,0.16514661,0.194699,0.03945
587734304875610697,328.31177105,0.17593367,0.093236,0.042092
587734304875610770,328.34485744,0.15976251,0.026565,0.01558
587734304875610837,328.36755974,0.19947346,0.305259,0.08592
587734304875610858,328.3712854,0.19824447,0.189625,0.024667
587734304875610861,328.37424733,0.17618155,0.340888,0.111109
587734304875610876,328.37858054,0.17302833,0.206034,0.038823
587734304875610884,328.38215136,0.17243522,0.213123,0.027241
587734304875611342,328.38802578,0.18972723,2.797E-3,0.117083
