objID,distance,ra,dec,u,g,r,i,z
588015509271674958,5.00422147E-4,5.20390014,0.18222963,20.126263,18.203598,16.762875,16.231535,15.907504
588015509271674959,0.17971241,5.20441353,0.18518202,24.311661,21.037067,19.7637,19.054033,18.749519
588015509271675062,0.35014481,5.2084638,0.18587763,24.339878,20.691814,19.345125,18.790131,18.519264
588015509271675252,0.38191088,5.2083264,0.17764776,24.027361,21.395966,20.339972,19.610991,19.894449
588015509271609670,0.44883991,5.19944141,0.1882299,24.396788,20.006325,18.789923,18.254087,17.976414
588015509271675245,0.46831288,5.20636827,0.17482222,23.570461,21.654623,20.67222,20.338057,19.913788
588015509271675068,0.63719575,5.21098127,0.17430785,25.158857,20.802902,19.487133,18.970472,18.677767
588015509271675692,0.65073498,5.21469463,0.18109713,22.502466,21.955242,20.944296,20.203283,20.629709
588015509271675278,0.70402434,5.2144763,0.18732904,21.719654,20.079176,19.689262,19.501949,20.0476
588015509271609545,0.72467734,5.19692031,0.1723786,21.167021,19.169395,18.150406,17.689848,17.328001
588015509271675064,0.73853802,5.20862764,0.17086149,22.153063,20.124199,18.851358,18.272081,17.990665
588015509271610152,0.74377701,5.20013418,0.17042179,22.395739,21.91242,21.112461,20.740084,20.315367
588015509271675269,0.77627834,5.21234651,0.1724221,22.031649,21.528372,20.862919,20.664557,20.997694
588015509271675277,0.78837831,5.21516267,0.18901158,22.023514,21.069714,20.071434,19.523754,19.400757
588015509271610151,0.82355432,5.2007068,0.16888216,21.914991,20.621737,19.529173,18.983564,18.70631
588015509271675066,0.83254134,5.21078476,0.1942817,22.621428,20.372742,19.120726,18.566175,18.252106
588015509271675164,0.93177798,5.21636144,0.19150854,22.895607,21.752895,20.008387,19.35306,18.90308
588015509271675069,0.95201236,5.21226015,0.16873875,23.038021,20.50959,18.962313,18.345013,18.045111
588015509271675296,0.99276699,5.21703939,0.17216275,25.567787,21.910326,21.046637,20.441849,19.711157
588015509271675054,1.02311929,5.20381396,0.19928171,23.562471,21.674185,21.009901,20.809872,21.436209
588015509271675305,1.07982744,5.21976514,0.19074196,21.571068,20.354483,19.786907,19.538658,20.132086
588015509271675259,1.09690196,5.21026103,0.16508708,22.303751,21.145882,20.099266,19.572037,19.096184
588015509271609548,1.10558838,5.201156,0.16400992,18.41161,16.9711,16.425747,16.119095,15.890686
588015509271609672,1.10924599,5.20166838,0.20058076,24.311598,20.65484,19.426519,18.886799,18.58144
588015509271610137,1.11700129,5.19530083,0.198737,22.958006,21.708481,20.650129,20.337065,19.637718
588015509271609549,1.14441724,5.20172765,0.16328094,20.503,19.947186,19.135538,18.401941,17.874435
588015509271675297,1.18156705,5.21725756,0.16775192,22.567173,21.812258,20.76597,20.277439,19.605749
588015509271675313,1.2628088,5.22211596,0.17167209,26.954826,21.35569,20.12993,19.606451,19.500845
588015509271675285,1.2686558,5.21438281,0.16386194,22.534731,21.263491,20.055586,19.503136,19.487247
588015509271675324,1.28194273,5.22504295,0.17909461,23.432856,21.855282,20.566357,19.824978,19.545408
588015509271610099,1.31077595,5.18735615,0.16797172,21.701994,20.583124,19.84412,19.573677,19.719807
588015509271610092,1.33678157,5.18438033,0.19295532,21.674128,21.196592,20.452993,20.391302,20.03874
588015509271675242,1.33815175,5.20600118,0.16002564,25.856262,21.523523,20.51161,19.943617,19.421967
588015509271675189,1.37376627,5.21672351,0.2012039,21.151583,20.476156,19.905058,19.639164,19.733976
588015509271610142,1.42805472,5.19731127,0.20509793,21.566725,20.067089,18.929585,18.484205,18.035637
588015509271609736,1.46063937,5.18674477,0.16496579,21.471123,20.850843,20.12344,19.994017,19.673515
588015509271675074,1.5659625,5.21458799,0.20604387,25.24189,21.851355,20.327501,19.577784,19.115778
588015509271675073,1.61319362,5.2144336,0.20697048,23.797455,21.24851,19.489279,18.91188,18.471731
587731186743050774,1.68419594,5.20929749,0.20977725,22.852488,21.622845,20.159214,19.583769,19.234989
588015509271675336,1.69275504,5.23100691,0.17437959,21.782887,21.394554,20.881823,20.632059,20.721544
588015509271609645,1.71685107,5.17556886,0.17827206,22.021753,20.206158,19.271748,18.853914,18.592762
588015509271610083,1.76000756,5.1822835,0.16241053,21.923275,20.534307,19.574678,19.07033,18.64035
588015509271610084,1.81380804,5.18217658,0.16121536,21.91774,21.106314,20.366241,20.173916,19.966209
588015509271609700,1.84493549,5.17743582,0.19787285,22.256466,20.782383,19.556944,19.032253,18.743561
588015509271609662,1.86064089,5.19090319,0.15407786,22.360327,21.317627,19.996925,19.468941,19.042465
588015509271610060,1.89407107,5.17370574,0.19141223,22.255634,21.489801,20.54797,20.142136,19.585695
588015509271674962,1.97553421,5.20927168,0.14974402,19.790009,19.565413,19.256594,18.998409,18.874357
588015509271610052,1.99308473,5.17127906,0.18845698,22.813629,21.649988,20.814096,20.559153,19.945045
588015509271674972,2.01920969,5.22810636,0.15884136,23.895512,21.888672,20.668173,20.23558,19.839169
588015509271609642,2.05106087,5.17304087,0.16753998,23.182966,20.6723,19.536926,18.997696,18.676828
587731186743050335,2.05515541,5.19507723,0.21532408,22.145679,20.330141,19.195366,18.729307,18.307404
588015509271609651,2.07588299,5.18044209,0.20765356,22.263985,20.865442,19.260433,18.642456,18.255043
588015509271674971,2.08497367,5.22834854,0.15752676,20.261509,19.374567,18.314135,17.74114,17.477701
588015509271610058,2.13324151,5.17367213,0.16352439,21.72052,20.830027,19.63048,19.084499,18.904131
588015509271609643,2.16135023,5.1709814,0.16761968,25.712822,21.868559,21.459206,21.123922,20.553764
588015509271675353,2.18547106,5.24013753,0.17845845,23.363907,21.880993,20.665003,20.24958,19.985113
587731186743050699,2.19737021,5.18290593,0.21223223,22.589645,21.325052,20.41807,20.142338,20.562195
588015509271675263,2.29463684,5.21073086,0.14459914,21.535311,20.690435,19.724495,19.257633,18.79162
587731186743050764,2.32281668,5.20589336,0.22089256,24.316732,21.938547,20.777634,20.18387,19.884153
588015509271609732,2.32572966,5.18361432,0.14920494,21.962742,20.725954,19.95886,19.804918,19.50342
588015509271675240,2.32746415,5.20486555,0.14345057,25.917366,21.463852,20.266994,19.852253,19.597065
588015509271675364,2.33935801,5.24181731,0.19134611,24.069151,21.232452,19.673496,19.094316,18.798674
587731186743050806,2.34481413,5.22389119,0.21581468,23.856876,21.877573,20.250847,19.574005,19.0958
588015509271609731,2.40136505,5.18446851,0.14724534,21.949123,21.249363,20.191862,19.668257,19.029236
588015509271675070,2.45067276,5.21314218,0.14244235,23.59202,21.598978,20.13341,19.6782,19.516876
588015509271609734,2.45163229,5.18538984,0.14580673,21.633146,21.79092,21.250235,21.340425,21.44054
588015509271675092,2.48479286,5.23748429,0.15798702,22.619164,21.069277,19.82634,19.237793,18.884266
