objID,ra,dec,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
1237667448880955605,194.20880365264,25.8028500574543,2996190426869819392,194.20881,25.802858,0.2816204,4.485908E-05
1237667448880955603,194.183821247406,25.7822660501339,2996195649550051328,194.18382,25.782273,0.2837582,6.112879E-05
1237667448881021022,194.251881237392,25.8220319159871,2996191526381447168,194.25189,25.822039,0.07831309,2.090382E-05
