objID,ra,dec,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
1237668623551889555,191.105995073964,16.7991564709441,2928545441815488512,191.106,16.799149,0.2346109,3.694397E-05
1237668623551889557,191.107482837856,16.7987600455779,6089104566895771648,191.10748,16.798751,0.2366874,6.59742E-05
1237668623551889757,191.121582189949,16.8214361232361,6089105116651585536,191.12158,16.821428,0.4515024,0.0001044605
