# tile dither fiber fiber_ra fiber_dec
NE D1 1 210.25870833333335 2.9056666666666664
NE D1 2 210.26070833333335 2.905611111111111
NE D1 3 210.26274999999998 2.9056944444444444
NE D1 4 210.26470833333335 2.9056944444444444
NE D1 5 210.26666666666668 2.9056944444444444
NE D1 6 210.26875000000004 2.905638888888889
NE D1 7 210.2707916666667 2.9057222222222223
NE D1 8 210.27270833333336 2.905638888888889
NE D1 9 210.27470833333336 2.90575
NE D1 10 210.27675000000002 2.9056944444444444
NE D1 11 210.27870833333336 2.90575
NE D1 12 210.28070833333337 2.90575
NE D1 13 210.2826666666667 2.9057222222222223
NE D1 14 210.28470833333336 2.9056944444444444
NE D1 15 210.2577916666667 2.903888888888889
NE D1 16 210.25970833333335 2.9039166666666665
NE D1 17 210.26170833333336 2.9039444444444444
NE D1 18 210.2636666666667 2.904
NE D1 19 210.26570833333335 2.9039444444444444
NE D1 20 210.26775000000004 2.9039166666666665
NE D1 21 210.26975 2.903888888888889
NE D1 22 210.27170833333335 2.903888888888889
NE D1 23 210.27370833333336 2.903972222222222
NE D1 24 210.27562500000002 2.903972222222222
NE D1 25 210.27770833333335 2.9039166666666665
NE D1 26 210.27970833333336 2.903972222222222
NE D1 27 210.28170833333337 2.903972222222222
NE D1 28 210.2837916666667 2.903972222222222
NE D1 29 210.28570833333336 2.9039444444444444
NE D1 30 210.25875000000002 2.902222222222222
NE D1 31 210.26070833333335 2.902222222222222
NE D1 32 210.26270833333336 2.9021388888888886
NE D1 33 210.26470833333335 2.902222222222222
NE D1 34 210.26670833333336 2.9021666666666666
NE D1 35 210.26875000000004 2.9021666666666666
NE D1 36 210.27070833333337 2.9022777777777775
NE D1 37 210.27275000000003 2.90225
NE D1 38 210.27470833333336 2.9021944444444445
NE D1 39 210.27675000000002 2.9022777777777775
NE D1 40 210.27875000000003 2.902222222222222
NE D1 41 210.2806666666667 2.9021944444444445
NE D1 42 210.28275000000002 2.902222222222222
NE D1 43 210.28475000000003 2.9022777777777775
NE D1 44 210.25770833333337 2.900472222222222
NE D1 45 210.25970833333335 2.900472222222222
NE D1 46 210.26170833333336 2.900444444444444
NE D1 47 210.26375000000002 2.900472222222222
NE D1 48 210.26575000000003 2.9005
NE D1 49 210.26770833333336 2.9005
NE D1 50 210.26975 2.900472222222222
NE D1 51 210.27175000000003 2.9005
NE D1 52 210.27374999999998 2.900472222222222
NE D1 53 210.2757916666667 2.900472222222222
NE D1 54 210.27775000000003 2.9005
NE D1 55 210.27970833333336 2.9005
NE D1 56 210.28170833333337 2.900472222222222
NE D1 57 210.28370833333332 2.9005277777777776
NE D1 58 210.28574999999998 2.900472222222222
NE D1 59 210.25870833333335 2.8987777777777777
NE D1 60 210.26075000000003 2.8987777777777777
NE D1 61 210.2627916666667 2.8988055555555556
NE D1 62 210.26475000000002 2.8987777777777777
NE D1 63 210.26666666666668 2.8988055555555556
NE D1 64 210.26875000000004 2.89875
NE D1 65 210.27070833333337 2.8987777777777777
NE D1 66 210.27275000000003 2.8988055555555556
NE D1 67 210.27470833333336 2.898833333333333
NE D1 68 210.27670833333332 2.8988055555555556
NE D1 69 210.2787916666667 2.898833333333333
NE D1 70 210.28079166666666 2.8988055555555556
NE D1 71 210.28275000000002 2.8988055555555556
NE D1 72 210.28479166666665 2.8988055555555556
NE D1 73 210.25775000000002 2.8970555555555557
NE D1 74 210.25970833333335 2.8970277777777778
NE D1 75 210.26170833333336 2.8970555555555557
NE D1 76 210.26375000000002 2.8970555555555557
NE D1 77 210.2657916666667 2.8970555555555557
NE D1 78 210.26775000000004 2.8970277777777778
NE D1 79 210.26975 2.897111111111111
NE D1 80 210.27170833333335 2.897111111111111
NE D1 81 210.27374999999998 2.8970833333333332
NE D1 82 210.2757916666667 2.8970555555555557
NE D1 83 210.27775000000003 2.8970833333333332
NE D1 84 210.2797916666667 2.897
NE D1 85 210.28175 2.8970555555555557
NE D1 86 210.28375000000003 2.8970833333333332
NE D1 87 210.28574999999998 2.897111111111111
NE D1 88 210.25870833333335 2.895277777777778
NE D1 89 210.26070833333335 2.895277777777778
NE D1 90 210.26274999999998 2.8953611111111113
NE D1 91 210.26470833333335 2.8953055555555554
NE D1 92 210.26670833333336 2.8953055555555554
NE D1 93 210.2687916666667 2.8953333333333333
NE D1 94 210.27070833333337 2.8953333333333333
NE D1 95 210.27270833333336 2.8953055555555554
NE D1 96 210.27479166666666 2.8953611111111113
NE D1 97 210.27675000000002 2.8953055555555554
NE D1 98 210.27870833333336 2.8953611111111113
NE D1 99 210.28075000000004 2.895388888888889
NE D1 100 210.2827916666667 2.8953333333333333
NE D1 101 210.28466666666668 2.8954166666666667
NE D1 102 210.2577916666667 2.8935555555555554
NE D1 103 210.25975000000003 2.893527777777778
NE D1 104 210.26174999999998 2.8935833333333334
NE D1 105 210.26375000000002 2.893638888888889
NE D1 106 210.26575000000003 2.893638888888889
NE D1 107 210.26775000000004 2.8935833333333334
NE D1 108 210.26975 2.8935833333333334
NE D1 109 210.27170833333335 2.893638888888889
NE D1 110 210.27379166666665 2.8935833333333334
NE D1 111 210.2757083333333 2.893638888888889
NE D1 112 210.27770833333335 2.893666666666667
NE D1 113 210.2797916666667 2.893611111111111
NE D1 114 210.28170833333337 2.8935833333333334
NE D1 115 210.2837916666667 2.893611111111111
NE D1 116 210.28574999999998 2.8935833333333334
NE D1 117 210.25870833333335 2.891888888888889
NE D1 118 210.26075000000003 2.891861111111111
NE D1 119 210.26274999999998 2.891861111111111
NE D1 120 210.26470833333335 2.8918333333333335
