objID,distance,ra,dec,u,g,r,i,z
588018055109542120,4.25986671E-3,203.16005104,50.55992775,22.225065,18.724447,17.187231,16.581636,16.204037
588018055109542122,0.13478651,203.16076582,50.56219866,22.998434,20.797386,19.555521,18.978357,18.52734
588018055109542123,0.23405843,203.16474433,50.56251352,24.380674,21.736593,20.168453,19.590038,19.212599
588018055109542273,0.42930204,203.16166444,50.56708018,23.520628,21.944511,20.58168,20.186054,19.716051
588018055109542960,0.43274519,203.14873449,50.56058821,23.924295,21.634569,20.324884,19.820936,19.356909
588018055109542119,0.43969436,203.17066212,50.56287259,22.832541,19.535307,17.970612,17.413044,17.054657
588018055109542272,0.44382541,203.16490229,50.56672296,23.195152,21.123989,19.504812,18.965015,18.566652
588018055109542285,0.48759231,203.16912786,50.55427352,22.9028,21.265247,19.664845,19.156269,18.806755
588018055109542268,0.52178321,203.15659077,50.55158476,22.915064,21.000404,19.388174,18.848814,18.49563
588018055109542247,0.61841403,203.1445971,50.55685841,24.383636,20.933453,19.464066,18.933197,18.62849
588018055109542263,0.65162124,203.15370661,50.54991369,23.107567,21.186026,19.580196,19.089443,18.658667
588018055109542248,0.68714217,203.1437213,50.55514746,22.829439,20.732475,19.143736,18.598392,18.32523
588018055109542278,0.71598893,203.16035875,50.54806719,23.077799,21.676821,20.175489,19.703751,19.335365
588018055109543013,0.76584612,203.1645811,50.54756371,22.708248,21.796202,21.069103,20.932192,20.589405
588018055109542297,0.80613918,203.18096129,50.55798942,22.690613,20.47217,18.836626,18.288721,17.915459
588018055109542259,0.80866129,203.1496274,50.54826047,23.872597,21.050171,19.671206,19.239853,18.832565
588018055109543053,0.83267609,203.18153166,50.56252358,23.469788,21.924202,20.570835,20.217482,19.796881
588018055109542256,0.85065312,203.14297171,50.55087354,23.224722,21.031063,19.505295,18.965059,18.678061
588018055109541975,0.94329383,203.16581218,50.54470957,24.390512,20.926174,19.407488,18.843403,18.538818
588018055109542265,0.95015957,203.16476092,50.57555001,23.182344,20.581736,19.045624,18.558868,18.174276
588018055109542082,0.96388453,203.13580591,50.5645706,21.36598,20.432087,19.94239,19.805599,19.503727
588018055109542257,0.9709394,203.14113964,50.54915815,24.655153,21.743473,20.230398,19.728209,19.250986
588018055109542081,0.97809881,203.13501478,50.56357859,22.800598,21.326225,19.714825,19.111671,18.641052
588018055109542304,1.02341803,203.18654131,50.55722316,23.937248,21.345596,19.820848,19.286621,18.82501
588018055109541978,1.09248567,203.16231675,50.5418476,22.703087,21.960222,21.255524,21.064754,21.103632
588018055109542101,1.11836527,203.14669995,50.5434014,20.337694,19.181341,18.292887,17.767294,17.746035
588018055109542303,1.11906663,203.18898577,50.55684554,22.907949,20.96332,19.510096,18.980997,18.62537
588018055109542100,1.12144504,203.14566521,50.54369502,22.263493,20.3829,18.791573,18.325085,17.783695
588018055109543003,1.13381239,203.17511585,50.57629371,24.45085,21.699606,20.22978,19.659889,19.418776
588018055109542301,1.15433009,203.18738583,50.56828303,23.056677,21.14394,19.604364,19.215866,18.741409
588018055109542262,1.16204631,203.16430662,50.57917698,23.129116,20.647974,19.003807,18.482725,18.097458
588018055109542999,1.22379675,203.17142054,50.57907431,22.306297,21.837284,20.792988,20.398895,19.956018
588018055109542238,1.22411908,203.12860439,50.56414885,22.321953,21.907684,20.913589,20.485455,20.513437
588018055109542241,1.23348157,203.13379522,50.54798274,25.026638,21.424927,19.685085,19.103788,18.678673
588018055109542077,1.26000189,203.13600694,50.57441374,21.539185,19.76018,18.583685,18.133999,17.793406
588018055109542269,1.2609302,203.16810003,50.5803834,24.269958,20.949915,19.536579,18.951433,18.582464
588018055109543025,1.26347192,203.16375328,50.53907272,23.287231,21.731348,21.11746,20.873293,20.660173
588018055109542237,1.31149146,203.12611671,50.563621,23.581013,21.469143,19.931471,19.400118,19.020931
588018055109542087,1.35247081,203.14743437,50.58106791,21.945749,20.894135,20.717443,20.519398,20.727026
588018055109542468,1.48313106,203.12175177,50.5556372,21.753431,21.046618,20.267624,20.063774,19.674198
588018055109542415,1.50268861,203.17279691,50.53629996,22.232208,21.342276,20.414093,20.245949,20.233059
588018055109542968,1.548469,203.14335089,50.53647364,22.120632,20.702948,19.819708,19.629913,19.4013
588018055109542226,1.5655091,203.12176619,50.569455,22.976921,21.069469,19.762691,19.269861,19.054409
588018055109542317,1.6001214,203.19208283,50.542766,23.492813,21.256659,19.976288,19.524307,19.312077
588018055109542857,1.60969577,203.13284173,50.58052034,25.292393,21.8937,20.405851,19.81366,19.515247
588018055109542935,1.65077935,203.13477833,50.5376584,24.93133,21.993731,20.621254,20.078531,19.757183
588018055109542495,1.67261972,203.19817886,50.54620586,21.649672,20.969143,20.53356,20.261805,20.226387
588018055109542835,1.72041176,203.11495875,50.55873375,23.124241,21.52194,20.444447,19.83309,19.398476
588018055109542957,1.7232107,203.15872833,50.58870675,24.758295,21.912518,20.550217,20.085871,19.658484
588018055109542320,1.75848019,203.20380001,50.56930907,23.377514,21.211483,19.81966,19.26272,18.904175
588018055109542163,1.76340832,203.20548753,50.5655379,23.855921,21.229673,19.98959,19.575548,19.337225
588018055109542239,1.77352634,203.14558871,50.58809452,22.878317,20.899767,19.167324,18.578867,18.237968
588018055109542219,1.80745291,203.11418114,50.56764763,22.913979,21.262489,19.522703,18.950209,18.537764
588018055109542944,1.85245776,203.1349095,50.53357912,24.980074,21.912952,20.415154,19.967007,19.654011
588018055109542164,1.86931553,203.20847085,50.56495517,21.87159,21.109812,20.433067,20.290236,19.819111
588018055109543099,1.93321831,203.20221092,50.57791759,22.283033,21.92771,21.262421,20.924463,20.772928
588018055109542322,1.93463387,203.19140056,50.53464548,23.422293,21.112442,19.542431,18.968294,18.636436
588018055109542418,1.94735999,203.18732368,50.53255772,24.722246,21.56275,20.069487,19.51932,19.01689
588018055109542402,1.96698583,203.14478202,50.5286847,23.684311,21.598198,20.497835,20.214344,19.715715
588018055109542408,1.97752529,203.19236193,50.58578977,23.195913,21.766317,20.220491,19.72513,19.356857
588018055109542233,2.00577409,203.11424438,50.54355237,24.411009,21.310339,19.803703,19.262346,18.89715
588018055109542329,2.01581956,203.19547174,50.53505638,22.061758,21.25952,20.595999,20.270086,20.025167
588018055109542343,2.05178773,203.21254405,50.55243999,23.517399,21.716103,19.92845,19.337469,18.811407
588018055109542863,2.06139518,203.13861109,50.59154273,22.149988,21.491217,20.858139,20.667177,20.504776
588018055109542324,2.07732549,203.19582862,50.53388747,22.493801,21.242672,19.806318,19.332464,19.081886
