objID,distance,ra,dec,u,g,r,i,z
587735742613815632,4.89613908E-4,234.91872815,34.42424139,20.269358,18.35701,16.861032,16.342072,15.938567
587735742613815634,0.13194677,234.91779757,34.42630943,24.778931,21.263443,20.650063,19.435116,19.053448
587735742613815635,0.16191511,234.91571547,34.42317854,23.698185,21.364771,20.04777,19.466768,19.350016
587735742613815633,0.19148531,234.91540875,34.42259498,22.456663,20.97154,19.596281,19.155846,18.720808
587735742613816979,0.22805958,234.9200654,34.4206106,22.063971,20.885717,19.493792,19.194458,18.05463
587735742613815636,0.24982232,234.91622073,34.4206284,24.249203,21.504738,20.574364,19.999432,19.264582
587735742613815630,0.3187489,234.91416872,34.42048734,22.407827,19.946299,18.639004,18.045584,17.716564
587735742613816505,0.36832849,234.91356029,34.42867017,24.69977,21.629709,21.088614,21.079126,21.077391
587735742613815631,0.37006644,234.91337409,34.41993368,22.226582,20.357365,18.902641,18.429398,18.049387
587735742613816511,0.39713,234.91745946,34.43078264,26.364759,21.679794,20.524244,20.223312,19.953632
587735742613815628,0.42250682,234.92177078,34.43082263,22.974073,20.871548,19.408792,18.894978,18.513878
587735742613815904,0.50123034,234.90903392,34.42180796,25.468134,21.01944,19.618141,19.097036,18.660297
587735742613815930,0.52470661,234.91735334,34.41557358,23.190224,20.844934,19.383167,18.870489,18.482119
587735742613815894,0.53302831,234.91477473,34.43251252,23.884142,21.956923,20.670288,20.235945,19.937817
587735742613815893,0.56803561,234.91229259,34.43208967,22.962748,20.763439,19.345428,18.797865,18.36035
587735742613815890,0.62491121,234.90640588,34.42194432,22.427622,21.566366,20.339491,19.905491,19.545321
587735742613815935,0.6852579,234.93211575,34.42713359,21.583197,20.647236,19.732731,19.171705,18.877491
587735742613815907,0.68995052,234.92508282,34.43447759,23.95196,21.964266,20.58568,20.033529,19.642353
587735742613815917,0.7247364,234.9101923,34.4144271,23.652464,21.286888,19.951035,19.477222,19.106234
587735742613816504,0.737717,234.90516444,34.41913395,25.15856,21.415987,20.215317,19.754953,19.47916
587735742613815667,0.73981588,234.92181625,34.41218291,24.06917,21.405209,20.152954,19.688965,19.059353
587735742613815928,0.74330682,234.91397186,34.41249267,24.156918,20.946268,19.586636,19.134094,18.746061
587735742613815878,0.77512034,234.90611516,34.43191365,23.682589,21.298216,19.857706,19.316469,18.970564
587735742613816148,0.77731337,234.93298867,34.42966033,22.102402,21.401005,20.452974,20.028807,19.818285
587735742613815604,0.78368281,234.90341244,34.42758756,22.859333,20.539488,19.093155,18.530386,18.159946
587735742613815665,0.78589025,234.92415669,34.41193968,21.310953,18.731359,17.21435,16.6695,16.289755
587735742613816575,0.80191362,234.93485207,34.42300061,24.617525,21.739584,20.639894,20.1523,19.768839
587735742613815881,0.80980522,234.90928566,34.43527352,23.347496,21.738205,20.355808,19.843157,19.379248
587735742613815913,0.88988789,234.92741952,34.43722627,22.998571,21.313732,20.144817,19.683409,19.30205
587735742613815666,0.89679497,234.92216262,34.40957163,22.912689,20.344023,18.919016,18.435812,18.075598
587735742613815889,0.90748448,234.90106204,34.42017264,22.838287,21.062174,19.652252,19.114511,18.796976
587735742613815874,0.91525607,234.9019416,34.43066156,22.677752,20.812603,19.44655,18.926388,18.592299
587735742613816541,0.99440602,234.9103517,34.40917904,22.17498,21.370754,20.506756,20.150923,20.114433
587735742613815864,1.00348306,234.90358555,34.43537659,21.766024,20.949541,19.594154,19.102371,18.652281
587735742613816562,1.03186045,234.93674657,34.43288726,22.276321,21.703972,20.702425,20.452719,20.200783
587735742613815875,1.08891069,234.91093934,34.44122202,23.04615,21.016554,19.753971,19.181297,18.79859
587735742613815619,1.09396137,234.92506115,34.44171245,22.106882,19.130653,17.708548,17.193171,16.794785
