tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err
,,,,,1.23765171587e+18,,,22.21,0.3068898,21.35956,0.06688327,20.04634,0.03523986,19.70811,0.04230433,19.25642,0.09927889,0.394361,0.072442,,,,,,,,,
,,,,,1.23765171587e+18,,,23.87973,0.9340468,20.73685,0.0352736,19.38514,0.01836407,18.88158,0.01894123,18.55074,0.04688837,0.209962,0.016708,,,,,,,,,
,,,,,1.23765171587e+18,,,22.94943,0.3476221,21.26159,0.03996992,19.97599,0.02216747,19.45809,0.02218549,19.06465,0.05132019,0.208372,0.02286,,,,,,,,,
,,,,,1.23765171587e+18,,,23.66647,1.134602,21.73844,0.1051142,20.36084,0.05205711,20.06378,0.06679036,19.89647,0.2077762,0.335208,0.064243,,,,,,,,,
,,,,,1.23765171587e+18,,,23.28864,0.5295091,21.15731,0.04177274,19.81234,0.02175497,19.19224,0.02064932,18.82709,0.05013759,0.203221,0.021872,,,,,,,,,
,,,,,1.23765495428e+18,,,21.88076,0.2112172,20.00128,0.02190758,18.69629,0.0111939,18.15313,0.01101385,17.82979,0.0256605,0.209732,0.012874,,,,,,,,,
,,,,,1.23765495428e+18,,,24.60071,1.186097,20.44946,0.02928682,19.04035,0.01355629,18.54096,0.0138376,18.18068,0.03210627,0.226028,0.021671,,,,,,,,,
,,,,,1.23765495428e+18,,,21.05522,0.1000899,20.01351,0.02095651,19.34396,0.01692943,19.01048,0.01976682,18.76612,0.05355279,0.153452,0.037856,,,,,,,,,
,,,,,1.23765495428e+18,,,25.45926,1.97763,21.54479,0.1507142,20.4059,0.08125771,20.31541,0.1334652,19.82644,0.2868957,0.199317,0.054981,,,,,,,,,
,,,,,1.23765495428e+18,,,22.53805,0.307533,20.79543,0.03422477,19.94355,0.02351366,19.73415,0.03072197,19.53335,0.087305,0.135982,0.037236,,,,,,,,,
,,,,,1.23765495428e+18,,,21.75075,0.2571906,20.20857,0.03304585,18.91684,0.01652745,18.35177,0.01610769,17.92798,0.03753074,0.242623,0.02995,,,,,,,,,
,,,,,1.23765495428e+18,,,22.5444,0.3225932,21.59706,0.06883053,20.22015,0.03077088,19.78927,0.03416829,19.28901,0.07587968,0.362706,0.059848,,,,,,,,,
NW,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,c250p08+46p7,0.0,0.22316,0.00012
