tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,redshift
NE,3.0,65.0,210.268817165,2.89725013889,1.23765173738e+18,210.268727026,2.89741869973,24.19248,0.9725686,21.75489,0.06982467,20.3115,0.03303139,19.77723,0.03323452,19.37292,0.0817989,0.234443,0.019868,,,,,,,
NE,3.0,79.0,210.267858835,2.89558347222,1.23765173738e+18,210.267515364,2.89598477413,24.55223,1.478322,21.67074,0.08862124,20.26254,0.04190318,19.79611,0.04579536,19.43475,0.1208032,0.220935,0.013981,,,,,,,
NE,3.0,114.0,210.279817174,2.89205569444,1.23765173738e+18,210.279938797,2.89181699985,25.19523,1.105862,21.56314,0.06790166,20.10636,0.03080674,19.559,0.03139897,19.0803,0.07248967,0.278195,0.041536,,,,,,,
NE,3.0,131.0,210.255900513,2.88863902778,1.23765175456e+18,210.256002305,2.88870822439,23.29226,0.6251615,21.98801,0.08500447,21.43972,0.07736415,19.83266,0.02977533,19.39142,0.07366329,0.681148,0.18971,,,,,,,
NE,3.0,198.0,210.273900524,2.88175013889,1.23765175456e+18,210.273991318,2.88170870817,24.24014,1.643331,21.12169,0.06234289,19.69515,0.02694101,19.11778,0.02537367,18.75107,0.06518381,0.232012,0.016555,,,,,,,
NE,3.0,237.0,210.2649422,2.87663902778,1.23765175456e+18,210.264514976,2.87665615458,23.59051,1.248884,20.42293,0.03683051,18.94094,0.01604763,18.427,0.01557722,18.21091,0.04407489,0.303406,0.053302,,,,,,,
NW,1.0,23.0,210.244692155,2.90355569444,1.23765173738e+18,210.244943373,2.90393894216,24.85662,1.279813,21.50896,0.06936974,20.0696,0.03242854,19.62228,0.03551221,19.22996,0.08916577,0.234875,0.018504,,,,,,,
NW,1.0,65.0,210.24173383,2.89836125,1.23765173738e+18,210.241544142,2.89869515391,23.91408,1.409384,21.96169,0.133738,20.73484,0.07164914,20.19278,0.07520757,19.67825,0.173593,0.130446,0.020215,,,,,,,
NW,1.0,92.0,210.237733836,2.89488902778,1.23765173738e+18,210.237910968,2.89502958877,21.64629,0.2927821,19.83816,0.0274347,18.42279,0.01325209,17.94783,0.01413168,17.62174,0.03620175,0.22685,0.016421,,,,,,,
NW,1.0,105.0,210.234733839,2.89322236111,1.23765173738e+18,210.235020673,2.89340471865,22.92305,1.035219,20.07693,0.03755752,18.54919,0.01628808,17.9315,0.0157169,17.52624,0.03820765,0.281535,0.037795,4.54090394733e+18,210.23502,2.893406,0.2515085,5.689509e-05,,
NW,1.0,111.0,210.246733839,2.89322236111,1.23765173738e+18,210.24663052,2.89267488584,23.21983,0.6960954,21.2683,0.05769764,19.77639,0.02569812,19.28825,0.02738148,19.0566,0.07897124,0.234472,0.016747,,,,,,,
NW,1.0,115.0,210.254775505,2.89319458333,1.23765173738e+18,210.254726003,2.8930635919,26.07659,3.399349,19.62024,0.08383786,18.19289,0.03558479,19.10713,0.1486847,24.79145,1.871131,0.096608,0.074752,,,,,,,
NW,2.0,103.0,210.22973384,2.89255569444,1.23765173738e+18,210.22977689,2.89261528453,22.07811,0.3333973,21.91079,0.122552,21.44335,0.1334107,20.89012,0.136477,20.93453,0.5097459,0.580034,0.202079,,,,,,,
NW,2.0,119.0,210.232733843,2.89088902778,1.23765175456e+18,210.233203446,2.89093564893,24.70125,1.376822,21.86076,0.09249764,20.33873,0.03793217,19.92104,0.03984781,19.63556,0.1142317,0.299985,0.024544,,,,,,,
NW,2.0,127.0,210.248692176,2.89094458333,1.23765175456e+18,210.249231572,2.89074739633,21.42073,0.2066174,20.21306,0.0310879,19.29085,0.02082101,18.94901,0.02399931,18.59173,0.06101415,0.269944,0.042834,,,,,,,
NW,2.0,143.0,210.251733845,2.88922236111,1.23765175456e+18,210.251961912,2.88973555106,24.35945,1.509847,21.87718,0.1059651,20.60584,0.05292716,20.08173,0.05111042,19.72453,0.1387862,0.240739,0.058123,,,,,,,
NW,3.0,13.0,210.253692154,2.90419458333,1.23765173738e+18,210.253133423,2.90403799458,22.56473,0.9962825,19.47268,0.02889206,17.95965,0.0126833,17.48673,0.01377412,17.15583,0.03604095,0.235958,0.016947,4.5409080705e+18,210.25313,2.9040397,0.2489613,5.54098e-05,,
NW,3.0,62.0,210.235733832,2.89722236111,1.23765173738e+18,210.235277784,2.89697937913,22.86714,0.5989655,21.81192,0.1038927,20.53448,0.05558534,19.98489,0.05642406,19.45797,0.1282501,0.348732,0.061583,,,,,,,
NW,3.0,95.0,210.243692171,2.89377791667,1.23765173738e+18,210.243992118,2.89399359648,25.64174,0.7711931,21.5942,0.06609254,20.02711,0.02788861,19.4731,0.0277895,19.03298,0.0658457,0.269859,0.022555,,,,,,,
NW,3.0,98.0,210.249733838,2.89383347222,1.23765173738e+18,210.249760121,2.89361236483,23.08634,0.5166482,21.55795,0.06093263,20.6346,0.04413543,20.14067,0.04626742,20.1642,0.1676977,0.443878,0.144869,,,,,,,
NW,3.0,138.0,210.242733846,2.88863902778,1.23765175456e+18,210.243133688,2.88897122109,23.64574,1.640736,20.23047,0.03867504,18.68772,0.01587716,18.1642,0.01555899,17.71367,0.03595309,0.262933,0.020198,,,,,,,
NW,3.0,168.0,210.244775519,2.88522236111,1.23765175456e+18,210.245102904,2.88538268262,20.74727,0.1558736,19.66276,0.02766272,18.6109,0.01628306,18.15853,0.01738397,17.75087,0.04193227,0.278924,0.052464,,,,,,,
NW,3.0,211.0,210.243775527,2.87994458333,1.23765175456e+18,210.244272438,2.87974171048,22.95171,0.7514054,20.8897,0.05401144,20.02344,0.03767372,19.59311,0.04016304,19.41142,0.1249846,0.085074,0.023929,,,,,,,
SE,1.0,2.0,210.258608864,2.87822236111,1.23765175456e+18,210.258622715,2.87847111785,17.95758,0.02868778,16.99088,0.006269247,16.14104,0.004489647,15.73893,0.004776337,15.46257,0.01099011,0.226856,0.035478,5.98010389598e+17,210.25863,2.8784663,0.2519583,9.528944e-06,,
SE,1.0,90.0,210.260650547,2.86800013889,1.23765175456e+18,210.260903564,2.86783258705,24.64022,1.341563,20.7408,0.03587573,19.18736,0.01479985,18.68748,0.01457124,18.3381,0.03604384,0.266596,0.023725,,,,,,,
SE,1.0,158.0,210.280567225,2.86111125,1.23765175456e+18,210.28033875,2.86074542207,21.71103,0.2547811,20.43184,0.03601575,19.43432,0.02227358,19.14729,0.02697434,18.85568,0.07504342,0.2391,0.074227,,,,,,,
SE,1.0,213.0,210.274692237,2.85419458333,1.23765175456e+18,210.275222973,2.85438557507,21.43202,0.411518,20.71629,0.09418023,19.78421,0.06148838,19.63124,0.08707497,19.07664,0.189057,0.314825,0.077572,,,,,,,
SE,1.0,234.0,210.258608909,2.85072236111,1.23765175456e+18,210.258403719,2.85106595348,22.28956,0.3481725,21.80388,0.09532447,21.20075,0.08272,21.13098,0.1213651,20.52976,0.2689603,0.311451,0.040435,,,,,,,
SE,2.0,50.0,210.26665054,2.87252791667,1.23765175456e+18,210.266367071,2.87251359731,25.87377,0.9634088,20.95498,0.05271499,19.58512,0.02410238,19.03977,0.02322175,18.78893,0.06577738,0.244951,0.035885,,,,,,,
SE,2.0,56.0,210.278608873,2.87255569444,1.23765175456e+18,210.278242694,2.87213461819,21.17622,0.2600035,19.42753,0.02489504,17.90331,0.01046205,17.37778,0.01036971,17.09894,0.02649137,0.261433,0.021634,4.54090614636e+18,210.27824,2.8721321,0.256097,4.255329e-05,,
SE,2.0,71.0,210.279650542,2.87088902778,1.23765175456e+18,210.279557128,2.87035906275,24.84794,1.48288,21.41988,0.07054903,20.01554,0.03101893,19.46552,0.02959502,19.27245,0.08978494,0.245725,0.0216,,,,,,,
SE,2.0,72.0,210.281692209,2.87086125,1.23765175456e+18,210.282022765,2.87117884609,23.24526,0.7697133,21.68611,0.08470777,20.07825,0.03130935,19.59173,0.03148752,19.23747,0.08336867,0.32678,0.027455,,,,,,,
SE,2.0,167.0,210.268692229,2.85883347222,1.23765175456e+18,210.268877968,2.85835030971,23.44406,1.492119,21.44408,0.1145369,19.95726,0.04561821,19.54971,0.05038583,19.19887,0.1357371,0.328676,0.034271,,,,,,,
SE,2.0,173.0,210.280692229,2.85872236111,1.23765175456e+18,210.280271396,2.858554242,22.95023,0.7387173,21.59017,0.09435681,20.26317,0.04330385,19.7451,0.04306176,19.34536,0.1112183,0.274987,0.05978,,,,,,,
SE,3.0,28.0,210.281692202,2.87547236111,1.23765175456e+18,210.281259879,2.87538860599,25.07158,1.280845,21.65276,0.07968912,19.90689,0.02643743,19.3903,0.02572685,19.13292,0.07281473,0.262611,0.019493,,,,,,,
SE,3.0,37.0,210.270650538,2.87377791667,1.23765175456e+18,210.270521747,2.87331991397,24.94835,2.324536,21.96268,0.1776914,20.98145,0.1113333,20.54161,0.1219905,20.99616,0.6648846,0.303733,0.196136,,,,,,,
SE,3.0,103.0,210.257650552,2.86505569444,1.23765175456e+18,210.257893134,2.86459250056,23.02823,0.6303886,21.11085,0.05074478,19.79858,0.0244269,19.33108,0.02495205,19.06608,0.07035179,0.227115,0.023432,,,,,,,
SE,3.0,127.0,210.276608888,2.86344458333,1.23765175456e+18,210.276963262,2.86355167787,22.22879,0.3831518,20.90212,0.05100262,19.57818,0.02415393,19.0854,0.02434426,18.71906,0.06255233,0.28292,0.057242,,,,,,,
SE,3.0,131.0,210.255692224,2.86169458333,1.23765175456e+18,210.255925073,2.86167192533,25.69427,0.8674872,21.26931,0.05553607,19.80571,0.02389608,19.27273,0.02301922,18.97528,0.06290501,0.250515,0.02749,,,,,,,
SW,1.0,57.0,210.254692205,2.87316680556,1.23765175456e+18,210.254468875,2.87297661962,22.74224,0.6609386,21.32636,0.08057564,20.15253,0.04359755,19.82524,0.05041644,19.63846,0.1584338,0.264301,0.081457,,,,,,,
SW,1.0,144.0,210.254775556,2.86283347222,1.23765175456e+18,210.254931814,2.86267302213,23.73677,1.073103,21.56946,0.07686112,20.00537,0.0296869,19.46104,0.02853165,19.05113,0.07188447,0.276914,0.031848,,,,,,,
SW,2.0,58.0,210.255733873,2.87255569444,1.23765175456e+18,210.255325327,2.87267413191,22.8399,0.5297167,21.51468,0.07050988,20.96265,0.06390987,20.77899,0.08423697,20.46457,0.2399573,0.121504,0.037723,,,,,,,
SW,2.0,65.0,210.240692209,2.87083347222,1.23765175456e+18,210.240843692,2.87033649105,23.45367,0.9444553,21.81445,0.1018697,20.18229,0.03733844,19.60219,0.03441897,19.32666,0.09842727,0.40286,0.089357,,,,,,,
SW,2.0,98.0,210.248692215,2.86744458333,1.23765175456e+18,210.249178487,2.86719091464,24.08243,1.370592,20.8199,0.04330232,19.31438,0.01835618,18.80906,0.01814521,18.47118,0.04674881,0.260804,0.018576,,,,,,,
SW,2.0,148.0,210.232692226,2.86050013889,1.23765175456e+18,210.232836834,2.86008175775,23.29377,0.801672,21.99943,0.1149024,21.24128,0.08934915,21.11931,0.1255617,20.73693,0.3322166,0.183666,0.088822,,,,,,,
SW,2.0,231.0,210.253775574,2.85191680556,1.23765175456e+18,210.253977876,2.85194009666,24.0385,1.054767,21.96542,0.09118594,20.54854,0.04056446,19.91795,0.03596851,19.52956,0.09376081,0.370972,0.098412,,,,,,,
SW,3.0,1.0,210.229733865,2.87719458333,1.23765175456e+18,210.229779246,2.87731789855,23.7684,1.087122,20.98036,0.04716524,19.51816,0.02084638,19.02161,0.02064024,18.82083,0.06049139,0.237547,0.021758,,,,,,,
SW,3.0,72.0,210.255775543,2.87030569444,1.23765175456e+18,210.2554104,2.87011517693,23.25546,0.8512794,21.35014,0.06941668,19.90183,0.0297893,19.40125,0.02961609,19.04692,0.07810403,0.227178,0.024032,,,,,,,
SW,3.0,77.0,210.236775546,2.86858347222,1.23765175456e+18,210.236909169,2.86822017414,23.15818,0.6957219,21.64752,0.08144169,20.02914,0.03052244,19.48865,0.02944362,19.19099,0.08179763,0.304325,0.023546,,,,,,,
SW,3.0,128.0,210.251775555,2.86347236111,1.23765175456e+18,210.252207727,2.86380967625,21.71989,0.3380167,19.84392,0.02893866,18.25449,0.01169697,17.69264,0.0111713,17.37553,0.02781057,0.275845,0.016116,4.54439434696e+18,210.2522,2.8638091,0.2792997,3.478571e-05,,
SW,3.0,169.0,210.24681723,2.85830569444,1.23765175456e+18,210.246836983,2.85789683987,22.20681,0.6459318,21.48023,0.1442983,21.06591,0.1574816,20.48075,0.1436606,20.34107,0.4770843,0.412888,0.096995,,,,,,,
SW,3.0,187.0,210.253775566,2.85661125,1.23765175456e+18,210.253467624,2.8565534906,21.95955,0.2456893,21.09127,0.04854084,20.68246,0.05044444,20.5636,0.06966009,20.54577,0.2569429,0.060382,0.053187,,,,,,,
SW,3.0,202.0,210.254692236,2.85480569444,1.23765175456e+18,210.255129098,2.85446787154,24.45462,1.563579,21.34232,0.06897295,19.94644,0.03058611,19.46167,0.03146514,19.17105,0.08731139,0.220575,0.016205,,,,,,,
SW,3.0,246.0,210.255775577,2.84969458333,1.23765175456e+18,210.25570952,2.84988861842,21.99806,0.3029603,21.03214,0.05513306,20.00749,0.03337928,19.90373,0.0476731,19.87548,0.1785676,0.26885,0.115049,,,,,,,
,,,,,1.23765175456e+18,,,22.12482,0.3114315,20.37529,0.02992602,18.92176,0.01362331,18.41063,0.01326132,18.04001,0.03183371,0.235226,0.012844,,,,,,,
,,,,,1.23765175456e+18,,,22.76634,0.70399,20.42158,0.03923132,18.95238,0.01692844,18.42782,0.01664901,18.02877,0.04011688,0.239259,0.012172,,,,,,,
,,,,,1.23765175456e+18,,,22.87328,0.6552923,21.13352,0.06063464,19.80948,0.02863237,19.3426,0.02946229,18.94091,0.07448719,0.198432,0.016198,,,,,,,
,,,,,1.23765173738e+18,,,23.17498,0.9587049,19.6706,0.02160033,18.21889,0.01041384,17.70865,0.01071427,17.33821,0.02527819,0.241125,0.023715,,,,,,,
,,,,,1.23765173738e+18,,,19.71662,0.09954556,18.89593,0.0217648,18.54763,0.02443945,18.35055,0.03462565,18.27191,0.1191503,0.074836,0.041054,,,,,,,
,,,,,1.23765173738e+18,,,24.47027,1.247735,21.55808,0.06982222,20.14971,0.03353712,19.67027,0.03552097,19.22564,0.08474156,0.252981,0.039403,,,,,,,
,,,,,1.23765173738e+18,,,25.42562,1.125511,20.5297,0.03381774,19.11142,0.01642023,18.60865,0.01707228,18.28379,0.0431939,0.245318,0.038469,,,,,,,
,,,,,1.23765173738e+18,,,24.61518,1.493345,21.02116,0.0517373,19.63264,0.02525035,19.18878,0.02784003,18.7078,0.06395079,0.251887,0.041029,,,,,,,
,,,,,1.23765175456e+18,,,24.77452,1.310669,21.79393,0.08638664,20.32056,0.03659694,19.72227,0.03362957,19.41986,0.09384726,0.252475,0.014794,,,,,,,
,,,,,1.23765175456e+18,,,21.43205,0.3656009,19.27679,0.02682934,17.81554,0.01134661,17.31104,0.01119374,16.9028,0.0252532,0.238836,0.014172,4.5409055966e+18,210.27739,2.8487103,0.249885,4.31578e-05,,
,,,,,1.23765175456e+18,,,20.38671,0.1228681,19.38344,0.02296004,18.72589,0.01877453,18.40471,0.02310423,18.26325,0.06935731,0.171903,0.044647,,,,,,,
,,,,,1.23765175456e+18,,,23.71235,0.9383059,21.68105,0.07408223,20.31433,0.03378851,19.7664,0.03211553,19.36852,0.08241833,0.205446,0.012541,,,,,,,
,,,,,1.23765175456e+18,,,24.58994,1.281776,21.81919,0.08298257,20.34972,0.0344033,19.85298,0.03400451,19.51325,0.09204829,0.260952,0.049792,,,,,,,
,,,,,1.23765175456e+18,,,26.08118,0.6005402,21.89009,0.08526563,20.71916,0.04561527,20.16991,0.0426258,19.999,0.1360356,0.362857,0.125293,,,,,,,
,,,,,1.23765175456e+18,,,24.43955,1.427764,21.40508,0.06619651,20.04414,0.02998282,19.44882,0.0277119,19.10642,0.07361291,0.219894,0.046255,,,,,,,
,,,,,1.23765173738e+18,,,21.89909,0.2219928,20.68549,0.03461299,19.2303,0.01622923,18.714,0.0166731,18.41333,0.04316643,0.29155,0.049166,,,,,,,
,,,,,1.23765173738e+18,,,21.34175,0.1301852,20.24676,0.02361962,19.41455,0.01794513,19.00207,0.01984862,18.70861,0.05233966,0.192706,0.03308,,,,,,,
,,,,,1.23765173738e+18,,,22.73531,0.4243025,21.61366,0.06762941,20.08989,0.02990698,19.54586,0.02991908,19.07182,0.06856879,0.346775,0.05169,,,,,,,
,,,,,1.23765173738e+18,,,24.05601,0.9447201,21.72872,0.06887339,20.2502,0.03163223,19.74372,0.0325568,19.42773,0.085939,0.244629,0.016208,,,,,,,
,,,,,1.23765173738e+18,,,24.18332,0.9552,21.77556,0.06901993,20.83068,0.04943167,20.3747,0.0531518,19.99164,0.1333936,0.126311,0.026988,,,,,,,
,,,,,1.23765173738e+18,,,22.47179,0.4593478,21.47798,0.08661707,20.96718,0.08615046,20.746,0.1186401,20.74662,0.4335078,0.212278,0.131782,,,,,,,
,,,,,1.23765173738e+18,,,25.2856,0.8819515,21.89516,0.08064619,20.45564,0.03761753,19.89852,0.03715255,19.41545,0.08438877,0.295723,0.066855,,,,,,,
,,,,,1.23765173738e+18,,,19.54512,0.1123629,18.0894,0.0140757,17.61438,0.01404467,17.38549,0.01980611,17.19859,0.06566259,0.036187,0.022615,5.98009015209e+17,210.24249,2.9198967,0.07684998,1.914119e-05,,
,,,,,1.23765173738e+18,,,22.23153,0.336764,21.36403,0.0704951,20.31043,0.04388836,19.94133,0.05278924,19.6279,0.15565,0.316316,0.062737,,,,,,,
,,,,,1.23765173738e+18,,,22.15219,0.2809481,21.86156,0.09568735,21.45268,0.1069834,21.08014,0.1292899,21.13942,0.4808506,0.273947,0.117603,,,,,,,
,,,,,1.23765173738e+18,,,25.03651,1.302675,20.73801,0.03883481,19.27069,0.01799456,18.75818,0.01860892,18.37947,0.04523889,0.264134,0.038685,,,,,,,
,,,,,1.23765173738e+18,,,24.26457,1.163768,21.62971,0.07230764,20.02203,0.02942751,19.48586,0.0299408,18.99659,0.06825781,0.317634,0.028546,,,,,,,
,,,,,1.23765173738e+18,,,23.9206,1.032401,21.4936,0.06462143,20.04496,0.02970791,19.47461,0.02966049,19.10211,0.07425759,0.250645,0.049672,,,,,,,
,,,,,1.23765175456e+18,,,24.63164,1.17837,21.72685,0.07440965,20.28562,0.03307715,19.72934,0.03077458,19.41138,0.08491993,0.240569,0.014898,,,,,,,
,,,,,1.23765175456e+18,,,22.91617,0.6388758,21.19069,0.06217288,19.74818,0.02744704,19.24042,0.02705573,18.89017,0.07146104,0.249825,0.024118,,,,,,,
,,,,,1.23765175456e+18,,,22.46847,0.3706263,20.85061,0.0400683,19.92067,0.02713308,19.51467,0.02876632,19.37944,0.0921056,0.162964,0.051031,,,,,,,
,,,,,1.23765175456e+18,,,23.03795,1.05093,21.60934,0.1281076,20.88879,0.1047812,20.51966,0.1207445,19.68658,0.2085076,0.440667,0.195646,,,,,,,
,,,,,1.23765175456e+18,,,23.47333,0.7587464,21.66164,0.07050698,20.25402,0.0323595,19.77387,0.03217076,19.31771,0.07858058,0.272822,0.038141,,,,,,,
,,,,,1.23765175456e+18,,,22.43974,0.4152408,20.81837,0.04477492,19.42268,0.02073651,18.87195,0.01987461,18.52743,0.05126829,0.251913,0.047766,,,,,,,
,,,,,1.23765175456e+18,,,24.3212,1.575977,20.76265,0.04485777,19.23777,0.01869886,18.75559,0.01896674,18.34,0.04587157,0.273501,0.027727,,,,,,,
,,,,,1.23765175456e+18,,,24.02215,1.496047,21.28709,0.07300866,21.09589,0.09380917,21.25422,0.1723968,21.97105,1.040473,0.114069,0.096091,,,,,,,
,,,,,1.23765175456e+18,,,22.53887,0.5174316,21.04774,0.06058656,19.70538,0.02858691,19.23103,0.02937425,18.92842,0.08109093,0.244408,0.042541,,,,,,,
,,,,,1.23765175456e+18,,,22.22147,0.4181791,21.75944,0.1184812,21.03689,0.09835715,20.9172,0.1382498,22.03245,1.164774,0.278435,0.132607,,,,,,,
,,,,,1.23765175456e+18,,,23.88201,1.104898,21.73575,0.08338942,20.40666,0.03870364,19.78831,0.03505084,19.51548,0.09991891,0.201599,0.015968,,,,,,,
,,,,,1.23765175456e+18,,,22.52754,0.491647,20.66754,0.04148434,19.07659,0.0162325,18.53958,0.01572155,18.17595,0.03909169,0.283297,0.017726,,,,,,,
,,,,,1.23765175456e+18,,,23.09418,0.7263868,21.11539,0.05578429,19.73985,0.02538475,19.2386,0.02532467,18.85053,0.06458148,0.21477,0.016778,,,,,,,
,,,,,1.23765175456e+18,,,23.51148,0.9116806,21.1631,0.05337089,19.67003,0.02239978,19.16043,0.02201058,18.85898,0.05985755,0.247915,0.01622,,,,,,,
,,,,,1.23765175456e+18,,,22.73641,0.9556043,20.92221,0.08045245,20.35683,0.07252289,20.24887,0.1049206,20.93598,0.722508,0.206554,0.126892,,,,,,,
,,,,,1.23765175456e+18,,,22.88289,0.6546704,21.41567,0.07723507,19.79576,0.02838999,19.29879,0.02852002,18.80669,0.0665499,0.332596,0.030723,,,,,,,
,,,,,1.23765175456e+18,,,22.85799,0.4570993,21.5093,0.05898868,20.7459,0.04434766,20.01397,0.03554096,19.89416,0.1185444,0.495391,0.101497,,,,,,,
,,,,,1.23765175456e+18,,,22.84814,0.5839393,21.18745,0.05822594,19.76892,0.02544502,19.22739,0.02449454,18.92368,0.0662367,0.24288,0.018833,,,,,,,
,,,,,1.23765175456e+18,,,22.61193,0.4374304,21.46553,0.06628975,20.88424,0.05794882,20.77583,0.08115648,20.30613,0.2008471,0.161213,0.086586,,,,,,,
,,,,,1.23765175456e+18,,,25.75849,0.8556439,21.25787,0.05529091,20.06995,0.02926938,19.59669,0.02956718,19.25588,0.07874272,0.171929,0.039599,,,,,,,
,,,,,1.23765175456e+18,,,25.67152,0.8951982,21.46169,0.06403755,20.02397,0.0275299,19.42282,0.02509657,19.05746,0.06478989,0.267466,0.053758,,,,,,,
,,,,,1.23765175456e+18,,,22.75024,0.5615821,21.58929,0.08530179,20.33908,0.04232219,19.92217,0.04536009,19.31117,0.09663367,0.368445,0.07995,,,,,,,
