objID,distance,ra,dec,u,g,r,i,z
587730847964070620,5.88950408E-4,319.7044648,0.56036677,20.909496,19.015795,17.416439,16.800909,16.390743
587730847964070621,0.15867941,319.7063354,0.55851077,23.130402,21.845905,20.170223,19.643606,19.469282
587730847964070372,0.29838956,319.70835606,0.55728547,23.976593,20.640083,19.071424,18.464241,18.177
587730847964070632,0.38806331,319.70854684,0.56538105,22.195801,20.555904,19.007275,18.337786,17.888216
587730847964070634,0.3909749,319.70952431,0.56446718,23.816511,21.614939,20.088097,19.483747,18.948521
587730847964070373,0.46176044,319.71215138,0.56024282,25.328011,21.474693,20.060509,19.485891,19.080606
587730847964071049,0.49005031,319.71041404,0.55478466,23.143909,21.633354,20.56204,20.102215,19.824106
587730847964071036,0.5503818,319.70686153,0.56922348,24.164673,21.772673,20.655025,20.035238,19.756308
587730847964070017,0.64677452,319.71143309,0.56858862,21.908422,21.722359,21.155174,20.837475,20.942564
587730847964070626,0.71565279,319.70467432,0.5722968,23.553307,20.413914,18.849731,18.244013,17.803406
587730847964069983,0.71590916,319.69909145,0.54971307,21.073782,19.428152,18.196234,17.663017,17.306932
587730847964070647,0.86583838,319.71861174,0.55756539,21.859188,20.770414,19.298903,18.71862,18.441946
587730847964070870,0.91242581,319.6898511,0.55613192,21.873972,21.455191,20.542974,20.383152,20.498796
587730847964070606,0.97760274,319.68908997,0.56579215,22.844721,21.099764,19.665375,19.060078,18.725193
587730847964070629,0.98980031,319.70543456,0.57683923,21.623922,20.12027,19.152504,18.571175,18.203835
587730847964071044,1.03569583,319.70921151,0.57696508,23.273602,21.62027,20.139677,19.485897,19.234583
587730847964071000,1.05178088,319.69339205,0.57396916,23.114401,21.841415,20.329124,19.694471,19.140896
587730847964070649,1.0874031,319.72254015,0.56157383,25.103889,21.480453,19.899343,19.321579,18.928736
587730847964070988,1.10309285,319.68853697,0.56956984,24.042891,21.548498,20.628256,19.98583,19.563448
587730847964071107,1.16321226,319.72309678,0.55504218,25.019258,20.280478,18.899429,18.375025,17.941338
587730847964070597,1.19812157,319.68453946,0.5618284,23.686562,20.864668,19.242064,18.625582,18.228291
587730847964071106,1.25094725,319.7248232,0.55591048,23.371592,21.462181,19.969603,19.333498,18.899826
587730847964070657,1.26082622,319.72490754,0.56520328,22.687277,21.332066,20.500626,19.883955,19.854145
