,tile,dither,fiber,fiber_ra,fiber_dec,objID,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
45,SE,D3,198.0,203.85062326599999,40.9762779167,1.237662306722449e+18,203.850797018059,40.9764543112324,25.80469,0.6390473000000001,21.817439999999998,0.07681309,20.82553,0.05836676,20.33249,0.05310741,19.93072,0.16444070000000002,0.24137199999999998,0.149333,,,,,
46,SW,D1,41.0,203.821455838,40.9963334722,1.2376623067224476e+18,203.82206462992698,40.9965014900446,23.32212,0.4784255,21.2529,0.04071494,19.8677,0.01963967,19.463079999999998,0.02064252,19.05513,0.06119702,0.20927800000000002,0.013096,,,,,
47,SW,D1,114.0,203.822831165,40.987722361100005,1.2376623067224492e+18,203.82303815790797,40.987653528786396,21.99504,0.736333,21.859289999999998,0.2848833,20.60407,0.1438795,26.13721,1.422815,22.57422,4.385622,0.14323,0.071398,,,,,
48,SW,D1,224.0,203.80699835599998,40.9739168056,1.2376623067224486e+18,203.807123648088,40.9736812817194,22.13616,0.29582579999999997,20.57229,0.03672962,20.02519,0.0419121,19.99091,0.05144538,20.90674,0.5120100000000001,0.28397,0.14666300000000002,,,,,
49,SW,D1,227.0,203.815040021,40.973944583299996,1.237662306722448e+18,203.81462209628003,40.9742399340177,23.939510000000002,0.9994741,20.684,0.03391698,19.27466,0.01620182,18.75763,0.01602108,18.33847,0.04640819,0.24334899999999998,0.033878,,,,,
50,SW,D1,232.0,203.82816502,40.9739723611,1.237662306722448e+18,203.828815259425,40.974096766083704,22.985570000000003,0.36371279999999995,21.323439999999998,0.04138552,19.93415,0.01985928,19.481679999999997,0.02046012,19.15758,0.06493628,0.266304,0.040552,,,,,
51,SW,D1,245.0,203.82420675,40.9723056944,1.237662306722448e+18,203.824300323268,40.9719506172775,22.77369,0.3830208,20.72714,0.03163863,19.292579999999997,0.01512677,18.76825,0.01471154,18.4325,0.04481396,0.236787,0.010151,,,,,
52,SW,D1,246.0,203.826915082,40.9723334722,1.237662306722448e+18,203.82720797558702,40.972342173267606,23.40605,0.6072801999999999,21.90985,0.08288869,21.30836,0.07039584,20.753529999999998,0.07370179,22.89725,1.081702,0.25754299999999997,0.152625,,,,,
53,SW,D2,24.0,203.81349745900002,40.9975556944,1.237662306722448e+18,203.81367819315,40.9976466737563,23.30311,0.6137353,21.804470000000002,0.07802234,21.28896,0.07258649,20.93368,0.08579675,20.94981,0.4052094,0.093722,0.038838,,,,,
54,SW,D2,29.0,203.826789126,40.9975279167,1.2376623067224476e+18,203.826629761326,40.99723964151279,22.35106,0.535363,19.71623,0.02504246,18.1653,0.01106814,17.571460000000002,0.01025808,17.16976,0.02920268,0.29531799999999997,0.043499,1.648345553022511e+18,203.8266,40.997259,0.241427,3.385718e-05
55,SW,D2,39.0,203.81495585599998,40.99586125,1.237662306722448e+18,203.81474676821,40.9955178244376,22.79472,0.5102419,20.06825,0.02371259,18.72575,0.01225395,18.29127,0.012637700000000002,17.912879999999998,0.03705173,0.197994,0.014165,,,,,
56,SW,D2,53.0,203.813664258,40.994055694400004,1.237662306722448e+18,203.81338011748798,40.994139475519795,22.798679999999997,0.4410726,20.15983,0.02305493,18.734379999999998,0.01140737,18.25765,0.01132074,17.90435,0.03267564,0.22189499999999998,0.013267,,,,,
