objID,distance,ra,dec,u,g,r,i,z
587726102032220637,7.6894268E-4,240.82912277,3.27904724,20.280718,18.460096,16.974546,16.342972,15.916544
587726102032220638,0.12014359,240.82813644,3.28079831,23.606424,20.49238,18.879086,18.244585,17.741943
587726102032221279,0.1831228,240.82703901,3.27680281,22.102726,21.371912,19.456717,18.787066,18.314835
587726102032220925,0.30532352,240.8278445,3.28397722,22.423584,21.599989,20.225313,19.425543,18.973614
587726102032220645,0.32189109,240.83434526,3.27783851,22.880743,21.794762,20.456484,19.817907,19.352886
587726102032220642,0.34319446,240.82383039,3.27682604,24.54969,21.171726,19.899307,19.330969,18.892416
587726102032220646,0.34785106,240.82366979,3.28107579,24.446156,21.783018,20.154781,19.535919,19.137688
587726102032220640,0.39928185,240.82261038,3.27757108,22.22073,20.268099,18.601593,17.955379,17.498049
587726102032220641,0.41435503,240.82219634,3.27882782,23.220881,21.217211,19.9175,19.218,18.668879
587726102032220644,0.42615471,240.83517047,3.28276786,24.547789,21.835192,20.379168,19.727478,19.43602
587726102032220665,0.4629441,240.82829,3.27137597,22.815783,20.321234,18.721323,18.155766,17.675396
587726102032220908,0.51249313,240.82523045,3.28666098,21.584661,21.14974,20.526035,20.034769,20.210644
587726102032220896,0.53215902,240.82166384,3.27421047,22.608162,21.404303,19.817303,19.219755,18.808495
587726102032220914,0.73143088,240.82593375,3.2908189,22.37676,21.272606,20.342104,19.961025,19.52862
587726102032220878,0.86019629,240.8168789,3.27153607,26.363489,21.761862,20.395643,19.711346,19.376637
587726102032220471,0.87836603,240.8333454,3.26503266,25.974714,21.836166,20.613976,20.139132,19.803831
587726102032220938,0.88118636,240.8332497,3.29314108,22.310339,21.667057,20.814636,20.326244,20.236534
587726102032220871,0.90624185,240.8149456,3.28435479,24.572435,21.550024,20.116924,19.454241,19.15757
587726102032220911,0.94197554,240.82414955,3.26415008,23.870007,21.772898,21.207773,20.947712,21.746212
587726102032220879,0.97679159,240.81602179,3.2693378,23.205738,20.84881,19.745127,19.333755,19.129526
587726102032220208,1.00548017,240.81313316,3.2739094,24.731047,21.734673,20.250626,19.597559,19.436249
587726102032220889,1.01072355,240.8200466,3.2648392,23.005754,21.754627,20.272449,19.739187,19.32033
587726102032220207,1.04394089,240.81210573,3.2752373,22.259529,20.951296,19.565901,19.001131,18.807693
587726102032220890,1.06071436,240.82029723,3.26371409,22.457779,21.968233,20.69096,20.054331,19.515436
587726102032220869,1.15447524,240.81363176,3.29051215,24.212078,21.439363,20.011797,19.411327,18.980003
587726102032220870,1.22808642,240.81553913,3.29439013,25.3703,21.640268,20.473011,19.954247,20.080183
587726102032220855,1.2743686,240.80817793,3.27525498,25.079037,21.529001,20.506687,20.065523,19.780611
587726102032220846,1.28810984,240.80762104,3.27825425,22.990715,21.843313,20.54789,19.952024,19.850693
587726102032220660,1.29661761,240.82165305,3.25876075,20.468088,18.635315,17.09454,16.494036,16.070572
587726102032220662,1.33988968,240.81912205,3.25906653,23.257196,21.769745,20.831287,19.951843,19.409788
587726102032220981,1.39430198,240.85014205,3.26909207,24.100964,21.742498,20.316196,19.854126,19.442472
587726102032220628,1.40262352,240.81217556,3.26290345,23.096016,20.786425,19.196899,18.594683,18.251886
587726102032220633,1.41228827,240.82155997,3.30134667,21.716501,19.643341,18.351723,17.740398,17.294538
587726102032220910,1.41441421,240.82677439,3.30250595,25.110268,21.736313,20.563231,19.90378,19.40307
587726102032220686,1.41652093,240.85275734,3.2791282,24.956314,20.797609,19.352571,18.769053,18.32102
587726102032220627,1.44250693,240.81225348,3.26187848,22.16946,20.29019,18.77457,18.173382,17.776567
587726102032220978,1.47515714,240.84937202,3.26507426,23.757725,21.742922,20.77437,20.544458,20.222195
587726102032220897,1.48646194,240.82438798,3.30336952,22.961617,21.865343,20.301365,19.709749,19.334963
587726102032220657,1.56583141,240.82096549,3.25424989,22.793383,20.947235,19.358116,18.733612,18.284348
587726102032220922,1.59607793,240.82950198,3.30564651,22.468645,21.725687,20.158804,19.568666,19.161314
587726102032220827,1.65820008,240.8020166,3.27337916,22.020145,21.5137,20.014322,19.33865,18.97963
587726102032220956,1.67268104,240.83867645,3.25285716,23.748522,21.707653,20.379396,19.715685,19.252699
587726102032221005,1.69276248,240.85435693,3.26637434,24.037357,21.724165,20.419508,19.976366,19.592432
587726102032221004,1.77905689,240.85596768,3.26639162,25.592825,20.853746,19.450527,18.907927,18.462004
587726102032220241,1.80873776,240.83752662,3.30799865,22.500336,20.039843,18.54505,17.867483,17.428715
587726102032220623,1.82391159,240.80746032,3.25767305,26.729015,21.509136,20.100264,19.533844,19.237061
587726102032220622,1.83131655,240.80873889,3.25628911,21.889038,19.197966,17.770451,17.24407,16.878817
587726102032220817,1.86814838,240.79906322,3.27070582,22.713617,21.186815,20.10981,19.789114,19.524143
587726102032220624,1.90584562,240.80714714,3.25606603,22.754259,21.511467,21.05266,20.339178,20.119638
