# tile dither fiber fiber_ra fiber_dec
NE D1 1 234.232800417 24.43561125
NE D1 2 234.235008751 24.4355556944
NE D1 3 234.237217083 24.4356390278
NE D1 4 234.239383749 24.4356390278
NE D1 5 234.241508749 24.4356390278
NE D1 6 234.243800417 24.4355834722
NE D1 7 234.246008749 24.4356668056
NE D1 8 234.248175417 24.4355834722
NE D1 9 234.250342082 24.4356945833
NE D1 10 234.252592083 24.4356390278
NE D1 11 234.254758748 24.4356945833
NE D1 12 234.256925415 24.4356945833
NE D1 13 234.259092082 24.4356668056
NE D1 14 234.261300416 24.4356390278
NE D1 15 234.231800446 24.4338334722
NE D1 16 234.233883779 24.43386125
NE D1 17 234.236092112 24.4338890278
NE D1 18 234.238258777 24.4339445833
NE D1 19 234.240467112 24.4338890278
NE D1 20 234.242675445 24.43386125
NE D1 21 234.244883779 24.4338334722
NE D1 22 234.247050446 24.4338334722
NE D1 23 234.249258778 24.4339168056
NE D1 24 234.251383778 24.4339168056
NE D1 25 234.253633779 24.43386125
NE D1 26 234.255842111 24.4339168056
NE D1 27 234.258050444 24.4339168056
NE D1 28 234.260300445 24.4338890278
NE D1 29 234.262383778 24.4338890278
NE D1 30 234.23284214 24.4321390278
NE D1 31 234.23496714 24.4321668056
NE D1 32 234.237175475 24.4320834722
NE D1 33 234.23934214 24.4321668056
NE D1 34 234.241550474 24.43211125
NE D1 35 234.243800474 24.43211125
NE D1 36 234.245967139 24.4322223611
NE D1 37 234.248175473 24.4321945833
NE D1 38 234.25034214 24.4321390278
NE D1 39 234.252592139 24.4322223611
NE D1 40 234.254758807 24.4321668056
NE D1 41 234.256883807 24.4321390278
NE D1 42 234.259175473 24.4321668056
NE D1 43 234.261342139 24.4322223611
NE D1 44 234.231675502 24.4304168056
NE D1 45 234.233925502 24.4304168056
NE D1 46 234.236092169 24.4303890278
NE D1 47 234.238300502 24.4304168056
NE D1 48 234.240508835 24.4304445833
NE D1 49 234.242633835 24.4304445833
NE D1 50 234.244883835 24.4304168056
NE D1 51 234.247133835 24.4304445833
NE D1 52 234.249300502 24.4304168056
NE D1 53 234.251508835 24.4304168056
NE D1 54 234.253675502 24.4304445833
NE D1 55 234.255842168 24.4304445833
NE D1 56 234.258008835 24.4304168056
NE D1 57 234.260217168 24.4304723611
NE D1 58 234.262467169 24.4304168056
NE D1 59 234.23280053 24.4287223611
NE D1 60 234.235008863 24.4287223611
NE D1 61 234.237258863 24.4287501389
NE D1 62 234.23942553 24.4286945833
NE D1 63 234.241508863 24.4287501389
NE D1 64 234.24380053 24.4286945833
NE D1 65 234.245967197 24.4287223611
NE D1 66 234.248175529 24.4287501389
NE D1 67 234.250342196 24.4287779167
NE D1 68 234.252550529 24.4287501389
NE D1 69 234.254842196 24.4287779167
NE D1 70 234.257008863 24.4287501389
NE D1 71 234.259175529 24.4287501389
NE D1 72 234.261383863 24.4287501389
NE D1 73 234.231717225 24.4270001389
NE D1 74 234.233883892 24.4269723611
NE D1 75 234.236092225 24.4269723611
NE D1 76 234.238342225 24.4269723611
NE D1 77 234.240550558 24.4270001389
NE D1 78 234.242717225 24.4269723611
NE D1 79 234.244925557 24.4270556944
NE D1 80 234.247050557 24.4270556944
NE D1 81 234.249300558 24.4270279167
NE D1 82 234.251508892 24.4270001389
NE D1 83 234.253675558 24.4270279167
NE D1 84 234.255883892 24.4269445833
NE D1 85 234.258050558 24.4270001389
NE D1 86 234.260217224 24.4270279167
NE D1 87 234.262425557 24.4270556944
NE D1 88 234.232800587 24.4252223611
NE D1 89 234.235008921 24.4252223611
NE D1 90 234.237217253 24.4253056944
NE D1 91 234.23938392 24.4252501389
NE D1 92 234.241592254 24.4252501389
NE D1 93 234.243842253 24.4252779167
NE D1 94 234.245967253 24.4252779167
NE D1 95 234.24813392 24.4252501389
NE D1 96 234.250425586 24.4253056944
NE D1 97 234.252592254 24.4252501389
NE D1 98 234.254758919 24.4253056944
NE D1 99 234.256967252 24.4253334722
NE D1 100 234.259175586 24.4252779167
NE D1 101 234.261258918 24.42536125
NE D1 102 234.231758949 24.4235001389
NE D1 103 234.233925616 24.4234723611
NE D1 104 234.236133949 24.4235279167
NE D1 105 234.238342281 24.4235834722
NE D1 106 234.240508948 24.4235834722
NE D1 107 234.242717282 24.4235279167
NE D1 108 234.244925615 24.4235279167
NE D1 109 234.247050614 24.4235834722
NE D1 110 234.249342282 24.4235279167
NE D1 111 234.251467281 24.4235834722
NE D1 112 234.253633947 24.42361125
NE D1 113 234.255883948 24.4235556944
NE D1 114 234.258008949 24.4235279167
NE D1 115 234.260300615 24.4235556944
NE D1 116 234.262467282 24.4235279167
NE D1 117 234.232800643 24.4218334722
NE D1 118 234.235008977 24.4218056944
NE D1 119 234.23721731 24.4218056944
NE D1 120 234.239383977 24.4217779167
NE D1 121 234.24159231 24.4218334722
NE D1 122 234.243800642 24.4219168056
NE D1 123 234.245925642 24.4218890278
NE D1 124 234.248133976 24.4218334722
NE D1 125 234.250425643 24.42186125
