,tile,dither,fiber,ra,dec,redshift,seperation,LOSV
8,NE,D3,198.0,210.273991317641,2.88170870817482,0.25186,0.22805744063050085,1342.9810368897547
9,NW,D1,105.0,210.235020672651,2.8934047186488097,0.25033,0.38801406952586637,975.9074336222694
10,NW,D1,111.0,210.24663052009498,2.89267488584398,0.24599,0.25434849554512,-65.33402924107357
12,NW,D3,13.0,210.253133422649,2.9040379945782995,0.24925,0.36574649960612093,716.7966548452176
15,NW,D3,98.0,210.24976012063598,2.8936123648336296,0.25204,0.24501616995149103,1386.1661666859334
31,SW,D3,187.0,210.253467623986,2.85655349060041,0.24487,0.3115259580567454,-334.0415035283829
