,tile,dither,fiber,ra,dec,redshift,seperation,LOSV
0,NE,D1,29.0,260.643390193632,32.1571461884648,0.23219,0.4722694412444012,1901.2299892678275
1,NE,D2,32.0,260.615129922427,32.1550472878152,0.22028,0.28866294268170334,-1007.1961862182425
2,NE,D2,62.0,260.617404909419,32.1516502294881,0.22483,0.25243697841900287,103.91540895065845
3,NE,D2,179.0,260.62039876549704,32.1379952928019,0.21985,0.10390867546253509,-1112.2023369704716
7,NE,D3,145.0,260.6435438152,32.142801920149005,0.22889,0.3641333784369191,1095.3688323321417
8,NE,D3,219.0,260.61327054552504,32.132569563260304,0.223,0.00011722312493373661,-342.9712326227674
9,NW,D1,102.0,260.575667748731,32.145139104829695,0.2229,0.44236756215401246,-367.39126768142864
10,NW,D1,205.0,260.57897162352697,32.1327296313045,0.22754,0.381233921588573,765.6983590402654
13,NW,D2,148.0,260.579989728127,32.139111397842996,0.22465,0.37607643425475684,59.95934584507224
14,NW,D2,161.0,260.57620441759497,32.1367602219272,0.22046,0.4057712993666501,-963.2401231126631
17,NW,D3,50.0,260.589479791626,32.1507914496284,0.22596,0.35468618514928746,379.86180511348255
20,SE,D1,202.0,260.641220906594,32.1098189878523,0.22116,0.4219157144901323,-792.2998777020614
24,SE,D3,45.0,260.61299150578,32.1265327498199,0.22141,0.07766655259746984,-731.2497900554183
25,SE,D3,171.0,260.63658207444,32.1121382488658,0.22654,0.37185300785499237,521.4980084536934
26,SE,D3,185.0,260.635300445467,32.1110932160354,0.22992,0.37653115298921236,1346.8951934363113
27,SW,D1,140.0,260.59923947198104,32.1168077342519,0.226,0.2577482164724506,389.6298191369484
28,SW,D1,160.0,260.579094951864,32.113806484129704,0.22642,0.45107821746826027,492.19396638330943
30,SW,D1,203.0,260.61216475873,32.1102068898858,0.22575,0.29208784848779273,328.57973149030545
31,SW,D1,214.0,260.6032083422,32.108390005725305,0.23372,0.3434204785075395,2274.8565256652832
32,SW,D2,121.0,260.587591477376,32.1181249150072,0.22942,0.34480562176465623,1224.7950181430251
36,SW,D3,58.0,260.611721969735,32.1262654014992,0.22397,0.08349017572798015,-106.09689255379315
37,SW,D3,89.0,260.581987926383,32.1211009855921,0.22658,0.37769710697682934,531.2660224771593
38,SW,D3,144.0,260.609720760543,32.1155366591349,0.2293,0.22837643314779188,1195.4909760726343
39,SW,D3,146.0,260.580226504069,32.1137301735384,0.22583,0.4402977058539316,348.11575953723036
40,SW,D3,162.0,260.582750417561,32.112249483586695,0.227,0.4308013815068052,633.8301697235204
41,SW,D3,221.0,260.585444631475,32.1058375139577,0.22431,0.4627560079033455,-23.06877335435706
